id	filename	md5	size	state
b407bd5a-76d5-46bb-a2d8-3831a3e26a24	mirnas.quantification.txt	621da341b6c7ac28beeb66e82e59b4da	50276	submitted
a9939c82-31ed-480b-b1e9-8fd149723bae	mirnas.quantification.txt	d8121915d2f04e203832794a2c68b405	50492	submitted
1cc85355-6eef-4aaa-ae7d-8119c7f175f9	mirnas.quantification.txt	cae00abe1d4c7204b578bfe49e5de822	50401	submitted
b48dedae-6127-4ee1-a8d2-1b6f68d318a5	mirnas.quantification.txt	9f3fd4a17c6daea8285d602642e11acf	50313	submitted
4f71183b-52f1-4cf9-bf96-40dcd6bfaaf5	mirnas.quantification.txt	0ea507ddacb1f966c252179705ebec18	50169	submitted
8b0f2056-370a-4be1-8ae8-2c3d236e363e	mirnas.quantification.txt	7c4bb7730a1d02332cf8173fd40615c5	50284	submitted
dcc7ee60-686b-446b-ae8b-9c5f47938ebd	mirnas.quantification.txt	211dc3348feea93fa3027905d09304e1	50260	submitted
f202d78f-481c-4eaf-8a44-80fe3ef2fb48	mirnas.quantification.txt	e989bb82423758f00579aef7ec15890f	50416	submitted
52b1e431-5cea-4813-862e-8bb6a7ba2801	mirnas.quantification.txt	d9c09d1593e01a298fa15800fd0ff94d	50292	submitted
df40e8c3-a460-43f7-994c-2e0f338c5237	mirnas.quantification.txt	a26ac4caa3321ae8e7b1a3043cc6065a	50173	submitted
997fc29e-5a27-4935-898d-c974454f3cf6	mirnas.quantification.txt	35ebf86fbb5d59f65072114b5d3650f4	50355	submitted
90d844ad-4a26-45d2-b132-2aaa90b84bd3	mirnas.quantification.txt	4803ff6e90bd5158e78dd31321645775	50393	submitted
838c80f1-ce93-42e3-919c-dc95d076653c	mirnas.quantification.txt	d1d765f77805cb97bd97e8f53c7f8dfb	50192	submitted
ec7cd2c4-bed9-4cb3-8fba-3ecc1577b7e0	mirnas.quantification.txt	4d46ffcc8d0aba5c00fc44a003dda8a2	50362	submitted
3f3b7bf8-3ba0-431f-9785-dfa033feba81	mirnas.quantification.txt	621421e5bae0da7687735d2b3ef78ac8	50338	submitted
4e1f4240-b29d-4166-8573-33436a5a2809	mirnas.quantification.txt	2799b0f4f7348b3fb6dc08b93ae62226	50334	submitted
439b1c05-31f3-47d9-8173-cfb2bf544cf5	mirnas.quantification.txt	88365166eebd0918f61956af23b9b2aa	50317	submitted
c065b3df-26a7-409c-aea4-295f33908b72	mirnas.quantification.txt	7a60d4d59178fe2e0511f716f5e44bb1	50274	submitted
603dd24c-0415-4cce-b98f-7b5d08431b6b	mirnas.quantification.txt	749316d1c7c5b521d4e0d0a5671683f4	50340	submitted
23b400ad-5ba8-482b-83f2-417dc027dc1e	mirnas.quantification.txt	87dfe1a6fa3548cb46c9e0c88530ab46	50431	submitted
7b7f21ce-21bc-4d15-b32c-75f23fb36268	mirnas.quantification.txt	f345ba7e9a156ec7dd24b5e7eb44bb60	50385	submitted
da6095b0-40aa-49d8-984a-3e1c95c67c69	mirnas.quantification.txt	fd5ecac9e7e9cadcad69afba4fd9fafa	50471	submitted
4cf4f193-c6c3-4c28-8b86-6b413666297f	mirnas.quantification.txt	62e0cfc54ee2ce039aed0e4e4a434016	50367	submitted
1a0c1af9-3ba4-4d39-989d-0baaf0024fec	mirnas.quantification.txt	fadad7e3d585976316c145237f33e1a2	50288	submitted
0cd3983b-0eb2-47e1-9d1f-915beb85bbe5	mirnas.quantification.txt	dd537112c2405d84bb58d26225ac86c0	50387	submitted
c34b8d5b-4143-44b4-a2d4-b56fb7104f18	mirnas.quantification.txt	00d1f5d8ff6d0a914987d0983c0dd9e5	50222	submitted
8a7f3ee2-46ba-44ce-b46e-ef24b36a76ac	mirnas.quantification.txt	90d27d5bc621514f8cdadfc66824aa59	50267	submitted
7875a2ba-7ae4-4a58-951a-0126e7bc653b	mirnas.quantification.txt	d2169a17d6e2e9630993656c8dfa3d1b	50128	submitted
82fe2109-d099-4352-ab3e-4b991a9f8225	mirnas.quantification.txt	4bd86e659956fc13d28dc8e04ad7eb51	50131	submitted
870629f8-5873-468d-97c1-13a02bf2f800	mirnas.quantification.txt	c0b4a0c251739115d5ca006e69a3ace7	50265	submitted
77ba55aa-8bc8-4dc3-abfd-81ac0f362499	mirnas.quantification.txt	7bf5b51a31e059395dd2b78c17427d62	50314	submitted
3e5d6a4a-5b8c-469c-97f2-05687bede7af	mirnas.quantification.txt	6254b58b21a3ef6969f56a67dc254024	50290	submitted
18a5f5b9-bf0c-4601-bb50-297ea1ff562e	mirnas.quantification.txt	ab96524ef9ef67f8a998f443c001317d	50242	submitted
5ae1feec-6179-467f-9154-406ba6c432ca	mirnas.quantification.txt	79187d356a26be75c651e3798147ec29	50268	submitted
1f83833b-afe3-478f-a218-2943be8a6c6c	mirnas.quantification.txt	6f14ca9e0240b4e529333ffbcfd5dfbd	50321	submitted
3391fe0d-7777-4b2a-98f9-99674d8a9f21	mirnas.quantification.txt	778ac95301ab51ab54a5fb2be224a674	50306	submitted
b78641f8-6bc7-4fd8-915d-39df21fac10d	mirnas.quantification.txt	a8fe126ec6e0628faeed68ccb2b70591	50232	submitted
24732f2a-8da7-44db-9578-b893531441d5	mirnas.quantification.txt	59e2ef5d6698074f2ace75949b7dfed5	50351	submitted
3c14313e-391b-4fe1-94b6-24c16b0807c6	mirnas.quantification.txt	0e44f85a994aedcfdccf08c92b941fe4	50291	submitted
5f228ae2-1faa-4a96-a94c-53cc5aab55cd	mirnas.quantification.txt	81cd703df12705aa201f3874990ef315	50208	submitted
133c4bbd-d988-458f-8e79-db4933bda18f	mirnas.quantification.txt	42f5072d9d01511daa3a8f10b6a24e21	50219	submitted
adbe762c-6f01-485d-9bfd-64537d68d0cc	mirnas.quantification.txt	f475c12ebe7c845c7e19967f4011a4f2	50273	submitted
a53767ff-5911-47c9-a2eb-d7c18e0c3803	mirnas.quantification.txt	b2829e09a5a5a7bdb6e5307a1e6a9df3	50291	submitted
81b93a66-4769-4ccd-965d-b429cd689b19	mirnas.quantification.txt	cc4712a0f57a37e04cc750fe84a1ff2d	50383	submitted
09439108-c8d5-440e-8e4f-d181fff5e98f	mirnas.quantification.txt	105369b1cbcae40906aa10f87bae0c63	50250	submitted
d4b7ef71-588d-459e-b297-983474198090	mirnas.quantification.txt	dd5182cc8cc32db0a95bf1c6bc6595d7	50323	submitted
10d1d42a-f27f-4bca-a528-3dd82fef02d9	mirnas.quantification.txt	d274dc6af577e30daea19f27eb6f3f5d	50291	submitted
f8428739-b413-43c6-b05a-e639c1aa3917	mirnas.quantification.txt	19ec8744fcf2b660b1e9c9799160d0d4	50294	submitted
464f6401-26a5-4c44-b232-7c7e07bb790b	mirnas.quantification.txt	8d7187279350a6f775fac1a0291aad4b	50297	submitted
aaa01c58-52c1-485b-a504-c9c8f96dae67	mirnas.quantification.txt	9fe32e80182dc75794e83fbaa4ce24c3	50306	submitted
a35f7244-b238-4b0c-94aa-b1527b03428f	mirnas.quantification.txt	0980834ca6e0dd8949ca4525e80db237	50278	submitted
45ec578d-79f0-4c87-baa0-883ddfc8ca5c	mirnas.quantification.txt	e693a2f32f54ba53145537e96f896a00	50318	submitted
a7f98a5c-f747-4b91-ab31-fbccd2a60ce8	mirnas.quantification.txt	be8e3d254c3c512ee911217bb0e1cecf	50329	submitted
214ceaa7-a19d-4699-9336-600b1b944d79	mirnas.quantification.txt	222854b48d5dbda18ef1a2a3971df146	50374	submitted
5c386af1-6d92-4386-b8e5-90d39e36a554	mirnas.quantification.txt	d63f666ea0fd01b948c1f28ac81c59cd	50518	submitted
b870e496-da8f-42b4-9563-7d651036246e	mirnas.quantification.txt	254982249d4eeb8aca4683e7b0367610	50264	submitted
06204170-052f-42e1-aaae-06f173f1d53a	mirnas.quantification.txt	dc4c162966599b95d8587e551307dd2c	50340	submitted
49a2823f-da0b-4f91-be1f-f37df37be1f7	mirnas.quantification.txt	b1900205c715cdc801103ee10d108c44	50284	submitted
4360751d-61d6-4249-833a-bfab7da576e4	mirnas.quantification.txt	5db82a60154a73c63b088b6b7d7b7d77	50301	submitted
7189f344-b1ed-4e9b-8abe-3864845cdeef	mirnas.quantification.txt	e6b769c6d01653a6ba8fb32eba5eb191	50330	submitted
5d1d8c01-f867-4f5b-a96e-1473f5cfc852	mirnas.quantification.txt	d537d08a3fb30f934a53a715db451999	50338	submitted
e8dd9c9e-95f9-4fe0-b5e5-6d9a2902270b	mirnas.quantification.txt	1a0854b9ae982cedb90c2c980d7aa759	50273	submitted
ddfe2e9f-2787-4219-8024-f93f5b1cfca0	mirnas.quantification.txt	e0694a395ec9cd3270d236af6de8ae0c	50301	submitted
829e3b72-dd9c-42bb-8396-f6f1a4ccea04	mirnas.quantification.txt	4ec62b4dac89ccf4cf9e3ba20c72eb68	50263	submitted
a8f8c99e-a7b2-4202-b6d5-e6c12b564f1e	mirnas.quantification.txt	3035cec9626cea55fdbf89fdba851d35	50325	submitted
7c62681e-1f42-49d7-8843-79ee5b01aeb7	mirnas.quantification.txt	1abb9b30529d5c7c81e400e48a57327f	50320	submitted
404aec7e-1eac-46c9-8f2d-4c0401b48d00	mirnas.quantification.txt	d202aa5c13af3a542aa3b4b8b1f16426	50534	submitted
51adee08-ff84-4eca-bdc7-5cafe320a243	mirnas.quantification.txt	152c17062f713b15dd1d808c647f67ea	50282	submitted
03202c78-d157-4de5-ab4c-08c73f545783	mirnas.quantification.txt	c4b52cbdb74a369727096449cae99dba	50331	submitted
dc39d33b-fd26-40a0-8a9a-8c18ad3171f8	mirnas.quantification.txt	7e2e939971a2504d655574bda048ae1b	50373	submitted
2d4cef31-671e-4780-aa2c-24016d6013ad	mirnas.quantification.txt	b1d8eee345e85eb3c5eef6e461f0fe83	50280	submitted
ad85c378-0a29-4d7a-ad05-c75ccc1f532b	mirnas.quantification.txt	b8fc4e59f480e11bcdf61ce30f0e94f7	50282	submitted
93839833-95b3-4f02-bf34-1a03f1554c76	mirnas.quantification.txt	e83a409e2c14ec447c3dcca75d294226	50275	submitted
df3c6b27-0e58-4a31-9ac0-8b123aa4fc69	mirnas.quantification.txt	d74a8981ee217a1f2e1067e61afc9c07	50371	submitted
e3df460b-27ff-46eb-9732-9fcd6775b766	mirnas.quantification.txt	e9ef8e5246553b549a60e982bacf989a	50263	submitted
043ea563-c4f4-48d6-8c72-528b64360003	mirnas.quantification.txt	2a6212bb571bbc0be288c0f02f4ba775	50312	submitted
554a1816-2116-408f-b5c5-320efbb7a409	mirnas.quantification.txt	097fff39be1a9e39535ce6dc1144141d	50314	submitted
62c52ef2-a394-418b-a741-c1c56050572a	mirnas.quantification.txt	22fc2aae9eba8c08ad9e991bc528ef50	50250	submitted
6e5e28e3-23b7-44a0-9b66-b073e6e15cf8	mirnas.quantification.txt	bc1437c208e3ad0b97b85eb0420fd980	50247	submitted
83095a43-f05e-430d-84c6-b1f2b950065c	mirnas.quantification.txt	7bacb45fa5f5dec26cd670236d6e6d89	50243	submitted
9d6c50ef-bdce-4cd7-a4b6-d471913d2481	mirnas.quantification.txt	79706b886b1098bae266b46ca2876aec	50104	submitted
1f54593f-5d46-4c63-a745-0efef2b050fb	mirnas.quantification.txt	c6e6d1944df19ac4b10fc5b8acbb5b44	50207	submitted
0626f14c-34c6-432f-b5ac-18a3a6ee3a76	mirnas.quantification.txt	576aa0e8d2d502ea19f9b30f6035e189	50652	submitted
667e22f8-0648-427a-b9f3-b984a5bf77f1	mirnas.quantification.txt	9050c50290df6149ae92f3d895c0416d	50347	submitted
f84c20a4-125c-4430-b962-5002ee4aad43	mirnas.quantification.txt	df77983a1ba5fb8b7452f197e02bb789	50269	submitted
92e0e87c-6cc9-4951-ab59-58fe1b0fd8da	mirnas.quantification.txt	2bd03a5444afcf162a28f36b42cd730d	50245	submitted
daf3d291-9b11-491d-bde4-009ae0479f9d	mirnas.quantification.txt	81f16200bd53d36ffbddaa8f2543894c	50340	submitted
81447e17-03c8-4743-86fd-c375ff0be855	mirnas.quantification.txt	ff678719df541450f87e28916a488774	50348	submitted
a904d78e-c522-4a01-a41f-5b889a4cedd4	mirnas.quantification.txt	2243e5e4dd46f65b5b2004fd812d9c0d	50291	submitted
449f73aa-d9ab-4c04-9e18-7bd88d74d66f	mirnas.quantification.txt	858a5c1c30902b8da0d63714d9ad3bc6	50200	submitted
3a944593-77c3-4f56-a7ec-b0b423442196	mirnas.quantification.txt	35ae62f10d7b7d1e5214b7f592a88e86	50338	submitted
27aaaa42-1ead-4d09-a3dc-1b5a2c297ce9	mirnas.quantification.txt	28f808db9cd86013855e315509d89c60	50337	submitted
057a1df0-e47f-40c1-8be4-e78663c9358a	mirnas.quantification.txt	6307839dd3d396db4f43222a5d35f383	50284	submitted
7f198e7d-a7bd-41a1-8718-67a6afb0b384	mirnas.quantification.txt	45a1f32971108122b738f06bd0117eab	50300	submitted
011f2243-4997-4dbd-b6d6-2b7fa34a8146	mirnas.quantification.txt	1bbd469e4cf21e5a527eb9734721ba72	50244	submitted
191e1d60-1836-49f9-ac28-9acd5d11b0a7	mirnas.quantification.txt	f1a53192a2846a2e37d8b12bd458bebd	50253	submitted
00bcb9ad-96c0-4458-8538-34f186a88af9	mirnas.quantification.txt	14286a37b629d2c11e928ebce56d9e97	50317	submitted
c2340dfb-f0cd-4010-94dd-06576de7899a	mirnas.quantification.txt	252c4867adfb1b241be559d16084310a	50468	submitted
e7b93f15-5a85-4dd2-8c70-0fadd69c9280	mirnas.quantification.txt	bf01421bc7f5db005a3b67c1d71f52fc	50308	submitted
045e9df4-e832-4e16-af93-4dfc9c54b15e	mirnas.quantification.txt	cc8c335805ff110fef85b8c0acf5c95b	50261	submitted
8c5083a5-1358-4f33-9c34-0349083a561e	mirnas.quantification.txt	4f202ee8da027d7f3ee2f95fecd7c839	50482	submitted
f96c9a92-a76c-4595-90e9-ce4d5407da6a	mirnas.quantification.txt	3d4d88d729c078ba884acb5094a40c8d	50330	submitted
0f8edf10-536c-44fa-a6d0-2e57c3ef2536	mirnas.quantification.txt	b0dbe1fbbf077405fe4422c50c1dada9	50324	submitted
a90ba7b3-bf98-4e47-995b-50aa85766dee	mirnas.quantification.txt	403b3c1726d3ed75c508862ded83f0c3	50384	submitted
