geneNames	GEO111089891	GEO111200291	GEO111200292	GEO111200293	GEO111200294	GEO111200295	GEO111200296	GEO111200297	GEO111200298	GEO111200299	GEO111200300	GEO111200301	GEO111200302	GEO111200303	GEO111200304	GEO111200305	GEO111200306	GEO111200307	GEO111200308	GEO111200309	GEO111200310	GEO111200311	GEO111200312	GEO111200313	GEO111200314	GEO111200315	GEO111200316	GEO111251551	GEO111251552	GEO111251553	GEO111251554	GEO111251555	GEO111251556	GEO111251557	GEO111251558	GEO111251559	GEO111251560	GEO11350411	GEO11350412	GEO11350413	GEO11350414	GEO11350415	GEO11350416	GEO11350417	GEO11350418	GEO11350419	GEO11350420	GEO11350421	GEO11350422	GEO11350423	GEO11350424	GEO11350425
TXK	3.833173779	3.581720179	7.769222199	7.556281887	8.286237784	7.630156179	7.715504985	7.438338496	8.06031503	7.886515468	9.063706392	8.146276525	8.107864681	8.615762319	7.731625129	7.895800435	7.729678568	8.006323629	7.9601297	7.752357907	8.164254865	7.212728806	6.808996142	7.301353479	7.621804398	7.378536464	7.296837296	7.62035374	4.139030125	4.286923855	4.131832451	3.956391502	4.679984524	3.92785399	4.300994539	4.09732352	4.17260385	3.980502059	4.124976929	4.270203653	4.032306066	4.190328468	4.14299801	4.116909368	4.459975178	3.898604134	4.292798101	4.334198317	4.419965045	4.085270477	3.98690543	3.886754012
GNS	9.888651424	9.814312073	8.138440273	8.222500922	8.020851495	8.523508158	8.329490657	8.185892349	8.285586722	8.169723213	9.031907828	8.77373552	9.34454407	9.096548625	8.612604672	8.473290502	8.591645904	8.821488637	8.738884824	9.325357074	8.558195741	8.289540763	8.275331777	8.446812379	8.46292803	8.824320457	8.173724686	8.192393631	7.183857631	7.313625077	7.218680222	7.269417216	7.207475015	7.409754084	7.197749111	7.260059367	7.569540108	7.290058976	7.711711352	6.932501483	7.576244064	7.374279547	7.719665037	7.703902637	7.317238041	7.7033087	7.23994975	7.442600421	7.236181306	7.821900025	7.37903202	7.319487021
SGSH	8.441637826	7.994787557	8.043296634	8.042688701	7.534401707	7.63322409	7.754928754	7.991213673	8.051897911	7.977727457	7.878791713	7.845530812	7.786567443	7.910895612	7.738029846	7.895155538	8.111394633	8.376748931	8.162653362	8.372969633	8.367995142	7.872482193	7.914730327	8.012636566	7.966158947	8.310613942	7.800467883	8.375581396	7.000559975	6.690058478	6.778156805	7.011729454	7.110133628	7.098828138	6.866117169	6.825984985	7.65789662	7.321107477	6.520086453	6.711851496	6.987285081	6.700827374	6.711572894	6.979146794	6.659706082	6.351125902	6.792382132	6.951202442	6.780243245	7.069124777	6.430775101	6.508367629
TBXAS1	6.255930452	5.437206205	8.490892913	8.244416093	8.268548734	8.532536459	8.49776686	8.402114054	8.546053219	8.712915784	9.007592923	8.760864402	8.984893531	8.788082485	8.352777839	8.477080257	8.434499512	9.126718378	8.910878166	8.851742049	8.846590794	8.598387	8.501204105	8.949013024	8.534072354	9.220895633	8.222164907	8.741033219	6.334671494	6.020707697	5.788528122	5.593889988	6.280503363	5.659181812	6.248586266	5.552977959	5.328937645	5.648322467	6.236762638	5.998194051	6.069794972	6.061353484	6.126052214	6.185714985	6.241829932	6.287559889	6.160173708	6.017310793	6.175339729	6.419246254	6.249713891	5.794208862
HEY1	5.218700401	5.305870694	5.181918798	5.019291143	5.191964113	4.775248463	5.23260788	5.04800735	4.934675713	4.868013276	5.383757441	5.370178528	5.33426235	5.191341011	5.113653949	5.325448557	5.312173227	5.595960164	5.552743937	5.334987429	5.295829146	5.078801646	5.417117233	5.590188435	5.229811618	5.307844074	4.992528639	5.104463589	6.632650432	6.36255015	6.527383907	5.907345323	7.206995112	6.637315171	6.197953659	6.468851156	6.61730309	7.370051645	6.448945001	6.488972218	7.314403353	6.477044621	6.444701965	7.844191101	6.748445679	6.932455482	6.491689656	6.443794228	6.456852944	6.793870296	6.585981395	6.498968972
DAG1	7.416985177	7.211532093	6.242153483	6.353846432	6.331246123	6.456886807	6.503161356	6.336156162	6.127541482	6.489011137	6.370099039	6.300921491	6.440363297	6.389541369	6.44085	6.352893642	6.294507148	6.381949069	6.39461162	6.43716151	6.441867114	6.412367925	6.399098222	6.29574164	6.309414092	6.515506128	6.399976383	6.391431075	7.756812249	7.396431434	7.438551916	7.718110928	6.933224176	8.059569935	7.951100874	8.39506672	7.714456938	7.536548136	7.800810419	7.680121639	7.985005144	7.54065467	7.708787032	7.453638681	7.387213046	7.616776042	7.353943646	7.256024524	7.411847239	7.916763353	7.666795453	7.470526059
RAVER2	4.319140525	4.413990693	3.808467529	4.018517319	3.746248203	3.902121507	3.976240643	4.019026988	3.860810367	3.864096519	4.087281319	3.957590444	4.212571219	4.17140434	4.136041639	3.751327528	4.079631707	4.109128983	4.086236995	4.21091868	3.741629264	4.075408277	4.094002497	3.794140863	4.017941963	3.878391329	3.861448625	4.034463404	5.350203934	5.352037274	4.94404518	6.05589311	4.67179623	5.208595661	5.60344183	5.07837371	5.856726527	4.355475274	5.149960732	5.5426198	4.939918438	5.014212072	5.082950651	5.073284876	5.071550122	5.30757208	5.66850591	5.596712837	5.35029458	4.781018674	5.644196908	5.170769182
KIAA0284	7.332126154	7.19728115	6.058991005	6.306981605	6.08721766	5.844171885	6.331565199	6.337388315	6.48831747	6.543566495	5.781695334	6.288941117	6.09419111	5.987571259	6.043165884	6.709012757	5.923667952	6.438658607	6.249607563	6.178757923	5.846878974	6.549021538	6.895125995	6.555677262	6.619220154	5.902666476	6.19940515	6.209370577	7.674053199	7.593561069	7.355530601	7.487711014	7.496063932	8.189703199	7.612496865	7.80528612	7.618976251	7.989426896	8.250449015	8.020444127	7.84066056	7.646256748	7.289014278	7.862259801	7.782699766	7.863545323	7.8060943	7.918351841	7.876701264	7.584250852	8.039201317	7.457981652
TBX21	5.156866197	5.260610916	9.064464735	8.791398885	8.741334545	8.273565728	8.533045137	8.870453885	8.562952564	8.461743926	9.925337724	9.386199641	9.175383442	9.162388246	9.850973933	8.811730658	8.982500409	8.617009813	8.938199041	9.09876288	9.024165457	8.806306062	9.013548355	7.523427126	8.668486727	8.355033514	8.069845489	7.11911078	5.401753463	5.319653348	6.634547379	5.201759503	5.394158005	5.028063489	5.597681648	5.674150093	5.880487879	5.880710357	6.1707845	6.062557929	5.875284849	6.401653922	5.897001508	5.653945471	6.100460734	6.058984272	6.197616733	5.828381793	6.181227049	6.351816247	6.026391714	6.04190369
ZNF394	7.610003444	7.612817876	8.654755771	8.734699796	8.184010311	8.181932766	7.854007004	8.893633852	8.641251886	8.601744142	8.426543015	8.605660725	8.008910273	8.186099601	8.101225879	8.796279576	8.433982373	9.020560883	8.911339261	8.809811627	8.960618432	8.472057785	8.558227324	8.414958635	8.712462609	9.309112502	7.865314117	9.074047674	6.864577523	6.872234884	8.258318935	6.962548202	7.008292022	6.737878221	7.342923813	6.888299347	6.996321201	6.538653643	6.907169583	6.714088324	6.941379817	6.548376573	7.04155483	6.622650828	7.027261507	6.891851094	6.867924392	6.979412023	6.786404019	6.91276496	6.725553577	6.9532592
VCAN	7.854946471	9.753467949	10.89234314	10.95404631	10.7599065	11.34887272	11.09505564	10.80431029	11.54687033	10.99970159	11.21127782	11.00618448	11.39235367	11.60826319	10.53370582	11.18302074	10.89228573	11.53395856	11.11892075	11.52077665	11.23068288	11.23111186	11.02575885	11.59070884	11.1912373	12.01309791	11.25756212	11.67532266	7.778012056	8.038662092	7.557006711	6.056996696	8.392997066	6.629534849	7.658237852	7.2062435	7.161036087	7.004787924	7.456431735	6.522925085	9.642779845	6.502901922	6.829901493	9.213237269	6.62163005	7.997433469	6.676544663	6.207054017	7.372269552	8.825253688	7.183913685	6.173862094
TGFBR3	9.006176939	8.57575296	10.16757279	9.988327221	9.531809918	8.613945055	9.063497239	9.717624092	9.59234098	9.160618226	9.538681136	8.863737567	8.453748953	8.703920498	9.553095844	9.524919896	9.480785406	9.093709387	9.362327856	9.296222592	9.608930504	9.656447019	9.924683889	8.15906026	9.532740551	9.159852117	8.508166967	8.627651005	7.838632143	8.246453009	6.827855199	9.200708013	8.706641941	6.189416581	7.885415645	6.197263945	6.42226066	6.291656107	6.842494148	6.761581398	6.675032068	6.510888863	6.403582579	7.644010862	6.639944503	5.878999939	6.659567912	7.487988265	7.001465498	6.876555715	7.549761067	6.737608158
PIK3CD	6.165214836	6.380415718	8.034459922	7.995005495	7.960392606	8.292294329	8.009888754	7.809099101	7.832509262	7.971422286	8.356277674	8.443872336	8.450938248	8.60768477	8.391983966	7.66009911	8.439573569	8.261313469	8.140972034	8.242540493	8.187472805	7.776870957	7.687451982	7.821586528	7.795658022	8.287079677	7.932453867	8.153357539	5.498972806	5.538423142	6.640499034	5.15471668	6.532199068	5.791619369	5.811705145	5.996197039	6.405583658	6.420258414	6.297373209	6.128336591	5.93834312	6.224484701	6.02352296	5.944184744	5.972493072	6.207153221	6.44157092	6.233788071	6.211290384	6.421656464	5.752805876	6.015122927
BSPRY	4.894896108	5.028442583	5.649097184	5.490371962	5.177021461	5.213792577	5.560207008	5.410948837	5.243639677	5.359417747	5.73028401	5.166751282	5.367491132	5.510213943	5.625774651	5.38317401	5.193992115	5.786610192	5.492779526	5.480719853	5.751793054	5.494919881	5.771879393	5.389881302	5.527172623	5.411784821	5.241863475	5.235005215	7.133987678	6.741201089	6.552937261	7.690760012	6.453465303	7.399257093	6.95374181	6.289360901	7.100738644	6.201178187	6.657818011	6.987725946	6.568152998	7.164738406	7.206010568	6.164109118	7.170157534	6.769086058	6.858688135	6.959622059	6.621138065	6.383460181	6.644294567	7.359908874
CNPY3	6.474701701	6.708533054	7.98485917	8.201876376	7.903481106	7.798193022	7.955222333	8.18223464	8.221193653	8.052162025	8.340593345	8.182174277	8.509389082	8.205190898	8.035554326	8.20665926	8.434105733	8.585722115	8.570925224	8.797201904	8.475349723	8.052480542	8.253373214	8.205167175	8.29847336	8.488384251	7.822823843	8.223599722	6.133518265	5.914910514	8.073123668	7.160575162	6.130227662	6.115161208	5.907078928	6.602287783	6.35829336	6.093398069	6.480705221	5.817226718	6.136346155	5.959162278	6.302868619	6.014386536	6.259395407	6.339099947	6.073858864	6.136028615	5.987800691	6.575526253	6.037277478	5.84684316
UBE2D3	8.106160654	8.141693478	8.605110445	8.730581784	8.44649539	8.352507202	8.331724149	8.691459996	8.63624134	8.575608318	8.996629183	9.062532597	8.980268849	8.694321836	8.60278091	8.881766628	8.939391065	9.542617113	9.280220538	9.241466363	9.413903903	8.871967582	8.977262853	8.963970973	8.839176286	8.830166877	8.232559318	8.62427623	8.284090016	8.314602647	7.69872073	8.173472173	7.769571109	7.868406693	7.875025347	7.628993863	7.822012143	7.572624562	7.813807266	7.268849726	7.527663273	6.936637448	7.338159156	7.468122747	7.552882047	7.712057358	7.527045769	7.350883993	7.553265666	7.501519096	7.743314736	7.172820246
CRBN	8.878648366	8.998035312	9.307664734	9.547611669	9.503644007	9.43250485	9.24679988	9.267031067	9.360320633	9.497104922	8.982260749	8.925042477	8.89484885	9.007646611	9.268895494	9.161095068	9.107591407	9.17274105	9.011080494	9.234124401	9.352864335	9.608407542	9.124840102	8.991214633	9.19403337	9.269295592	9.179319701	9.281965792	8.444687121	8.422764669	8.546727077	8.374649465	7.920765402	7.272218101	8.736696884	8.082029731	7.689905905	7.924676159	7.377282315	7.549950961	7.272710454	7.620569	7.57851219	8.034499653	7.559771299	7.263051172	7.893251098	7.611460788	8.174562214	7.880396096	7.965886867	8.237061811
C1orf38	6.786285981	6.271962586	10.32849863	10.22397854	9.696239079	10.16224649	10.11133941	9.94889751	10.39754445	10.08449573	10.26138443	10.0632305	10.56437367	10.03653235	9.625529338	10.30485163	9.948502032	10.76901289	10.40544428	10.35467188	10.10524267	10.29666816	10.50524285	10.33973467	10.33423074	10.83825679	10.12480339	10.40384237	7.408796012	7.561714835	7.232899858	5.34064214	6.589341857	5.751403533	6.705168917	6.017844657	6.166926978	5.999919332	6.735263369	5.636677895	6.526841771	6.262575814	5.710459886	7.059007711	6.296331818	6.919302438	6.954383811	6.091843085	6.594517779	7.216316989	5.835190603	6.062758865
ARHGEF3	8.374976339	8.666272665	10.2894268	10.1103712	10.18352713	10.2322118	10.077043	9.872915794	9.75514655	9.961314455	9.951252962	9.951606125	10.03018134	9.889494564	10.21984459	9.392638776	9.534755966	9.303873717	9.196934849	9.118005904	9.12604415	9.641451844	9.343610304	8.922271255	9.535906474	9.849380028	9.804658719	9.743608195	8.048359248	7.970528588	8.178544684	7.735127103	8.167807746	7.729077883	8.291978768	7.248681353	8.198282513	8.386161117	7.032987091	6.735768881	7.782016935	7.582443124	6.607876543	7.419784453	7.510583509	7.415003987	7.606990696	7.237960092	7.503009502	7.880114076	7.781279714	7.819622541
MBNL1	6.456740719	6.604388777	8.094745688	8.315645345	8.330197902	8.13172564	8.135502998	8.243052869	8.210102863	8.198210998	8.8163537	8.634804407	8.556041283	8.635188587	8.733004068	8.162162211	8.75975561	8.550157662	8.679736764	8.494702796	8.832617073	8.19299006	8.052206124	7.993094632	8.070163547	8.144587675	7.815637507	8.169043794	6.748897053	6.804867821	6.981830345	6.975676218	6.980931319	7.470732617	6.714586145	6.391937511	6.671284079	6.335464872	6.533500937	6.099145372	6.115881005	5.93874569	6.333214541	6.481280262	6.229057383	6.14929834	6.228211368	6.187634583	6.589284592	6.666240001	6.545859234	5.768139716
CASC5	4.043861099	3.962116282	4.401922102	4.205467967	4.221990409	4.578172848	4.603328125	4.289229884	3.974731407	4.20610243	4.172254676	4.256552085	4.29904573	4.130310508	4.157043196	4.17678508	4.085249667	4.138029671	4.36470897	4.189048824	4.227857781	4.164822343	4.212880119	4.364360965	4.146115351	4.346195817	4.607014511	4.300804715	5.36709938	5.344159325	5.253123285	6.350526207	5.071410676	5.64278018	5.425503834	5.986740285	6.152141747	5.387491961	5.674518839	5.059503456	5.189943795	5.073586697	5.439808399	4.770158	4.483956671	5.571131573	5.102454439	5.68133389	5.123266116	5.040826002	5.3221618	4.799474261
DUSP22	8.081620117	8.190272454	9.505991628	9.443834251	9.2203089	9.187827608	9.273179802	9.324621974	9.408758816	9.173054895	9.223457104	9.094853853	9.323498158	9.24464968	9.043703357	9.240379729	9.250824563	9.263791087	9.091107859	9.058309226	8.924686208	9.017630366	9.011108405	9.083607995	9.18979591	9.803213853	9.225230685	9.577499864	8.244857491	8.088954743	8.454637675	7.829122641	7.552082585	7.310076555	7.691709059	7.739539091	7.919112105	7.458611303	7.012047645	7.138994082	7.183351305	7.165529406	7.15796395	7.500741096	6.981651212	7.157149273	7.680905028	7.121875947	7.521594465	7.434682372	7.089441204	7.421575346
FOXA1	3.323618565	3.299106765	3.595194303	3.556893542	3.751845011	3.788746662	3.699108093	3.605859128	3.873197381	3.798076507	3.684079355	3.544909697	3.604162464	3.638915939	3.666475824	4.140282105	3.588245888	3.881902608	3.863091939	3.833341301	3.745271661	3.944888736	4.1538277	3.801175127	3.933781874	3.767612788	3.63819205	3.713938493	5.781148474	5.71986891	6.774932328	5.333203789	5.704959005	6.177586648	5.967241313	5.387862518	3.857423344	5.7260558	4.272586866	5.915043782	5.278530799	5.573314758	5.447628843	4.825863693	5.331347704	5.559971084	5.53705399	4.944477545	5.76699235	5.067363828	5.291174821	6.087384486
FAT1	9.127368174	8.603973744	4.500111982	4.079095112	4.13182974	3.7764552	3.914351453	4.386768486	4.624178241	4.316467139	4.408576755	4.008696569	4.157237879	4.385165116	4.399430207	4.240269745	4.125242064	3.970552995	4.373015146	4.347949784	4.308205572	4.37836724	4.229807586	4.299896213	4.414099974	4.121376071	3.972715915	4.537449841	9.350694256	9.87357208	8.185678049	10.43318706	8.564960099	9.853683355	9.911305178	9.309507247	8.833717098	8.449540727	9.656961379	8.889387986	10.1918232	7.78661551	8.644230926	9.360127825	7.345377984	9.834022844	8.072659339	8.876031263	8.168135841	8.412319644	9.554399663	7.630200757
GNA13	8.769028528	8.984789594	8.058786052	8.081229482	7.949973527	7.819425483	7.837483861	8.003147467	7.979057469	7.826042158	8.704175521	8.457753374	8.673879297	8.586013527	8.781132672	8.17939578	8.479301862	9.32747527	8.812215164	8.985716352	8.821663462	8.163749049	8.444833508	8.244930854	8.233272859	8.25491817	7.841076398	8.151716106	7.569862706	7.41533405	7.129760559	7.317492597	7.278357041	7.016377032	7.700051559	6.885193257	7.282172941	6.986596002	7.634761963	7.567839187	7.183557583	6.890770316	7.406996416	7.60560939	7.002859062	7.363850733	7.141297206	7.334849295	7.152001095	7.48519091	7.153487311	6.781585398
GZMM	4.897851404	5.352387203	7.612346145	7.155102288	6.690022408	7.074841117	7.423504912	8.58529073	8.308622582	8.202378318	8.685416198	8.258806881	7.393549021	7.686671345	8.708968679	7.837368913	8.602224656	8.544665044	8.646825121	8.601425122	8.71790309	8.469568225	7.970534262	6.964941501	7.935615719	7.492130461	6.478366156	6.628642999	4.933333661	5.370913497	5.742096344	4.915401267	6.598885233	4.677616884	5.38141942	4.900438552	5.013590136	5.41563209	5.605266592	5.975490371	5.414994384	5.473805265	5.511824197	5.387719878	5.799959605	5.701222256	5.575917539	5.360922783	5.521613689	5.682050702	5.34609965	5.468644864
EPB41L1	4.930763111	5.095071521	4.351780477	4.223534613	4.205398562	4.0686816	4.236810424	4.372724269	4.196980656	4.105018855	4.365160604	4.292514002	4.134869953	4.305473532	4.23119249	4.34257098	4.386934982	4.314867087	4.423935448	4.269743411	4.435219503	4.257315652	4.398467476	4.23051079	4.443632325	4.383698005	4.296871168	4.334715229	5.334610127	5.184004541	5.79853899	5.610107038	4.954156829	5.554808361	5.496398926	5.348356983	5.0488686	5.665726829	4.867276015	5.649454657	5.499589261	5.805367154	5.583421399	5.881063149	6.340664523	4.943828931	5.972193599	5.590251216	5.731582953	5.299095487	5.972998692	5.899047803
PARD6B	4.44597667	4.24730102	4.441563869	4.555293076	4.291739297	4.145525903	4.121778131	4.15320476	4.190668385	4.35076265	4.29697572	4.252340998	4.185208762	4.404148536	4.552246862	4.303941852	4.073990656	4.212240141	4.327390108	4.211758619	4.325775365	4.192074566	4.398498764	4.438323107	4.297635737	4.166795307	4.042057108	4.153204548	5.272473528	5.265218402	4.99751769	5.463303819	5.007588479	5.338231171	5.43698787	5.686733427	4.982763429	4.972233544	6.468260677	5.405660717	5.484881559	5.606172634	5.481382113	5.767064576	5.854803545	5.718914989	6.030115042	5.453980918	5.580275158	5.075845288	5.765929532	5.779239607
EHHADH	5.58559058	5.872727971	4.32880836	4.018193134	4.44932573	4.436784306	4.464291087	3.851251519	3.864955511	4.153933832	4.077906936	4.069927059	4.565887536	4.479528103	4.226478845	3.923289331	3.745757455	4.256714461	3.804115426	3.880563237	3.794281353	3.936609759	4.065881693	3.817239781	3.55172394	4.404393627	4.279639565	3.754614378	6.252534457	7.274153285	6.68645923	5.455618375	5.46075328	7.123128871	7.126924383	6.406274737	6.460420158	6.459757576	6.420277616	6.511029968	6.138292331	6.885643235	6.473801709	5.851965636	6.456258796	5.239380199	6.106391387	7.27325244	6.673576434	6.141693511	6.025328066	7.010788429
SLC12A2	7.1045853	6.822990059	5.850762598	6.027579217	6.127239201	5.438183684	5.40055716	5.913788835	5.526540124	5.694914495	6.295388827	5.930749378	5.858918557	6.05383277	6.043010247	5.912664311	6.091217767	5.383939765	5.853012083	5.76087538	5.890980903	6.012401696	5.752708079	5.733871975	5.849531613	5.734794513	5.947765279	5.544189035	9.521345562	9.208962926	7.050610692	10.42460907	8.533609224	8.817701244	9.771744109	8.900910475	10.03651112	8.493845187	6.911107551	7.975378254	7.907779007	9.174306539	10.03158211	9.141719539	8.79030172	6.506567835	8.754044372	9.723756863	8.924524817	8.631108482	9.237104635	9.253129767
BTG1	8.88824194	8.677334231	10.74095643	11.08508991	10.68125664	9.375755295	9.611327881	10.98989752	10.98879923	10.82609665	10.30217452	10.24299277	9.73350875	9.736900128	9.749922981	11.10010779	10.95877921	11.27100642	10.91909828	10.87584168	11.2847631	10.85457808	11.04038393	11.04627687	11.05663781	10.76650123	9.978334319	10.96895921	8.876156898	8.681604037	8.387915277	7.451859665	7.762399775	8.372225569	8.29001752	7.769181398	8.252766764	6.832682929	7.514007066	8.21923396	8.08894229	8.033189125	7.968694123	8.372312588	8.635268332	8.114665032	8.451661301	8.338443485	8.235068225	8.443475709	7.869583888	8.283185484
NLRP1	5.290187728	5.563592424	8.692571347	8.194492147	8.297425559	8.046873487	8.057995096	8.481336342	8.483898805	8.566162633	8.264994559	8.490988921	8.236057166	8.240229474	8.309754325	7.941913646	8.523951766	8.547566139	8.558288602	8.516518665	8.458387416	8.033856465	8.395289732	8.401299393	7.95198245	8.379190446	8.054460245	8.599825337	5.494571281	5.441878931	6.172589933	4.396155016	6.272692613	5.277565931	5.026056495	5.270260386	6.265319081	5.71907776	5.434880247	5.490922281	5.645477193	5.545047785	5.609931353	5.321919822	5.821457523	5.392475899	5.635098942	5.257205891	5.534843701	5.553567261	5.303448155	5.509437082
EMILIN2	5.730802833	6.107417662	7.077762393	6.985063768	6.650208858	7.292198842	7.126750042	6.870550355	7.111655071	6.89485568	7.440453682	7.400111295	7.708312467	7.586712377	6.999691022	7.074174659	7.287132654	7.955773779	7.647230473	7.923969682	7.436827115	7.152997345	7.358472907	7.501392386	7.188120383	7.650993361	6.881020753	7.384361152	5.350888421	5.288804358	5.851155418	5.318360169	5.649831628	5.355243559	4.989783785	5.686767683	5.241011577	5.58826472	5.97596602	5.965091689	5.812383395	5.879729823	5.930522899	5.73319612	5.810878093	5.921154621	5.748457597	6.104082243	5.732351888	5.879809648	5.697078558	5.712811565
LILRA2	4.982594724	4.865847757	8.260823788	8.302420828	7.899604593	8.681904001	8.573251114	8.021868343	8.149214335	7.977168663	8.833666361	8.562778954	9.132581157	8.756796823	8.102269293	8.381676787	8.637533038	8.671227291	8.853854972	8.900877672	8.490092488	8.326070296	8.524382114	8.591917345	8.466373577	8.684814616	8.159797846	8.288588852	4.940713423	4.97442867	4.991972889	4.650708982	5.126723315	5.011267421	5.001843407	4.966619106	4.966529311	5.405127321	5.965633426	5.479550678	5.591404676	5.591704537	5.415041856	5.339622708	5.678007939	6.091860354	5.579702947	5.396866338	5.48195883	5.450261384	5.329054585	5.465731152
CFB	5.985764358	6.23831628	5.02889553	5.008467049	4.989515637	5.110545658	4.825022062	4.786446761	5.094105399	4.853154378	4.921329867	4.825081398	5.123883334	4.688480069	4.642527887	5.003496362	4.817042604	5.127036498	5.135701997	4.829236939	4.98500436	4.96145823	4.971181052	5.08707299	5.047910692	4.952274843	4.883358587	4.989170629	7.009181842	7.171877777	7.531985718	6.714931403	6.439584393	8.056047595	6.898602699	8.893649216	7.272026507	8.024998364	7.591722928	6.868442544	7.188524966	6.837481634	6.656930861	5.972656307	6.851466988	7.46617489	7.094994032	7.079158268	7.294410645	6.068724885	6.511283181	6.245364417
APLNR	4.610264347	4.670167682	5.068959952	5.225548397	4.70238245	5.353372919	4.761895286	4.806939624	5.070108995	5.34806956	5.058348233	5.364017235	5.381117943	5.016317294	5.268474935	5.577956727	5.277487373	5.540845792	5.463226061	5.324690563	5.319800674	5.374686665	5.508862485	5.347047919	5.276680776	4.907845056	4.987895199	5.648772058	6.289382807	5.88984152	6.857340215	5.928274922	7.192675349	7.659151404	6.385275804	5.730776536	6.182538749	6.82847007	7.158348968	6.853541409	7.331526839	7.043127511	6.59652175	7.91773865	6.941056312	6.733528721	6.49465365	6.705905411	7.340284292	7.940449519	7.085063146	7.075468456
LRRC1	5.457500149	5.630544813	5.203083705	5.183655947	4.952537876	5.175873089	5.138406374	5.252158719	5.081572043	5.372397346	5.105210992	5.178148925	4.906219394	5.234241136	5.093663328	5.294938811	5.127577395	4.89587481	4.861256612	4.861162523	4.925596023	5.350770753	5.258082403	5.269957715	5.334894361	4.946451548	5.047575035	4.890229237	7.556565526	7.470894813	7.051775146	8.173321177	6.410107981	7.720910687	7.745911324	7.352921809	6.887438185	7.256026264	6.554274135	6.749403673	6.671027799	6.010523726	6.841477405	6.592840543	6.569658691	6.240445486	6.607445091	6.617202816	6.552049134	6.259102345	6.684000948	6.12752011
EIF4A2	7.239943423	7.250312715	7.608502407	7.332296668	7.212709249	6.92582303	6.967963182	7.381351934	7.460016686	7.330564603	7.840416077	8.047200448	7.771617768	7.848121154	7.816000104	7.523249743	8.074823289	8.203737358	8.099820069	7.96474136	8.298541311	7.696733383	7.872914028	7.694105545	7.573507917	7.439380463	6.778009162	7.447283278	6.953392448	6.755554293	7.13543527	7.109633815	6.760685295	6.852531702	6.70226075	6.758183285	6.510185892	6.570341831	6.522397536	6.334126551	6.229001441	6.190006811	6.330862865	6.397599865	6.953668236	6.607354577	6.202287502	6.206733535	6.593252945	6.191102953	6.458475778	6.290705142
ATP6V0D1	10.56486941	10.42418622	9.711138653	9.921939214	9.687158809	10.26151173	10.21254504	10.09248074	10.27414221	10.05596414	10.51374136	10.28345904	10.79779636	10.57716652	10.16657591	10.10384804	10.36466236	10.50693953	10.48455867	10.58694882	10.34007095	9.989142343	10.06312196	10.38217046	10.28278332	10.6174414	10.03498335	10.36034674	9.677337497	9.835871609	8.868649381	9.066601308	8.900134658	8.600960506	9.418898179	8.816592457	8.833092198	7.483267775	8.958889597	9.063504814	8.889599848	8.859412866	8.716964187	7.932980539	8.765949476	8.63342975	8.768215534	8.592241677	8.809206671	9.184380619	9.199904597	8.861532905
PODXL	4.117996628	4.822193541	5.78134316	5.946072876	5.396615255	5.450757928	5.830358822	5.69905334	5.807517463	5.674952467	5.656040354	5.579299685	5.748610581	5.464196866	5.695249153	5.479147382	5.555581626	5.915158473	5.320365666	5.506001252	5.685244303	5.407625916	5.6274995	5.375443831	5.776107824	4.964897455	5.553387278	5.553366596	7.527216999	7.280638291	8.136906397	9.001821731	8.488442007	7.896347601	8.236387586	7.549918257	8.090288853	7.953670995	8.502738533	6.891802893	8.873080097	6.827802004	7.754707326	10.49573802	6.74141514	8.07193079	6.91484192	8.009422942	7.168708892	8.180825481	7.890348339	6.987971487
AES	8.943498182	8.890924608	9.262402089	9.360830834	9.287884735	8.778893326	8.996824107	9.547059754	9.257871232	9.365804439	9.950760093	10.2315719	9.433591349	9.849911001	10.18543916	9.476379644	10.41162289	10.10424398	10.04463502	10.29373595	10.39426728	9.365107139	9.423633849	9.112412275	9.474009134	8.992957733	8.840412883	8.92330803	8.048359248	7.918785047	7.715460067	8.783285296	8.062954078	7.985127316	8.185350968	7.50610585	8.320929681	7.276755209	8.225413203	8.340652269	8.794820159	7.815415892	8.286591471	8.313589823	9.052928342	8.321631198	8.251023309	8.307573085	8.126404266	8.487553273	8.062260233	7.779797182
CTNND1	7.722510817	7.85693575	6.745192416	6.426230327	6.608429968	6.89975765	6.812942864	6.367001701	6.460756129	6.509885119	6.998065241	7.066651862	7.478791561	6.888898465	6.839965178	6.131555157	6.770021763	6.862556752	6.74337431	6.798995274	6.608368457	6.509039897	6.125319243	6.268843188	6.380341893	6.825995755	6.435004455	6.724716302	8.946903314	8.661768168	7.929681615	8.808647176	7.946116489	8.88711427	8.333059821	7.899143423	8.280975658	7.984703567	8.093105906	8.70681175	8.073435867	8.455177825	8.175244975	8.157275847	8.838272054	7.73736737	8.702317035	8.521542413	8.524023307	8.2530854	8.797994784	8.55298785
