geneNames	GEO111089891	GEO111200291	GEO111200292	GEO111200293	GEO111200294	GEO111200295	GEO111200296	GEO111200297	GEO111200298	GEO111200299	GEO111200300	GEO111200301	GEO111200302	GEO111200303	GEO111200304	GEO111200305	GEO111200306	GEO111200307	GEO111200308	GEO111200309	GEO111200310	GEO111200311	GEO111200312	GEO111200313	GEO111200314	GEO111200315	GEO111200316	GEO111251551	GEO111251552	GEO111251553	GEO111251554	GEO111251555	GEO111251556	GEO111251557	GEO111251558	GEO111251559	GEO111251560	GEO11350411	GEO11350412	GEO11350413	GEO11350414	GEO11350415	GEO11350416	GEO11350417	GEO11350418	GEO11350419	GEO11350420	GEO11350421	GEO11350422	GEO11350423	GEO11350424	GEO11350425
GDI2	11.0764434	11.49352877	10.54957531	10.44087402	10.42617323	10.33176969	10.58695536	10.65008976	10.3679747	10.54694509	10.77528294	10.72400053	10.98552	10.58972473	10.70766616	10.64747	10.81392408	10.76104742	10.75129116	10.60245814	10.89759393	10.88772863	10.40942749	10.64423187	10.6099988	10.95832627	10.42336472	10.52246904	10.35248737	10.31973711	9.092844963	9.847457353	8.797510812	9.378035435	10.30741046	10.19083963	9.81135019	8.223980009	9.926358371	9.509495016	9.514397047	9.115459211	9.793824884	9.377436492	9.381128763	9.926961992	9.265131665	9.477727107	9.600742101	9.503139792	10.30977419	9.478747107
MAP2K1	8.157813606	8.102091321	9.252644983	9.287596199	9.279563666	9.068669761	9.22601447	9.36054602	9.578377933	9.388857202	9.090788196	9.032819063	9.214105101	9.378628862	8.966031891	9.326083956	9.119765411	9.368274419	9.301192925	9.356936914	9.009576141	9.510770887	9.620099647	9.518641064	9.296214591	9.472915759	9.091062682	9.190454097	8.560105456	8.509707025	8.002788014	9.192763651	7.547641509	7.861759426	8.48222157	8.663084464	8.191004132	7.775433454	7.932386683	7.44469655	7.927478507	7.053189365	7.480379381	7.878234546	7.044691023	8.257211482	7.91375961	7.949385632	7.235866287	7.778299982	7.867863672	7.251227062
PTPRCAP	6.077088552	5.880791787	9.428549104	9.066641872	9.356237639	8.941909236	9.021539516	9.407817154	9.318120195	9.337111674	9.5298735	9.629613509	9.075331225	9.411507036	9.805859346	8.968656075	9.789265857	9.115497543	9.29379369	9.003205893	9.611696369	9.309486507	9.200671437	8.682933173	9.209349164	8.952858509	9.486735449	8.683246451	6.93236727	6.919950397	7.942962736	5.739549777	7.370168597	6.095065916	6.614968379	6.169189692	7.089683952	6.380013057	7.063241543	7.042858994	6.474392936	6.651450322	6.756095608	6.515099102	6.878601779	6.978788009	7.07570179	6.82942776	7.384477325	7.197542662	6.598545135	6.637637011
ARNTL2	5.67150631	5.44973607	4.488710749	4.347506253	4.449277489	4.381894624	4.549740438	4.363656698	4.287425596	4.403592033	4.480769063	4.522521867	4.639572256	4.484492094	4.48174751	4.56682701	4.595811396	4.667219382	4.598517992	4.666273346	4.508680771	4.443930535	4.574579498	4.509640882	4.565132904	4.603831996	4.348502037	4.553922585	6.52880701	5.754420054	5.617210914	6.790031613	5.602493974	6.277699936	5.53172262	5.876804642	6.381652783	5.571493495	5.916300378	5.454802456	6.098601557	5.545277071	5.290798546	5.448036529	5.681705907	5.872599023	5.497827522	5.507182657	5.034526043	5.579130538	5.562184612	5.217056579
TRIM31	4.480036794	4.347343071	4.447891617	4.576860931	4.54530013	4.573351173	4.540106865	4.416824676	4.542441873	4.513506884	4.475959365	4.424499194	4.335798234	4.32450451	4.312934	4.719208703	4.41247255	4.540566849	4.380218866	4.435127956	4.499702658	4.565248574	4.764719693	4.620310391	4.658202091	4.482707013	4.544414269	4.51537384	6.732530302	6.115140164	5.044803518	6.521461268	5.774977761	6.556429857	7.329209595	7.299607354	6.740353658	5.89555518	5.165358245	6.221722555	5.226860586	5.37906362	6.266253645	4.99083859	5.944498588	5.174800417	5.709544843	5.847104835	5.599187263	5.106625674	6.022694807	5.224573859
MLC1	4.515070684	4.716483647	6.189387574	5.890809254	6.036907114	6.173513365	5.98889178	5.393424792	5.982355932	5.863045254	7.124014029	6.23162167	6.415328334	6.479210243	6.675957691	6.574030301	6.059566809	5.957395965	5.95545449	6.352273306	6.210800221	5.850287744	5.844619329	6.037098284	6.461071658	6.27224529	5.90588126	5.738139693	4.726591767	4.643713705	4.544240155	4.472697581	5.003148562	4.708504726	4.622789163	4.734662032	4.667689016	5.010299529	5.029203141	5.263185598	5.136712282	5.214855381	5.071275958	4.871966075	5.054619728	4.696889751	5.158030655	4.811312593	5.137331343	4.679590447	5.076236221	5.094291112
MYH14	5.461217393	5.596712304	5.688331994	5.49408355	5.676530156	5.620670705	5.641333997	5.738991919	5.957669709	5.584916579	5.573622567	5.556414768	5.701606715	5.56914829	5.497281442	5.871214799	5.655215236	5.710542465	5.728265583	5.699485367	5.816345781	5.848526068	5.939474353	6.036490473	5.791935577	5.67788031	6.036996065	5.827936664	6.242884855	6.593089899	5.757739432	6.028390455	6.114903178	6.632304147	6.539144261	6.170340241	6.751415334	6.143746432	6.703284052	7.780556006	7.2738959	6.988456411	7.102253543	7.390992058	7.119762505	6.405632286	7.402147311	7.708269114	7.305436481	6.496294854	7.126040215	6.876224798
NCKAP1	7.891385649	8.045585598	5.331441658	5.428892299	5.213704404	5.102022567	5.40147813	5.102536734	5.288787849	5.071562306	5.321121644	4.791756247	5.406945837	4.891444935	5.280453589	5.444394453	4.867556647	4.765078541	4.697333776	4.785373289	4.947156684	5.096629771	5.06099142	4.991639951	5.11088506	5.325121925	5.10607465	5.189944845	7.005859988	7.083234353	6.444068815	7.305996139	7.073729702	7.084374887	7.089521541	7.290045757	7.151365296	7.155873249	7.376504654	7.026113804	7.297260166	7.051683224	7.150388773	7.258722127	7.063294315	7.232749754	7.246220039	7.099338004	7.172895828	7.134384245	7.70802513	7.559309196
C3	7.926767563	7.186964621	6.532726614	6.495445371	6.725343735	6.331061339	6.83404499	6.523384337	6.421986095	6.471854037	6.392234711	6.30501121	6.372849164	5.777587174	6.656847504	6.540393729	6.131723269	6.248144851	6.582332657	6.633438753	6.270968962	6.438121827	6.915482579	6.742798446	6.707322584	6.575787736	6.429570869	6.308158316	9.747147632	9.320098553	10.87376091	7.407917985	11.95504826	10.16385981	9.603496271	12.56567639	9.093917082	9.47873902	9.966577909	7.32318095	11.16462069	8.220330001	8.280021496	10.543965	8.470550825	9.350643313	9.242333966	8.812935105	9.51478839	11.25732865	8.355451445	7.69993732
KIF15	4.65058946	4.649377756	4.222514844	4.508445172	4.531297268	4.669023945	4.968545746	4.043019649	4.130195331	4.300796243	4.593601401	4.371289368	4.676928295	4.37535494	4.252354384	4.242136133	4.548045054	4.435879111	4.21989449	4.272744074	4.597419147	4.637966724	3.864169384	3.999104454	4.226677647	4.505221358	5.251593421	3.967175636	6.732032454	5.801190649	7.312225807	8.354721351	5.666990132	7.607577512	7.169965462	6.791017083	7.503095382	6.826860337	7.307288305	5.444051735	5.607126613	5.657868068	6.456924247	6.289466489	4.926393207	6.652757844	5.266777089	6.717569367	5.052763978	5.597940943	6.115356737	4.864390241
HJURP	4.966259583	4.859926196	5.567606419	5.157490935	5.229364715	5.665239857	5.626285294	4.836487272	4.836255757	4.738723971	4.990077665	5.499646496	5.655221949	5.328630326	5.292582037	5.014429643	5.404581508	5.55209601	5.487914846	5.525303918	5.417108866	5.153328926	5.137318282	5.266637074	5.353800575	5.238170938	5.855506102	4.773478998	6.745123939	6.151127241	7.79498362	7.979585639	6.306297561	7.44891371	6.300114141	7.87022966	7.345806422	7.095760042	7.415936735	5.793861362	7.156439784	6.353997625	6.094067658	6.361178637	6.305439124	7.162590946	6.063682215	7.219901681	6.086734053	6.277276309	6.130504512	6.232756678
LGR5	3.497656615	3.729548025	4.052905484	4.026117524	3.933277147	4.000866713	3.971890616	3.954009867	4.030646774	3.897489489	4.080455249	3.710909933	4.153017001	3.905404496	4.054694393	4.290817839	3.955016889	4.241339387	4.304197332	4.089842803	4.198105912	4.113350639	4.083183181	4.216601616	4.129115148	4.018099987	3.931836637	3.997586088	5.765961075	5.171769679	5.121424349	5.749300368	6.42121673	4.251890433	4.711564698	7.173158336	4.225794255	5.332082387	4.835092399	5.629263614	4.825988222	5.435820063	6.094976648	6.22081859	5.519473821	5.001504339	5.207770324	6.126640548	5.790230105	5.940462598	5.985980481	5.28116007
KIF4A	4.623701882	4.711736322	4.741968596	4.338575253	4.86020309	5.141590904	5.226200951	4.5605587	4.660497238	4.352024187	4.931234584	4.839583057	5.157341699	5.112509274	4.897454065	4.939720955	4.820339199	4.893444043	4.729744914	5.000895394	4.463696435	4.694354751	4.870541868	4.942475061	5.003521353	4.575303275	5.353734374	3.951541761	6.868047284	6.578442056	7.183294627	9.102631282	6.384855604	7.656301781	7.534680909	8.334582187	7.985969177	6.569868352	7.873906295	5.927087243	6.769299512	5.893476531	6.930353713	6.88798454	5.855131115	7.155656351	6.097125717	7.903956849	5.577465864	6.564385858	6.690154659	5.017621306
RNASE1	4.440261628	4.56865498	4.70227248	4.377338449	4.446777642	5.279069866	4.720809436	4.685437858	4.674822654	4.656059028	4.610722461	4.778562049	4.718699831	4.713730719	4.637261512	4.792511661	4.567022678	4.691226393	4.901450525	4.772882823	4.693726932	5.13813337	4.581402989	4.701870689	4.702585974	4.833053571	4.846413177	4.818053344	7.715266254	7.108440013	6.797264451	4.927474701	6.204019789	5.279975012	7.384736638	5.507882772	5.724152637	5.01517446	5.799389439	6.687193494	6.080120362	7.59168243	6.808028299	6.693239454	8.771376183	5.985223651	7.885759575	7.072661231	7.370245393	6.431703809	6.703169321	7.100203205
PTPN12	7.011433414	7.433910762	6.408168154	6.429065374	6.630102227	6.361527546	6.43413507	6.385122328	6.488618104	6.10558127	7.444159981	6.96752557	7.357664006	7.000789038	7.135076543	6.42823549	6.821544338	7.101858091	7.264572797	7.045095284	7.264145092	6.358271911	6.152070784	6.199471796	6.508278027	6.513528208	6.493098037	6.57594713	5.538452318	5.269775495	5.310581465	6.157283435	5.919683693	5.123782892	5.829873834	5.382721334	5.332923549	5.619822439	6.036477751	5.551029289	5.852718326	5.20591376	5.938803937	6.234434117	5.660535231	6.207085303	5.460210281	5.800263237	5.365242038	6.016201532	6.064436802	5.271500544
IKBKB	7.261865657	6.863822098	7.385505858	7.223312685	7.342109352	7.540892284	7.396273812	7.189037632	7.019297154	7.110059665	7.960197857	8.031920913	7.710870935	8.081302351	7.890182966	6.890372748	7.746339601	7.434548516	7.512061416	7.593979271	7.584162924	6.984863743	6.915326851	6.853867404	6.932521368	7.262075311	7.057569901	7.007905911	6.517649369	6.446230043	6.814020541	7.564425438	6.206544873	6.907351249	6.786728998	6.550218278	6.676293715	6.506561413	6.092251293	5.741300816	5.780137269	5.525734859	5.870663773	5.696845775	6.15536799	5.858905842	5.839217087	5.703844698	5.92975421	6.009735826	6.086546284	5.561949478
OSBPL8	9.191782711	9.533140904	9.327415892	9.485129098	9.609763345	8.891938668	9.046121064	9.442894968	9.575017931	9.675881018	8.773682179	8.607382832	8.889206816	8.797992251	8.886565878	9.497713391	9.525108155	9.13357366	9.258488921	8.709030359	9.607497063	9.328805908	9.196361653	9.470165552	9.435719671	10.12799863	9.002152315	9.52096117	8.571449424	8.366235128	8.344144282	8.25260725	8.249467831	8.412763321	8.273458662	8.208272548	8.115081714	9.1176556	7.914592394	7.19959585	8.280164695	7.37321562	6.958201612	8.541758562	7.708416835	8.166301956	7.939631884	7.669180712	7.60101976	7.686491882	7.434946387	7.791375609
CTSW	6.01043261	5.998821815	9.325722979	8.120417255	8.186147589	8.201778643	8.192517158	8.121845409	8.222549903	7.653744507	10.72342744	9.52896018	9.828486548	9.558414842	9.471991129	8.165828153	10.17514419	9.265749172	10.11771802	10.74151857	10.30468359	8.036130429	8.737753157	7.702835872	8.454243298	8.608412483	8.073166694	7.800572471	5.793229199	6.10909099	6.460370908	5.623953621	6.136722748	5.496158903	5.993971717	6.125596285	6.135061356	6.083018409	6.438865505	6.668932355	6.631530688	6.672997263	6.611476851	6.054880637	6.59289143	6.931327912	6.763709424	6.655452849	6.805503228	6.833103432	6.363588732	6.620983142
PIK3R5	4.810462436	4.592363296	7.628685465	7.385184625	7.191020451	7.167971054	7.207923022	7.224493389	7.201485595	7.18791216	7.280614808	7.149945253	7.118555045	7.06101075	7.162621463	7.311507367	7.174502107	7.374208842	7.392269844	7.295246412	7.323647188	7.046835572	7.424929878	7.256185729	7.217512233	7.356858682	7.062020189	7.396186592	5.568157512	5.46769275	5.454694996	4.77604593	5.503096355	5.020366533	5.166974186	5.102112262	5.301457892	5.556379999	5.643837043	5.293153391	5.415009446	5.514224782	5.385083901	5.598015566	5.531251896	5.751389658	5.838249196	5.654162206	5.386597407	5.496467011	5.248400992	5.608129233
TBC1D8B	5.817763643	6.45727541	3.850944319	4.060532112	3.872635792	4.22463093	4.107744998	4.187932487	4.138783373	4.202084193	3.99417326	3.874916289	3.941219282	4.4648515	4.060232632	4.007077225	4.274356925	3.976562835	4.040780661	3.773136017	4.084344157	4.175684636	4.013998505	4.212270599	3.884772448	4.148265228	3.768052928	4.095823217	6.377012667	6.297681554	5.445389792	6.036097142	5.561752629	6.48143967	6.530877367	6.044939327	5.748667056	5.629719917	4.802342092	5.944608872	5.679282173	5.979220326	5.74995112	5.836527138	5.920363221	4.76217292	6.206813891	6.13413694	5.952388914	5.714474951	6.248910307	6.176728056
MET	5.452092097	5.89222633	4.979830802	4.736004319	4.803181766	4.896811713	5.004033407	4.771735416	4.967040014	4.839621457	4.950903912	4.855039759	5.098900596	5.198390468	4.998974736	5.374335205	5.042834967	5.23549256	5.125143676	4.99575977	5.238609766	5.118967759	5.255456752	5.40990709	5.353919424	4.938522839	5.049362272	5.151226233	6.341542607	5.992412831	5.328344748	7.236938459	5.92398027	5.94510193	6.144764787	6.015859453	6.223040747	6.097281539	7.211777237	6.4080795	6.866913912	6.50042983	6.141591171	6.962178785	6.28789117	8.455088953	6.635984973	6.603970035	6.159140349	6.030266827	6.971926731	6.439025835
VSIG10	6.269061224	6.209165989	4.810522324	4.828456948	4.956968528	4.68764963	4.711819275	4.698972475	5.102198522	4.822916815	4.909396084	4.948752592	5.056427719	4.877502162	4.736496855	5.200556113	4.967540158	5.085229148	5.07433345	4.984338913	4.875294032	5.334288806	5.066038791	5.134796909	5.037810154	5.038165355	4.993604803	4.830050805	6.762515655	7.191453256	6.150243045	6.602098838	6.524148515	7.032104444	7.021759224	6.441677157	6.760725276	6.608896203	5.904486486	6.503302642	5.603152476	5.967172271	6.369522862	5.939999099	6.315071459	5.513278691	6.41811238	6.192994136	6.404945761	5.574271782	6.39723961	5.984449715
CENPE	5.313457087	5.264987195	5.224128741	5.132953523	5.478819185	5.295212508	5.858371242	4.71805955	4.587862784	4.958463885	4.711211919	4.498394812	4.873073289	4.736014881	4.529195389	5.075798878	4.956044233	4.69983975	5.008149096	4.760516921	4.714555616	4.992838173	4.906662751	5.003249102	5.054991965	5.201893256	6.047005366	4.531114486	6.91703235	6.722299308	8.301055327	8.603139335	6.283057468	7.911401464	6.892556815	7.715200293	7.726864163	6.500979311	7.500160441	5.860712038	6.951699923	6.286319155	6.439519082	6.157081314	5.601962827	6.941140258	5.734176415	6.677667247	5.485898989	6.323671368	6.723072337	5.6294682
BNIP3L	10.89970177	10.91173887	9.794145278	10.22331051	10.06072989	9.91461448	10.09136099	10.11979918	10.39886582	10.05938474	9.734484206	9.423064204	9.753504897	9.492766458	9.313575476	10.37087764	9.655457184	10.38788063	9.919508728	10.58602416	10.23662425	10.14526032	10.33869713	10.57191816	10.35897223	10.59347903	9.936288889	10.41219955	8.703296605	8.746570914	8.906947593	9.939727128	8.481249578	8.45807838	8.991110992	8.682163953	9.221860758	7.714044147	8.39161165	7.871585534	9.110871034	7.866827707	8.340465139	9.331725448	8.14092069	9.492038337	8.238475049	9.450531302	8.409794088	8.726180372	7.815043676	8.360388356
SRSF4	5.888261029	5.857483489	7.426227603	7.62072321	7.322862652	7.066498976	6.842779237	7.51683142	7.52138729	7.518036974	7.545662982	8.000039406	7.406474656	7.73322088	7.380968202	7.344496902	7.871071774	8.142449288	8.21580943	8.224178699	8.022327457	7.131971174	7.307586465	6.966063324	7.319260954	7.272668536	6.758846858	7.720860507	6.680022729	6.54943422	5.996580005	6.675049999	6.09692746	6.025994846	6.083200697	6.356446323	6.154114974	6.250532464	6.087295764	5.947586005	5.695503992	5.945000381	5.874868705	5.447564703	6.055213084	5.91414309	5.459136518	5.394481783	5.957436391	5.597452401	6.532056365	5.801416829
HMGCS2	4.528763563	4.512406829	4.936001348	4.650613815	4.948179756	4.676831313	4.763169422	4.532378241	4.465557999	4.534790108	4.913963158	4.960259969	5.105187854	4.931372239	4.816040651	5.139602032	5.054295887	5.110315319	5.000606304	5.023465529	5.064535817	4.871252663	5.004940121	5.096655885	4.903818742	4.817210997	4.720807893	4.643325005	6.972305623	7.000855158	5.338990446	5.586024068	7.45936279	8.489500238	7.942623306	6.781952874	4.723793653	6.667893939	6.073913496	7.775061473	5.75298687	7.583578408	7.618035113	6.664459721	7.371161234	6.069290368	7.685956191	7.18605824	7.593630171	5.88423459	7.490568226	8.035420422
FGFR3	4.552048175	4.658416058	4.784610594	4.312462131	4.292097152	4.808571069	4.915776681	4.308968269	4.268788943	4.542216407	4.792139415	4.766987368	4.774819574	4.70029763	4.52220961	4.707992703	4.48186415	4.872180127	4.849450354	4.779026452	4.611656264	4.7379431	4.669422224	4.842547981	4.89953492	4.524829338	4.529785982	4.616508806	5.70888405	6.110635383	7.835617081	5.639304929	5.548065493	6.567122162	6.090283799	8.053387594	6.937695491	7.183894664	5.220673539	6.181339563	6.090031537	5.857739629	6.250829661	5.639047242	6.034498157	5.46193515	5.587599503	6.095395314	6.103028975	5.919706361	5.992965943	5.666356577
PRKCH	4.769036584	4.852496144	9.001121721	8.747428724	8.751069202	7.798732307	8.360339287	8.656767833	8.60198621	8.503246998	9.211035004	9.090062311	8.577155586	8.709098983	9.139046387	8.62988393	9.135037193	8.773922928	9.180084388	8.801872384	9.250246676	8.740650386	8.782287439	8.139996438	8.713254413	8.181155006	8.02947659	7.831684629	6.399580318	6.319496581	6.639330814	6.03636058	6.480010578	5.594319054	6.253873598	5.749554488	5.921486984	5.927337902	6.518342966	6.120534018	5.954228733	6.211362068	5.805246135	6.504804466	6.163445685	6.428055836	6.338330228	6.207446909	6.54951898	6.921792464	6.028440434	6.236584149
ATG14	7.819952705	8.053321528	7.82215917	8.234115746	7.996131944	7.596995539	7.6364906	8.024788175	7.946481508	8.085783477	7.868312834	7.77454661	7.541524524	7.332180784	7.78820904	8.211513937	7.659499966	8.114662556	7.77533632	8.042420332	8.162790736	8.001205248	8.186201044	7.978557538	8.255820371	7.761341701	7.600688871	8.109034177	7.327740148	7.537887045	8.05926861	7.574358686	7.436411724	7.108559143	7.176896156	6.73135365	6.779059179	6.664888517	6.422100701	6.205325463	6.422987238	6.073953943	6.483334239	6.874648732	6.255242228	6.582723635	6.467698127	6.245844806	6.266746664	6.602914502	6.387749663	6.19883721
STEAP3	6.504165782	6.637940904	5.275894519	5.254126933	5.402199416	5.24497865	5.217839253	5.073547376	5.379875121	5.06815794	5.342373759	5.224617165	5.574287766	5.310470293	5.099135487	5.415991483	5.162075008	5.518464699	5.412714203	6.165777074	5.482072377	5.159931738	5.160777391	5.443436337	5.388025251	5.736901286	5.527678125	5.414125399	6.833714107	6.665565702	6.021780774	6.361254418	6.223691362	7.320309422	6.436134405	6.454900841	6.334433592	6.628249226	7.037313902	6.000587984	6.826290481	6.901191362	6.456516152	6.060654769	6.791224561	6.985716414	6.615036728	6.16708512	6.455181847	6.11675892	7.005352373	6.648132161
HAUS3	6.966715424	7.149002387	8.44920335	8.547465605	8.330368039	7.645436937	7.702480108	8.367935354	8.308681678	8.38762492	8.167202328	7.972367049	7.675049012	7.846728294	8.079333124	8.636570659	8.10100102	8.805313259	8.485259177	8.348526326	8.773910906	8.445081211	8.955129015	8.755523569	8.682681728	7.899938134	7.59815056	8.24891336	7.325208422	7.082839495	6.840672203	7.465142531	6.907557529	7.202480003	7.317706717	7.244663374	7.548718169	7.34460255	6.687964354	5.445738553	6.63695173	5.381772405	5.993803491	6.514352051	5.294644603	6.699141547	5.890080429	6.918818233	5.898272739	6.378825437	6.015813133	5.957573395
GPR65	4.21637453	4.662013702	9.987562258	9.738076019	9.600579949	9.292150022	9.622772672	9.58832064	9.441363914	9.433750892	9.935167277	9.229512623	9.950318412	9.631441141	9.75180407	9.156446042	9.490718914	8.869962443	9.483038667	8.950053308	8.998366876	9.426652783	9.317317502	8.653252691	9.081077105	9.336249049	9.198603612	9.020271422	6.176784539	6.076201774	6.479366263	5.102667929	5.907445812	5.285557089	6.532674789	5.326924164	5.43436182	5.990940557	6.916237255	5.198429902	5.804334467	5.448110997	5.772389199	6.128358015	5.968577229	6.920250939	6.253598327	6.039876648	6.377883651	6.630228697	5.705929089	5.401623512
CEP55	5.462968726	4.931397214	4.306276615	4.699877807	4.605457306	5.134076949	5.202149918	4.076113193	3.484897559	4.357019947	4.014587889	4.433701048	5.182604544	4.903663335	4.388988602	3.887575011	4.062889552	3.598332527	3.41252785	3.951890179	3.727064406	3.891239805	3.708324543	3.981537535	4.458444619	3.765941414	5.575087544	3.659393484	7.26102367	6.807864306	7.263751393	9.307857049	6.060050123	8.084969075	8.023341665	8.53190799	8.837646357	7.434987847	8.981867125	5.507475092	8.27503864	6.020798882	6.794678479	6.895162524	5.251973497	7.849367627	5.777586305	7.314439143	5.427941597	6.4020669	7.149111215	4.15457162
DENND4B	7.243070643	7.344560635	10.06444021	9.60880034	9.70973408	10.07501256	9.500736942	9.477021477	9.493561874	9.542499505	9.763444803	9.675921718	9.720826847	9.70863851	9.47275299	9.391118181	9.646030948	9.919379902	9.56342198	9.520258611	9.522985695	9.290693145	9.521291319	9.487286022	9.402835241	9.876781844	9.639782586	9.904450805	7.507202689	7.353785702	9.333670616	8.086482864	8.212368651	7.906927118	7.426606879	7.688333082	8.286414739	8.256859182	7.295557637	6.923599907	6.960745482	6.938582124	6.969118632	7.245157938	6.452624804	7.104127271	7.203114524	7.279971574	7.212050078	7.114218528	6.942944791	6.951860362
LAD1	5.634668131	5.725709605	5.573810674	5.5116332	5.352584629	5.442267288	5.515262918	5.516817086	5.515981559	5.425216553	6.060808045	6.184174384	6.26119897	6.04210297	6.198811882	5.635992944	6.34639392	6.285967677	6.275610648	6.285791019	6.415947666	5.732643272	5.621162428	5.713421468	5.824537538	5.314389671	5.437158289	5.460999545	6.94146279	6.524558514	6.006525768	7.23833484	6.523527657	7.72580039	6.879876539	7.360764873	7.316346837	6.927971728	7.01796733	7.880938785	7.781728864	7.282866311	7.659603359	7.496788828	7.417477598	7.211740776	7.575937639	8.22381233	7.292233161	7.139543145	8.279460639	7.167798806
NEIL3	4.597848595	4.437095448	4.402113848	4.198898018	4.271012442	4.66275831	4.694093413	4.132559474	3.92307516	4.413209214	4.317609649	4.480255688	4.352877368	4.553096882	4.522552321	3.938214166	4.203433402	4.25988075	4.185477605	4.253517438	4.676213552	3.996400693	4.397320278	4.135117552	4.265227513	4.176074194	4.588676546	3.922727243	5.016223586	4.897951811	5.884406219	6.61040648	5.368334376	6.647116765	5.087710824	5.920696459	5.579975561	5.686361494	6.475871689	5.014810324	5.848521001	5.19849315	5.413315789	4.903455901	5.140157126	6.334788258	5.097128232	5.746286151	5.103602893	5.284805743	5.4626113	5.31577255
OIP5	4.885764121	4.613488225	4.834769564	4.848085709	5.111709697	4.866152751	5.536458328	5.173660341	4.926655136	4.583323657	4.637020992	5.081200081	5.050154696	4.562080562	4.9949374	4.943324766	4.562139995	4.956723887	4.77170297	4.87965431	4.681067074	4.888097708	5.0897551	4.79493232	4.68228925	4.702082725	5.619817663	4.621657363	7.189844833	6.384021672	6.543421773	8.330064266	5.47124929	8.046651585	7.190393724	8.225714024	7.803627261	6.3977987	7.406132896	5.594152891	6.423627863	5.956659597	6.953592753	5.366030832	5.991334246	6.845725248	5.752180116	7.291275658	5.439701079	6.527760449	7.088805706	5.581442346
YAP1	9.526441244	9.664160941	3.776750799	3.82786075	4.010795313	3.91789541	3.840629342	3.944853007	3.933636704	3.688813969	3.864374149	4.059717102	3.829917677	3.746680144	4.062447882	4.024279074	4.216296233	4.22172986	3.757620079	4.020252421	4.083873428	3.956523526	3.869028129	3.997431612	3.786885571	3.748045128	3.874330249	3.814286227	8.232186333	8.095115873	7.132319798	9.16895979	8.02380827	8.38409103	8.319050071	9.291616341	7.799226108	7.627173478	7.464921085	6.925871452	8.333085846	7.406327707	7.88097116	8.297533702	7.257346414	7.896109933	7.273154022	8.1446545	7.757286882	8.030074307	8.254247751	7.8191302
VAV1	4.831046142	5.003188365	8.583265786	8.760712648	8.576958865	8.362625993	8.429756682	8.412800533	8.320559714	8.373951719	8.967368052	8.861541127	9.037211066	8.868892521	8.815250338	8.185365353	8.842808895	8.692935461	8.579901536	8.561267469	8.501623513	8.440671828	8.362527125	8.306227131	8.315370055	8.969857609	8.759879212	8.622981606	5.788516478	5.518830672	6.246407966	5.14576282	5.957592554	5.190996714	5.872683145	5.739173573	5.882541541	5.353594227	6.189651725	6.183063882	5.822216	6.190827065	6.044766477	6.038162578	6.180027348	6.111224892	6.346555645	5.863280517	6.210595305	6.535822523	5.744747661	5.784866205
ITK	4.198674982	4.58704189	10.25176095	10.31738362	10.48991378	9.737978564	9.572849937	10.05170957	10.08849858	10.24516562	10.10768417	10.28577449	9.000952108	10.32543857	10.47412358	9.720033741	10.3292212	9.999114109	9.951075183	9.249415374	10.17487016	9.960427071	10.15915301	9.690346763	9.715723001	9.575261399	9.449281737	10.03572976	7.071292406	7.093966918	7.6440283	4.766965817	6.79849642	5.212549474	6.774855307	5.597468432	6.301589851	5.772589763	6.037184514	5.655519226	5.372965091	5.712354248	5.519191426	5.943824445	5.261829238	5.880624056	5.806737148	5.302484334	5.995682211	6.801979242	5.565932116	5.640414255
TGFBI	12.83312454	13.04000658	10.45811043	10.41468863	10.42871106	10.89346792	10.68397209	10.43374863	10.79377407	10.62280683	10.80700194	10.58888238	10.45391017	10.74095397	10.24022218	10.85038849	10.02422554	11.03429584	10.86867493	11.20845099	10.95801045	10.82245801	10.76326853	11.22113052	10.96171563	11.70151714	10.82668904	11.0037279	9.131728407	9.269226788	8.924034155	7.405585313	9.796446174	8.699895994	9.20063716	9.173303838	8.951355881	8.246292906	8.891640783	7.991496228	9.811296912	7.974349545	8.587872337	10.58200781	7.957571372	9.495281404	8.52123373	8.964471399	8.307329116	10.06865938	8.332083786	7.71875248
ST5	7.901304847	7.961382987	6.194525252	5.800017907	5.347492131	5.452927391	5.51642004	5.565932054	5.419884059	5.8870058	5.542512693	5.489368167	5.571036501	5.509218751	5.162302832	5.841055467	5.452091101	5.561461536	5.4769039	5.779632387	5.561983933	5.807100656	5.873823172	5.628139861	6.070094735	4.821518467	6.036635735	5.369590011	7.849210448	7.591385379	7.830634058	7.55042781	8.082538111	8.245309319	7.912139436	7.827146532	8.452536142	8.024536756	6.379429113	7.27778364	7.121198851	7.493398199	7.451770349	7.503363312	7.561850082	6.487982297	7.585384921	7.058640071	7.573051557	7.288008159	7.128566781	7.595446902
