id	GSM1159936	GSM1159937	GSM1159938	GSM1159939	GSM1159940	GSM1159941	GSM1159942	GSM1159943	GSM1159944	GSM1159945	GSM1159946	GSM1159947
Gm19696	1.64448789583333	0.689139375	-0.0229057895833333	0.276573777777778	2.99132	1.93328399603175	-9.86939458333333	-8.30736416666667	-7.66404333333333	-8.26800625	-11.2593333333333	-10.3321058333333
Hspb9	-8.85058041666667	-9.43855	-9.06516208333333	-9.149905	-9.26705916666667	-3.11233711111111	2.15031986507937	0.902710305555556	1.78688277777778	1.74190304166667	1.16216456416667	3.00708037301587
Fbxw4	-9.72116041666667	-8.49033041666667	-9.69571708333333	-6.408657875	-9.68429083333333	-2.42179197222222	1.60336059722222	1.28053382083333	2.16261344444444	2.132008625	0.66821234375	1.57207905555556
BG069528	-11.3922291666667	-9.19712333333333	-12.2561916666667	-8.05306375	-11.7621583333333	-3.35317975	0.854790069444444	1.29994931111111	-1.458525125	2.65502495833333	-0.823339972222222	-1.77869543452381
BG068693	2.55788566666667	2.65037740555556	0.874155904166667	0.303223966666667	2.08381936666667	1.19151457083333	-9.93143833333333	-8.74076458333333	-9.81508166666667	-0.836232523611111	-7.73409291666667	-5.81519034722222
AW552101	1.64264397222222	1.30800803611111	2.3082768	1.09915683055556	-1.79103694861111	1.59806163194444	-9.71631291666667	-9.13464333333333	-0.498317332222222	-9.848255	-10.34802	-8.73448666666667
4930532I03Rik	1.37972041666667	1.89921515277778	0.777461375	0.336238158333333	-0.583196202777778	0.287855365277778	-9.86316291666667	-1.43611123194444	-10.249575	-9.35515291666667	-10.51285	-4.46423165277778
Car5a	-0.185315202777778	1.83563344444444	2.225306125	2.140440625	2.12158523611111	-0.275951686428571	-10.1332675	0.242688484126984	-9.69287458333333	-7.28643458333333	-9.39486583333333	-7.2985975
Slc34a1	-8.6043225	-4.84132172222222	-9.19193416666667	-0.805872736111111	-8.99468305555556	-8.98039791666667	1.42045226666667	0.709468882083333	0.95315275	1.45321331944444	-1.53691822777778	2.97120177916667
Vegfc	-4.87215734166667	-7.20343659722222	-4.60339623611111	-8.77197055555555	-6.74275715277778	-7.39108991666667	-2.93630923611111	2.81941673611111	0.0219209902777778	1.58158671825397	-2.40232030555556	-0.712938201388889
BB425852	-10.1019683333333	-7.65983191666667	-10.1278466666667	0.307936405555556	-8.54738458333333	-9.43374041666667	2.28141734166667	-2.16046311944444	1.16245573472222	1.852832375	2.10475398333333	2.222316
Lmx1a	-9.47209	-0.430403841666667	-8.33359041666667	-9.07615208333333	-9.58231166666667	-9.89879291666667	0.674475668055555	-3.74831526388889	2.72286384722222	3.68921111111111	1.41956291666667	2.65406382638889
AK005822	3.16349988333333	-0.361602711111111	-1.81080386111111	0.743915172777778	2.30858333333333	3.3642	-8.8024925	-0.218489122916667	-7.96199011111111	-6.378100075	-8.23046208333333	-9.14128291666667
Stac2	0.32346425	2.932379375	0.980537443181818	2.88995598611111	1.74627848958333	1.212270875	1.2446378125	-8.79817625	-8.12209708333333	-7.46283875	-8.91890583333333	-5.492462
BB470737	1.57501565277778	1.11445826388889	0.478306175	0.679071054166667	0.385336170833333	1.55798845138889	0.79736675	-10.9151333333333	-9.89491916666667	-9.83406479166667	-6.29991952777778	-9.53401458333333
BB193921	0.223168316666667	0.497980194444444	2.05017208333333	3.29732863888889	0.487022013888889	0.404219533333333	-9.44898416666667	-7.28643458333333	-9.11696	-6.29991952777778	-0.209483527777778	-4.53683179166667
BE950979	-9.6838825	-9.70355666666667	-9.7659975	-10.1174666666667	-9.68826416666667	-7.37813263888889	1.71655288888889	-9.51229916666667	0.0825617333333333	-1.75230610677778	1.61364339583333	2.53656795833333
Ddx26b	-4.06027641875	-5.75558308333333	-3.90236886111111	-8.44118979166667	-5.12659711458333	-4.813899	1.91986055555556	-3.67531423333333	1.04633923888889	2.18972230555556	0.884041063888889	-0.219698817333333
Thnsl1	-5.17036930555556	-5.77159788888889	-5.74263404166667	-9.74666458333333	-6.43273891666667	-7.54834347222222	-1.49056284722222	-3.78197110357143	-2.8517008	-0.207899202777778	2.50256629166667	1.24228069444444
Tomm20l	1.52657215972222	-1.22783756944444	0.994652552083333	-9.37558583333333	2.65347241666667	1.47921502777778	-9.30331166666667	-9.3656825	-7.11593109722222	-9.66883666666667	-8.97205458333333	-9.11621416666667
Gabrr2	-9.294295	-9.59889	-9.8421425	-9.9778775	-7.09155694444444	-0.00954485555555559	-2.54976027777778	-1.82440070138889	1.78601577777778	2.08894170833333	1.10594960777778	0.931433590277778
Dancr	0.632912963888889	-0.275951686428571	0.875535233333333	-1.45168581944444	2.47695891666667	0.670455177380952	-5.75896443333333	-3.40714028472222	-2.30985916666667	-10.8643916666667	-6.16656285763889	-10.7746879166667
Gm16364	-9.55624166666667	-1.66010712301587	-0.756478466666667	-8.91480375	-7.47383609833333	-8.81004541666667	0.0477996441666667	1.80707427777778	1.99803973333333	0.603713291666667	1.45893368055556	0.400934366666667
Cdkn2b	0.941872659722222	0.296775888888889	1.95412916666667	2.957137	2.64683048611111	2.03848472222222	-9.11104541666667	-9.43938041666667	-7.89291533333333	-10.2122461111111	2.3646203125	-5.24416151388889
BB485544	-9.36813333333333	-7.65363333333333	0.173870594642857	-10.2695472916667	-3.92863841666667	-8.8279725	1.69719578888889	0.112768230555556	1.784535	-0.548036452380952	-0.533496066666667	2.44573678333333
Daf2	-6.06829197222222	-7.23888691666667	-9.65462111111111	-9.70054527777778	-8.08418068972222	-6.3151091	-6.09190970833333	-3.44595561736111	-2.57695360888889	-0.697580277777778	-2.12562719305556	-0.0527073638888889
Rab20	1.83001277083333	2.28269236111111	-0.130606220833333	1.31335990555556	-2.83273228333333	2.19370458333333	-10.4368333333333	1.16377502777778	-10.02812	-8.82212611111111	-7.83076055555556	-9.03879166666667
D10Ertd584e	-8.97273583333333	-7.05569173611111	1.29123945416667	-9.2748425	-10.3097408333333	-7.52382541666667	2.51219402777778	1.67095291666667	-1.95410773611111	-0.589761008333333	0.812773645833333	3.20910947916667
Six6	-12.483675	-0.8647042875	0.5689385875	0.964192104166667	-1.49299333333333	-2.36883043055556	-11.5512083333333	-11.6324333333333	-10.5848916666667	-10.5682	-12.3416375	-10.0468191666667
BM195033	-9.41247333333333	-5.4019535	-8.556915	-6.9452634375	-1.39600582083333	-0.19168755	2.1044945	0.516242180555556	0.702211305555556	0.681075901388889	3.01134879861111	2.38452980555556
BB128185	-11.2928416666667	-10.4729270833333	-11.1834208333333	0.683922394444444	-11.11865	-11.0333583333333	-1.45461590972222	-1.31196700694444	2.62199490277778	1.90747806576389	-3.69808699166667	0.485286356944444
C77533	0.252018980555555	-0.156953986111111	1.87773058333333	3.12499611111111	2.252467	-9.98666708333333	-7.29718305555556	-11.3648333333333	-7.22639	-9.43103125	-8.20902875	-10.07843875
AI597042	-9.50547444444445	-1.17670523055556	-2.86013102916667	-8.56403916666667	-9.56069125	-9.68429083333333	-4.19604964583333	0.707248458333333	3.11098597222222	0.716398316666667	2.728703125	2.55201194444444
Eppin	-9.392505	-8.6559375	-1.87484081944444	-11.1112833333333	-9.103805	-0.0912636991666666	0.310299266666667	-0.015688975	2.5801215	2.35521791666667	2.23003551944444	-0.511233598611111
BG066106	2.237949395	0.661162608333333	2.68363986111111	2.66437338888889	-1.47425489166667	1.19791191666667	-9.05732458333333	-9.55281416666667	-6.061526125	-9.27666666666667	2.23757972916667	-7.78745916666667
D19Ertd79e	-9.91183916666667	-9.54232958333333	-8.99155708333333	-0.438580030555556	-1.58034424916667	-8.6559375	-0.051364455	0.429606005555556	0.00799195833333331	1.327534375	0.869571095238095	2.11280416666667
Ccnl1	1.94722666666667	-10.1094141666667	4.86264208333333	3.04923495833333	5.31318238194445	2.20196194444444	-9.77509666666667	-8.38138458333333	-10.367775	-6.37288513055556	-7.80754333333333	-6.25574186904762
Slamf8	3.0944924375	0.379106319444444	-1.77869543452381	2.81396166666667	1.98652236111111	1.05409144444444	-9.49008	-9.03766958333333	0.501626669444444	-2.44061452777778	-8.5792825	-7.43889511111111
BM201909	1.19151457083333	1.88261175	2.00017904126984	2.46348779166667	-0.178914676388889	-0.696129482142857	-9.23924847222222	-9.69717833333333	-6.77912458333333	-9.00855583333333	-9.05664291666667	2.72878892083333
BB232083	0.581689754861111	0.0393005777777778	2.85309807222222	1.1606769375	0.0655969277777777	0.447319352777778	-5.11732796388889	-8.32667416666667	1.86499791666667	-9.37671416666667	-10.4630583333333	-8.89318541666667
AU021745	-0.0198237408730159	-1.06426155555556	-0.0477392634920635	2.9031359375	-2.65330332688492	1.19335933333333	-7.8138425	-9.90349833333333	-9.79094583333333	-8.72652833333333	1.06248060833333	-9.5730475
1700084J12Rik	-5.12093817777778	-7.61391970833333	-10.5401916666667	-10.434475	-10.549725	-9.39880166666667	2.95909666666667	-3.6492019875	2.78348830555556	-8.9896	1.22478204166667	3.85575652777778
Gpr65	-6.47224845833333	2.29877729166667	-7.31919775	-5.73449673611111	-8.99557916666667	-3.33958149305556	2.39424069444444	2.44197708333333	1.83319166666667	2.36158944444444	-0.158736344444444	2.20014291666667
BB158104	-0.572687552777778	-9.16464	-0.672642627222222	-5.58372702777778	-10.0894133333333	-4.82612945833333	1.54715266666667	2.164444875	0.995405416666667	1.67969459166667	0.968475833333333	1.94877409722222
Glra2	0.810923436111111	-7.86825152777778	-7.89483333333333	-5.81376236805556	-10.0145883333333	-9.0200575	2.33513383333333	-0.455846738194444	-2.16946139087302	2.26518709722222	-0.7227087625	0.871183083333333
Antxr2	0.724842616666667	2.09455611111111	0.850081308333333	-0.378092821825397	1.87857541666667	2.00951539583333	-8.5395774375	-10.5711666666667	-10.0500575	-10.6303833333333	-1.41881208333333	0.365353644444444
Etos1	-8.00504791666667	-9.46242458333333	-10.615675	0.57006894047619	-9.35688708333333	-2.42389159166667	1.66818836111111	1.54338615277778	-2.16426054166667	3.01743847222222	2.59642561111111	0.713698327777778
Chst8	-9.27276125	-4.478511	0.6701353625	-8.06460623611111	-0.681250660277778	-9.81007833333333	1.958431625	1.34191422916667	1.40871344444444	2.97120177916667	2.17355385416667	2.28705015138889
Naga	-0.597019819444444	-2.97948141805556	-9.91585069444444	-10.02385375	-7.544351125	-1.01623238888889	2.68708208333333	-0.716429086111111	2.50716784027778	2.99207340277778	1.69726825902778	2.18035654166667
BG070299	-9.68017916666667	-4.45033307708333	-8.09264708333333	-0.955663955555555	-2.51380375	-1.56511845131944	0.748190868333333	2.10578161666667	0.902071666666667	1.7083695	1.81958407559524	1.315880275
Mmgt1	3.80325583333333	-0.401075469444444	2.64595256944444	2.68612777638889	4.80459744444445	3.43990458333333	-2.32396602777778	-1.42469934722222	-0.00507917970833333	-0.0669900666666667	-3.54328841666667	-1.49006252777778
1438076_at	-8.91799375	-10.433425	-10.4041666666667	-3.13032801388889	-9.53072833333333	-10.0846466666667	0.929925011111111	-9.4469	0.672760597222222	-0.433644943452381	0.746372233333333	1.975325
AU015536	2.40818080555556	-2.6603706875	2.64542535416667	2.45299854166667	1.70774261944444	-0.494778622777778	-9.67850166666667	-9.11186333333333	2.08843597222222	-8.93625208333333	-5.77776164166667	-8.36370833333333
