geneNames	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
0610007P14Rik	11.47018	11.4732	11.65166	11.37272	11.72134	11.29372	11.31443	11.23646
0610009B22Rik	9.939939	10.11905	10.19301	9.97723	10.314	10.09189	9.985952	9.853081
0610009O20Rik	8.889214	8.700795	8.788195	8.756521	8.946527	9.245154	9.268919	9.324439
0610010B08Rik	8.0527264	10.2411714	10.2013998	9.5377284	8.849709	9.270976	9.3884346	10.4683182
0610010F05Rik	8.014073	8.339379	8.594589	8.309262	8.37311	8.006992	7.973889	7.780917
0610010K14Rik	10.25372	10.28402	10.36786	10.18973	10.35424	10.20993	10.26881	10.25664
0610011F06Rik	8.463216	8.336142	8.319708	8.311684	8.256602	8.461322	8.425027	8.546127
0610012G03Rik	9.391315	9.306954	9.50978	9.87151	9.610074	9.679208	9.558189	9.600122
0610030E20Rik	9.867311	10.02548	9.822374	9.813896	9.904245	10.09831	10.09547	9.937116
0610037L13Rik	9.33428	9.434992	9.514082	9.462192	9.599852	9.957152	9.759783	9.86266
0610039K10Rik	6.115168	6.029051	6.025201	5.996504	6.170029	6.038119	5.989548	6.120253
0610040B10Rik	6.566946	6.764209	6.93368	6.702598	6.609461	6.719601	6.870752	6.846048
0610040J01Rik	8.117851	8.153975	7.973751	8.171182	8.165676	7.867388	8.011002	8.104267
1110001J03Rik	8.256674	8.173614	8.362546	8.399136	8.406938	8.750762	8.690634	8.477564
1110002L01Rik	7.7079795	7.850813	7.6305175	7.395638	7.762842	8.0916365	7.801221	7.914167
1110004E09Rik	8.527481	8.815722	8.751089	8.726867	8.62154	8.950631	8.953613	8.644131
1110004F10Rik	9.58147	9.757778	9.990394	9.714225	9.690671	9.591715	9.287014	9.436665
1110006O24Rik	7.957593	7.818625	7.676196	8.013868	7.770214	7.807101	7.893058	7.842619
1110007C09Rik	9.260837	8.943922	9.418653	9.772588	9.620632	9.481565	9.5184	9.487452
1110008L16Rik	9.745246	10.16915	9.880235	9.787432	9.855084	9.825697	9.804931	9.530289
1110008P14Rik	9.079898	8.697745	8.815623	8.915452	8.953633	8.228756	8.199824	8.124561
1110012L19Rik	6.802377	6.893449	7.1025775	6.7291575	6.8035185	7.5230265	7.184641	7.0817005
1110017D15Rik	7.82344	7.535031	7.450423	7.79232	7.661581	7.57704	7.643938	7.609173
1110032A03Rik	9.401402	9.36693	9.701838	9.166454	9.357528	9.885121	9.976393	9.802847
1110032F04Rik	7.98689	7.868848	7.6652505	7.8280045	7.9405305	7.624805	7.8426955	7.9486865
1110034G24Rik	7.221797	7.268961	7.115206	7.024435	7.287416	7.332538	7.284105	7.227386
1110037F02Rik	8.88818966666667	9.09944133333333	9.05810833333334	8.901277	8.98561566666667	9.05179466666667	8.886563	8.86116933333333
1110038F14Rik	8.639879	8.615296	8.626526	8.562565	8.519887	8.569017	8.551318	8.539284
1110051M20Rik	9.8129605	9.8347625	9.9905875	9.7034355	9.9772335	10.1605555	10.1688565	10.001566
1110057K04Rik	9.910395	10.15043	10.19508	9.636126	10.26353	11.37931	10.65978	10.64671
1110058L19Rik	6.902923	6.6739	6.717063	6.8606385	6.8883465	7.1349005	6.95518	7.0060475
1110059E24Rik	8.904469	9.141603	9.100884	8.83509	9.005778	9.076373	8.779746	8.734572
1110059G10Rik	7.298982	7.524929	7.830271	7.035061	7.44341	7.512923	7.329113	7.409053
1110065P20Rik	9.333591	9.109384	9.130104	9.348392	9.293119	9.081468	9.127483	9.343719
1190002N15Rik	8.176511	8.324003	8.18021	7.61113	7.984483	8.149219	7.97854	8.029921
1190005I06Rik	7.532806	7.180321	7.296167	7.475947	7.070308	7.357588	7.373558	7.445985
1190007I07Rik	7.853201	7.612837	7.690636	7.955702	8.040883	8.916242	8.179529	8.156124
1200014J11Rik	9.520925	9.838579	9.828048	9.452537	9.58703	9.512	9.442581	9.256795
1300017J02Rik	6.82936	6.677529	6.394273	6.679236	6.669752	6.62606	6.676911	6.865741
1500002F19Rik	6.678994	6.765314	6.495774	6.053753	6.008777	6.234035	5.651833	5.825759
1500009C09Rik	7.902365	7.737233	7.679232	7.769825	7.732684	7.735456	7.846384	7.779713
1500011B03Rik	8.904585	8.95197	9.060125	8.910299	8.869727	8.761789	8.926338	8.913828
1500011K16Rik	7.59589	7.500534	7.533126	7.630234	7.638462	7.731451	7.577672	7.748873
1500015O10Rik	7.080255	6.803648	6.658503	7.103075	6.804649	6.705203	6.908019	7.170979
1500035N22Rik	6.874712	6.661548	6.843464	6.964557	6.746064	6.536586	6.889555	7.032387
1600002H07Rik	8.904827	8.845037	9.073473	8.771837	9.10801	8.870836	8.9718	8.856593
1600002K03Rik	7.987369	7.732724	7.567394	7.717244	7.789303	7.769286	7.68462	7.890683
1600012H06Rik	8.957075	8.98592	9.244646	9.23597	9.252724	9.419242	9.305626	9.456301
1600012P17Rik	6.407009	6.246429	6.159901	6.302575	6.301512	6.269923	6.277879	6.218699
1600014C10Rik	8.877333	8.814558	8.931817	8.9533	8.914227	9.577999	9.397261	9.385066
1600014K23Rik	8.683084	8.245522	8.083755	8.379159	8.289145	8.061038	8.233738	8.483647
1600015I10Rik	5.805054	5.872908	5.79615	5.976977	5.831796	5.819538	5.844647	5.8418
1600017P15Rik	8.065981	7.814972	7.766645	7.794419	7.813847	7.522749	7.682663	7.744227
1600029O15Rik	7.931312	8.098616	7.938463	7.622838	7.920929	7.780665	8.136026	7.753797
1700001C02Rik	6.867553	6.731864	6.615731	6.928681	6.728406	6.527742	6.673645	6.804454
1700001G17Rik	7.121825	7.263793	7.16905	7.185616	7.209436	6.85334	7.190588	7.256265
1700001J03Rik	6.580319	6.361063	6.468081	6.519519	6.496426	6.4052	6.597936	6.565753
1700001J11Rik	5.671009	5.586821	5.627636	5.69411	5.469294	5.694197	5.578794	5.501727
1700001K19Rik	6.291386	6.175185	6.008279	6.189585	6.008705	5.80372	6.097809	6.24289
1700001K23Rik	6.605077	6.463597	6.322344	6.735023	6.548921	6.316634	6.546506	6.558411
1700001L05Rik	7.625198	7.698931	7.012887	7.400325	7.085708	7.065541	7.148704	7.042444
1700001L19Rik	6.100048	5.981739	5.960191	5.935226	6.028107	5.898321	5.811182	5.956259
1700001O22Rik	7.668057	7.550136	7.525213	7.438083	7.546859	7.468751	7.39876	7.484768
1700001P01Rik	5.83742	5.745348	5.661454	5.792291	5.897813	5.869524	5.756321	5.789132
1700003E16Rik	6.366581	6.326953	6.25053	6.471557	6.334831	6.214177	6.396403	6.29387
1700003E24Rik	6.2893775	6.1930465	6.069501	6.20195	6.1541805	6.006398	6.15371	6.2136275
1700003F12Rik	8.166628	7.980869	7.851259	8.133323	7.949525	7.768276	7.967156	8.100211
1700003H04Rik	5.2208	5.070519	5.039793	5.076503	5.046932	5.079847	5.054448	5.045107
1700003M02Rik	5.883127	5.83772	5.634314	5.788131	5.704881	5.624871	5.752418	5.566868
1700003O11Rik	6.403467	6.354114	6.271096	6.266253	6.300825	6.19175	6.292776	6.350516
1700006A11Rik	4.879911	4.934775	4.871105	4.927819	4.889937	4.879928	4.849344	4.903798
1700006E09Rik	5.010183	4.9764	4.962205	4.976148	4.974633	4.804257	4.986324	4.939446
1700006J14Rik	6.726878	6.677328	6.615849	6.852868	6.985724	6.850368	6.969748	6.744304
1700007B14Rik	5.2429	5.216736	5.255641	5.185849	5.261587	5.117656	5.264937	5.106835
1700007G11Rik	5.79205	5.281578	5.242599	5.51294	5.352926	5.437435	5.450515	5.428349
1700007K09Rik	6.142619	5.808259	6.16281	6.327526	6.083948	6.22502	6.212721	6.265072
1700007K13Rik	8.084436	8.066051	7.94241	7.858737	7.940041	7.792868	7.505147	7.673395
1700008I05Rik	5.076638	4.910097	4.932939	5.034803	4.869776	4.939882	4.846519	4.956825
1700008O03Rik	7.076803	7.000758	6.899664	7.139019	7.060093	6.98375	7.172487	6.917143
1700008P02Rik	5.406663	5.385024	5.373841	5.348601	5.534522	5.420927	5.522011	5.484089
1700009J07Rik	6.299211	6.122445	6.015956	6.134802	6.502692	6.114493	6.174935	6.089761
1700009N14Rik	6.053697	6.084131	6.036513	5.977197	5.920252	6.007282	6.059607	6.072611
1700009P17Rik	6.365022	6.493168	6.422065	6.787078	6.506331	6.604318	6.576262	6.454121
1700010B08Rik	6.646052	6.532408	6.287262	6.632142	6.500814	6.340435	6.519794	6.766428
1700010H22Rik	5.291433	5.226223	5.259569	5.551239	5.377474	5.334139	5.276205	5.351111
1700010I14Rik	5.731368	5.583406	5.705788	5.706461	5.649966	5.394576	5.671544	5.586566
1700011A15Rik	7.755961	7.515025	7.212337	7.298563	7.384969	7.211077	7.273824	7.457153
1700011E24Rik	6.255806	6.250297	6.181097	6.344877	6.181825	6.114935	6.100103	6.187913
1700011H14Rik	5.382115	5.323288	5.2971	5.341546	5.377965	5.1618	5.481093	5.373083
1700011I03Rik	5.139112	5.204647	5.28144	5.071336	5.075223	5.283167	5.277238	5.137142
1700011L22Rik	6.292166	6.123682	6.174386	6.356017	6.345589	6.133222	6.397909	6.192995
1700012A03Rik	6.322649	6.352742	6.274511	6.587342	6.580827	6.232312	6.274052	6.167384
1700012B07Rik	5.919616	5.724375	5.79781	5.811008	5.855143	5.790143	5.941619	5.886281
1700012B09Rik	5.338625	5.238496	5.247602	5.46052	5.273088	5.152836	5.278299	5.38345
1700012P22Rik	6.598424	6.385622	7.268161	6.633609	6.568134	6.862643	7.098779	6.639079
1700013D24Rik	6.728854	6.487009	6.392718	6.457954	6.543213	6.438209	6.545318	6.619332
1700013F07Rik	6.270853	6.085672	6.138163	6.130935	6.171932	6.127796	6.164302	6.296032
1700013G24Rik	6.622188	6.328589	6.500235	6.37936	6.46343	6.198323	6.426285	6.552464
1700013H16Rik	4.890952	4.836636	4.867024	4.797534	4.750031	4.880179	4.836721	4.829471
1700015E13Rik	6.001216	5.933901	5.871708	5.99719	5.99412	5.799525	6.005119	5.996642
1700016C15Rik	5.577874	5.579733	5.381779	5.576779	5.558121	5.51418	5.753409	5.607518
1700016D06Rik	5.505838	5.424881	5.488169	5.380836	5.402049	5.477161	5.600997	5.470172
1700016H13Rik	6.229606	6.069017	5.872639	5.950552	5.983325	5.931985	6.018257	5.986067
1700016K19Rik	7.929839	7.643578	7.40136	7.733616	7.644298	7.448318	7.576318	7.745543
1700017B05Rik	8.172752	8.118068	8.382407	8.816648	8.213475	7.968324	7.995797	8.099781
1700017D01Rik	4.900213	4.967613	4.830949	4.969587	4.923203	4.862035	4.860982	4.865633
1700017N19Rik	5.098933	5.100883	5.107227	5.082315	5.16309	5.082719	5.139287	5.164108
1700018A04Rik	6.024529	5.986081	5.92877	6.087962	6.03941	5.912052	6.072988	5.972246
1700018B08Rik	7.277787	6.994286	7.060407	7.193517	7.17555	6.860807	7.045111	7.202646
1700018B24Rik	6.015891	5.864895	5.850925	6.089447	5.865952	5.637177	6.04031	5.926837
1700018C11Rik	6.243119	6.029967	6.159897	6.219454	6.15354	6.114266	6.137463	6.212813
1700018F24Rik	6.273633	6.110862	6.080662	6.071991	6.070752	6.026777	6.115227	5.833641
1700019A02Rik	5.163946	5.041831	5.155779	5.122029	5.144872	5.121411	5.190772	5.141421
1700019B03Rik	5.2321	5.224211	5.071867	5.394813	5.216412	5.090709	5.143076	5.231759
1700019D03Rik	5.227852	5.406129	5.559832	5.406769	5.4928	6.058878	5.888601	6.050275
1700019G17Rik	7.134791	7.125311	6.857178	6.877043	6.905439	6.745936	6.892313	6.822396
1700019M22Rik	5.144038	4.957891	4.91215	5.045393	4.98599	4.9715	5.073443	4.983356
1700019N19Rik	5.35377	5.476331	5.266014	5.56313	5.424564	5.314194	5.417442	5.477998
1700019O17Rik	7.679893	7.482924	7.476872	7.623651	7.61847	7.312016	7.585585	7.532325
1700020A23Rik	6.722204	6.668121	6.597196	7.049062	6.830478	6.642523	6.753647	6.857655
1700020D05Rik	6.262145	6.235547	6.16455	6.423758	6.263692	6.238183	6.231639	6.311714
1700020L24Rik	7.428293	7.250742	6.89841	7.168097	7.201279	7.271813	7.236081	7.255104
1700020N01Rik	6.186736	6.133362	6.110327	6.367299	6.08802	5.984544	6.214811	6.154936
1700021F05Rik	9.508609	9.533642	9.680822	9.502142	9.675111	10.16473	10.17277	9.774509
1700021F07Rik	7.257607	6.961313	6.854228	7.089318	6.946161	6.920963	7.044244	7.194655
1700021K19Rik	9.48534	9.232771	9.261344	9.413138	9.371729	9.490458	9.377048	9.444529
1700022A21Rik	7.918825	7.558106	7.441132	7.621288	7.609217	7.279397	7.536644	7.623115
1700022I11Rik	5.329913	5.274623	5.205184	5.548302	5.318913	5.207911	5.267048	5.378073
1700023E05Rik	5.601147	5.523314	5.483715	5.535011	5.505894	5.5027	5.635613	5.470448
1700023F06Rik	8.072526	7.933442	7.648148	7.973668	7.803582	7.631202	7.821569	7.85857
1700024G13Rik	6.825665	6.45728	6.347882	6.67129	6.623938	6.328157	6.462674	6.62983
1700024J04Rik	6.111426	6.31187	5.966006	6.352484	6.037996	6.044785	6.154332	6.077847
1700024P04Rik	5.707067	5.647308	5.597905	5.614606	5.614269	5.453134	5.404004	5.572665
1700024P16Rik	5.877451	5.836915	5.904978	6.097535	6.008974	5.830661	5.782392	5.856236
1700025F22Rik	4.66025	4.686093	4.616283	4.644421	4.67555	4.658703	4.648879	4.656516
1700025G04Rik	9.427952	9.8113495	9.9480355	9.449302	9.762708	10.2500115	10.249907	10.1046125
1700026D08Rik	6.011891	5.848248	5.654487	5.823717	5.747111	5.683799	5.855309	5.837361
1700026L06Rik	6.742714	6.719024	6.657948	6.79308	6.67285	6.585194	6.72741	6.708916
1700028J19Rik	8.214858	7.706534	7.930048	7.864351	7.807906	7.538328	7.893857	8.13114
1700028P14Rik	4.814442	4.799203	4.80664	4.857308	4.767505	4.874892	4.812233	4.833158
1700029F12Rik	6.098887	6.031615	5.929996	6.119075	5.920063	5.955315	5.977603	5.924077
1700029H14Rik	7.075666	6.706682	6.603237	6.658142	6.724844	6.582454	6.590808	6.753067
1700029I15Rik	7.72403	7.647958	7.731085	7.762184	7.864976	7.549155	7.588669	7.635798
1700029J07Rik	6.863784	6.908002	6.584431	6.831809	6.643791	7.255034	7.273159	6.920728
1700029M20Rik	6.366136	6.140923	6.139458	6.443933	6.378278	5.836111	6.007846	6.205765
1700029P11Rik	6.497841	6.476951	6.437405	6.669936	6.498537	6.426267	6.472808	6.475932
1700030F18Rik	5.735037	5.623491	5.681395	5.674411	5.581466	5.55703	5.634213	5.742932
1700030J22Rik	7.367007	7.249985	6.959885	7.29689	7.173197	7.109744	7.133694	7.18978
1700030K09Rik	7.873967	7.867923	7.900256	7.851668	7.89284	7.951183	7.850623	7.924347
1700031F05Rik	7.387183	7.287703	6.860852	7.355077	7.354908	7.558643	7.539298	7.288915
1700031F10Rik	6.5720725	6.341631	6.2775575	6.427228	6.4239965	6.236495	6.398646	6.584201
1700031M16Rik	5.705025	5.719513	5.570829	5.797373	5.677659	5.654922	5.819343	5.625259
1700034E13Rik	5.279182	5.237996	5.13078	5.283433	5.213032	5.108945	5.29194	5.255854
1700034H15Rik	7.984746	8.036769	7.770971	7.61209	7.745453	7.49025	7.469905	7.60006
1700034I23Rik	6.5995235	6.4657265	6.559705	6.5171175	6.609603	6.5225325	6.6244425	6.5131825
1700034J05Rik	6.408796	6.467124	6.187932	6.493201	6.400587	6.356814	6.395369	6.416972
1700034O15Rik	5.584894	5.621724	5.590247	5.612534	5.551203	5.493582	5.576111	5.590542
1700037H04Rik	9.247583	9.256472	9.339545	9.363747	9.433031	9.447751	9.402378	9.55351
1700039E15Rik	6.453965	6.223431	6.161328	6.340535	6.366643	6.094762	6.348899	6.322809
1700040L02Rik	5.78804	5.661436	5.688305	5.74825	5.713002	5.490904	5.847283	5.777495
1700042B14Rik	5.180123	5.150051	5.114275	5.178554	5.102859	5.11389	5.190662	5.146407
1700047I17Rik2	10.39702375	10.76836775	10.63548825	10.67700525	10.47307025	10.7668	10.84339225	10.73891325
1700048O20Rik	6.75511	7.078478	7.423916	7.183992	7.327238	7.428205	7.057258	6.592518
1700049E17Rik2	6.072162	6.093482	6.031557	6.119863	6.041036	6.033301	6.118829	6.104633
1700049G17Rik	6.633925	6.797112	6.729114	6.659877	6.614149	7.21434	6.980425	6.878857
1700049L16Rik	8.344954	8.095602	8.208036	8.087414	8.349693	8.291524	8.484308	8.289152
1700052K11Rik	9.15149	9.036838	8.9238	9.112057	9.079147	8.741046	8.893647	9.04429
1700052N19Rik	7.75954	7.973607	7.897514	7.644065	7.836859	7.993075	7.592731	7.626246
1700055N04Rik	11.70902	11.942645	12.12026	11.618555	12.11041	11.40719	11.21928	11.329585
1700056E22Rik	7.206714	7.078213	6.946791	7.130941	6.967558	6.993629	7.136243	7.157905
1700057G04Rik	5.340423	5.219901	5.27941	5.258452	5.381664	5.168847	5.203299	5.28055
1700061G19Rik	6.073259	5.950221	5.962471	6.317979	6.199664	6.045107	6.028677	6.022625
1700063H04Rik	5.936403	5.689285	5.658882	5.708078	5.668451	5.649636	5.77846	5.691558
1700066B19Rik	7.367662	7.356674	7.109417	7.466653	7.074121	6.839786	7.193297	7.329279
1700066M21Rik	8.917739	8.646862	8.69342	8.900932	8.774101	8.580585	8.93829	8.871462
1700067K01Rik	7.063666	6.911869	6.533165	6.985472	7.127888	6.727341	6.857153	6.697132
1700067P10Rik	5.360141	5.254425	5.184441	5.344112	5.272757	5.188733	5.245607	5.273962
1700069L16Rik	6.190388	6.173027	6.00768	6.200086	6.19423	5.857189	6.133226	6.262068
1700071K01Rik	7.687516	7.825662	7.762608	7.75156	7.830137	7.809481	7.797389	7.835923
1700072H12Rik	6.911829	6.867167	6.615039	6.708388	6.835001	6.513442	6.635748	6.916634
1700073E17Rik	6.070867	6.028625	6.182254	5.91524	6.06564	5.878591	5.798847	6.008285
1700074P13Rik	5.299264	5.081176	5.196896	5.246749	5.222735	5.300812	5.142607	5.306085
1700080E11Rik	6.88353	6.723305	6.560709	6.783654	6.775589	6.633423	6.738058	6.688601
1700080O16Rik	5.501665	5.36903	5.264385	5.399312	5.391524	5.452467	5.375589	5.363817
1700084C01Rik	6.653951	6.585208	6.38639	6.488076	6.676151	6.251641	6.547358	6.629051
1700084E18Rik	8.397366	8.079373	8.083414	8.010522	8.030918	7.767159	8.018635	8.054131
1700084J12Rik	8.175323	8.06396	8.058668	8.000591	8.055336	7.743504	7.792511	8.089113
1700084K02Rik	5.984118	5.825804	5.727264	5.838952	5.800951	5.77899	5.826315	5.92628
1700084P21Rik	6.798789	6.635114	6.482737	6.856874	6.642224	6.316171	6.547482	6.768726
1700086D15Rik	6.029613	6.263189	5.846755	5.735085	5.703955	6.55327	6.710286	6.44285
1700086L19Rik	5.741992	5.630112	5.612028	5.542892	5.61795	5.577821	5.546838	5.806285
1700086O06Rik	8.895753	8.686047	8.451664	8.638529	8.672377	8.462334	8.366292	8.681461
1700088E04Rik	8.414101	8.282721	8.274493	8.369362	8.288403	8.453344	8.449859	8.235603
1700091H14Rik	5.032042	5.028207	5.042535	5.223476	5.090159	5.043717	5.07686	5.022713
1700093K21Rik	5.406174	5.430927	5.418793	5.515329	5.425972	5.424064	5.346628	5.431341
1700094D03Rik	7.762047	7.936344	7.989679	7.558926	7.837286	8.116439	7.860063	7.608098
1700101E01Rik	7.623063	7.304381	7.22808	7.475602	7.548103	7.182536	7.505288	7.629694
1700102P08Rik	6.495868	6.555536	6.324324	6.712306	6.707016	6.543441	6.327675	6.448787
1700106J16Rik	7.061115	6.84748	6.505666	6.820872	6.708748	6.376178	6.71192	6.935957
1700110I01Rik	6.11378	5.92898833333333	5.97386066666667	5.985597	5.95306533333333	5.96499166666667	6.04179433333333	5.995417
1700112E06Rik	7.205829	7.352374	7.931694	7.867898	7.751378	8.434284	8.466043	8.322575
1700113H08Rik	5.427376	5.300612	5.407691	5.510448	5.442952	5.500278	5.679519	5.568039
1700120K04Rik	6.849933	6.71793	6.598022	6.950367	6.755265	6.424883	6.895189	6.93158
1700123I01Rik	7.2502475	7.080494	6.9552615	7.1031365	7.040664	6.8769465	7.114244	7.114495
1700123K08Rik	6.563544	6.495977	6.510705	6.621213	6.38318	6.406107	6.381739	6.476119
1700123L14Rik	6.542956	6.168834	6.218296	6.098949	6.248669	6.216318	6.376018	6.232882
1700123O20Rik	8.273102	8.505968	8.507524	8.523287	8.567571	8.230844	8.214202	8.291718
1700125H20Rik	6.58116	6.426016	6.472988	6.559856	6.525578	6.522627	6.537533	6.528054
1700128F08Rik	5.660796	5.465064	5.417923	5.597388	5.525141	5.386899	5.555293	5.428564
1700129C05Rik	5.187882	5.068119	5.122526	5.251698	5.183407	5.117688	5.164081	5.016042
1810009A15Rik	7.021699	7.042617	7.02606	6.922368	7.136847	6.715292	6.869406	6.768579
1810009N02Rik	8.549212	8.275862	8.260942	8.304708	8.339701	8.103677	8.254624	8.403188
1810010D01Rik	7.3399	7.200604	7.010894	7.45574	7.227066	7.124879	7.22945	7.287581
1810010H24Rik	7.401171	7.164079	7.512471	7.489976	7.391141	7.670012	7.894421	7.503455
1810011H11Rik	6.585599	6.523757	6.362547	6.528643	6.532716	6.55611	6.735198	6.61639
1810011O10Rik	8.940751	9.146944	9.559971	9.169023	9.386379	8.903513	8.576573	9.036448
1810013L24Rik	10.48399	10.52194	10.19346	10.30567	10.56103	10.43358	10.49888	10.29537
1810022K09Rik	7.707887	7.917553	7.515607	8.091443	7.863911	7.676761	7.539284	7.478512
1810024B03Rik	5.618422	5.568564	5.567844	5.773813	5.563719	5.706537	5.628388	5.521431
1810026J23Rik	8.252897	8.161005	8.213533	8.161331	8.214658	8.237246	8.243551	8.375506
1810030O07Rik	9.333852	9.584295	9.617835	9.391518	9.526278	9.993164	9.730054	9.594543
1810032O08Rik	7.960043	8.2073685	8.155886	7.814322	8.0128575	8.3975865	8.3161935	8.071691
1810037I17Rik	8.6318045	8.53524	8.5013835	8.5081425	8.5624175	8.1806435	8.551214	8.50521
1810041L15Rik	6.442548	6.186245	6.585025	6.474326	6.343667	6.150989	6.269581	6.442465
1810043G02Rik	8.291687	8.027653	8.087714	8.177526	8.160531	8.194916	8.213281	8.150122
1810046K07Rik	7.178285	7.202079	6.896214	7.099713	7.208693	6.883644	6.947155	7.401766
1810055G02Rik	9.240262	9.13733	9.224842	9.690581	9.578355	9.415854	9.749773	10.04195
1810058I24Rik	10.113	9.962968	10.19987	10.04529	10.25975	10.34273	10.44558	10.40723
1810062O18Rik	7.066598	6.993037	7.020719	6.861874	6.999174	6.90691	6.945632	7.376408
1810064F22Rik	5.906775	5.668888	5.447825	5.800511	5.754112	5.501275	5.749472	5.830268
1810065E05Rik	5.336564	5.394545	5.362712	5.481979	5.455286	5.347799	5.451317	5.485876
2010001E11Rik	6.147419	5.885847	5.752094	6.064364	5.934845	5.918984	5.930676	6.000551
2010001K21Rik	7.007195	6.825809	7.00759	7.018363	6.92391	6.91648	6.889646	6.84345
2010002M12Rik	4.980144	5.039219	4.904543	5.022639	4.939382	5.083389	4.926221	4.851253
2010003K11Rik	7.580546	7.721946	7.723125	7.86637	7.877225	7.843672	7.818472	7.835165
2010005H15Rik	4.967428	4.945054	4.857268	4.842789	4.729243	4.885525	4.820629	4.913233
2010012O05Rik	7.795907	7.912315	8.022427	7.922829	7.870387	8.678091	8.115171	7.986192
2010106E10Rik	5.229434	5.190054	5.162058	5.267616	5.204368	5.216396	5.207222	5.198648
2010107E04Rik	10.61129	10.54134	10.36677	10.6427	10.50366	10.3479	10.28089	10.36708
2010107G12Rik	6.805467	6.903743	6.596189	6.984239	6.592348	6.343124	6.653468	6.563272
2010107G23Rik	8.354902	8.321388	8.405422	8.304516	8.413065	8.569928	8.644376	8.396521
2010109A12Rik	5.750002	5.635249	5.566608	5.724305	5.706331	5.788151	5.72885	5.776429
2010109I03Rik	7.768953	8.173788	8.904109	10.38273	9.726742	8.378037	8.368022	8.626102
2010111I01Rik	8.836586	8.918929	8.768517	8.690529	8.799788	8.846681	8.711937	8.573187
2010204K13Rik	5.991679	5.859834	5.927149	6.107057	5.971327	6.05202	5.941034	5.904756
2010300C02Rik	8.353969	8.187153	8.484087	8.209661	8.159008	7.858298	7.640119	7.920571
2200002J24Rik	6.423932	6.246014	6.194313	6.227053	6.278052	6.220335	6.237308	6.185365
2210010C04Rik	5.790229	5.566864	5.551472	5.736753	5.796232	5.558285	5.611074	5.742101
2210016F16Rik	9.345784	9.490883	9.420141	9.525961	9.463854	9.326025	9.134738	9.286144
2210016L21Rik	8.968199	9.20222	9.183294	9.480487	9.175137	9.380538	9.395863	9.264971
2210018M11Rik	9.557117	9.652429	9.488297	9.584192	9.760534	9.838746	9.768213	9.644327
2210407C18Rik	5.56136	5.215292	5.199511	5.264324	5.226655	5.223875	5.20023	5.189641
2210408I21Rik	7.52283	7.612202	7.736742	7.392369	7.388514	7.687605	7.608519	7.462928
2210409E12Rik	7.6106615	7.4480985	7.3710005	7.395913	7.440135	7.235624	7.4412005	7.507349
2210418O10Rik	7.69547733333333	8.35382566666667	8.365631	8.26812166666667	8.08779933333333	8.33446333333333	8.21539	8.597728
2300002M23Rik	7.022862	6.60863	6.495618	6.794213	6.778885	6.676963	6.727658	6.78794
2300005B03Rik	10.54233	9.74262	11.10434	10.78821	11.83989	9.012896	9.10823	9.177231
2300009A05Rik	8.045519	8.011465	7.902968	7.986693	7.984189	7.964103	8.113857	8.137671
2310001K24Rik	5.549104	5.507934	5.448478	5.638498	5.625819	5.572085	5.526329	5.674154
2310002L09Rik	6.556361	6.487915	6.716029	7.054543	6.531402	7.56626	7.744012	7.30198
2310003H01Rik	9.021611	8.721869	8.720383	8.676054	8.675863	8.633327	8.700737	8.783912
2310005G13Rik	5.464246	6.05675	5.564353	5.362802	5.475067	5.218647	5.467383	5.619309
2310007B03Rik	11.45315	10.85659	10.0122	9.363266	10.0646	9.289848	8.754773	8.552011
2310007H11Rik	6.697278	7.43541	6.781612	6.70675	6.954705	6.947171	6.698864	6.617714
2310007L24Rik	8.371716	8.08643	7.822214	8.170198	8.131114	7.936372	8.184423	8.185426
2310009B15Rik	7.83362	7.738123	7.807607	7.881625	7.791425	7.790419	7.926906	7.651339
2310011J03Rik	8.66286	8.505583	8.385061	8.578094	8.489348	8.424998	8.322639	8.304229
2310014L17Rik	9.440126	10.04795	10.3949	10.50914	10.83848	9.969082	9.952118	9.847047
2310022A10Rik	9.681492	9.852982	9.600325	9.730053	9.693816	9.396662	9.380583	9.172633
2310022B05Rik	9.725705	9.721762	10.09445	10.45712	10.3721	9.768263	10.0053	9.954361
2310030G06Rik	8.706389	8.542146	8.231653	7.752535	7.963962	8.636822	8.573076	8.437468
2310033P09Rik	8.3128035	8.2469775	8.2209145	8.10999	8.190264	8.1175175	8.1931925	8.0939385
2310034C09Rik	4.982424	5.227759	4.983824	4.94635	4.939004	4.880087	4.947719	4.981143
2310035C23Rik	9.226878	9.54763	9.725914	9.424491	9.788512	9.472951	9.559442	9.41023
2310036O22Rik	12.1131	12.321	12.28957	12.02028	12.18835	12.04772	12.05886	12.00327
2310039H08Rik	8.917487	8.743989	9.070835	9.104752	8.854349	8.879147	8.854452	9.230778
2310042E22Rik	7.603758	7.947062	8.583878	8.944396	8.839141	6.76497	7.198721	6.94889
2310045N01Rik	8.161468	8.121061	8.053862	8.062674	7.99752	8.099671	8.215095	8.136231
2310047M10Rik	7.8293665	7.757129	8.1118955	8.0971	8.139651	7.816922	7.8926385	7.946659
2310057J18Rik	5.540433	5.454882	5.385513	5.656029	5.346873	5.353344	5.388722	5.314933
2310057M21Rik	9.667002	9.851701	9.912095	9.904954	10.02945	9.607344	9.782269	9.742608
