geneNames	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
Olfr368	6.698706	6.629978	6.535246	6.717189	6.767337	6.608799	6.672432	6.700375
Olfr370	6.53952	6.288922	6.127397	6.25779	6.254403	6.067523	6.218409	6.400314
Olfr371	6.084516	5.920429	5.749063	5.856136	6.003192	5.761384	5.818185	6.117595
Olfr372	6.567262	6.393588	6.3391495	6.570381	6.575926	6.3756335	6.6252115	6.6034735
Olfr374	5.858152	5.688035	5.649234	5.752271	5.875623	5.51655	5.924602	5.99824
Olfr378	4.933434	4.910399	4.90744	4.915207	5.044293	4.826717	4.987309	4.838552
Olfr38	5.655592	5.554218	5.581148	5.557499	5.533922	5.54827	5.578047	5.515749
Olfr380	4.716311	4.698841	4.731694	4.719039	4.646602	4.650058	4.677135	4.659104
Olfr381	5.167481	5.099116	5.087719	5.069295	5.143126	5.126041	5.288905	5.112993
Olfr382	5.3304	5.436013	5.214781	5.367824	5.298937	5.232244	5.428849	5.432951
Olfr384	5.17292	5.035137	5.098112	5.212286	5.129122	5.06824	5.12902	5.117749
Olfr385	4.815086	4.717851	4.756423	4.985075	4.687139	4.786015	4.805335	4.684131
Olfr389	5.232505	5.187122	5.275579	5.2597	5.268063	5.032126	5.26309	5.231022
Olfr39	5.174844	5.197356	5.156742	5.181545	5.133755	5.101827	5.1667	5.303316
Olfr390	5.160052	5.112387	5.137896	5.196781	5.153871	5.073092	5.13532	5.23251
Olfr391-ps	5.690146	5.568422	5.702095	5.726921	5.633715	5.544443	5.650401	5.653912
Olfr392	5.221944	5.162794	5.121669	5.088265	5.138857	5.045435	5.160644	5.145878
Olfr393	4.832918	4.909209	4.833763	4.882673	4.871742	4.865024	4.819387	4.808692
Olfr394	5.007847	4.919178	4.910786	4.984845	4.959146	5.063374	4.957915	5.068768
Olfr395	4.865545	4.762063	4.835921	4.956038	4.841991	4.772508	4.85656	4.793868
Olfr397	5.141682	5.14343	5.078079	5.148918	5.089839	5.06887	5.1843	5.051381
Olfr398	7.153703	7.059618	6.762013	6.868463	7.179251	6.902314	6.915262	7.175362
Olfr399	5.696726	5.624273	5.629634	5.827179	5.705904	5.55639	5.670871	5.741481
Olfr401	8.22662	8.153491	8.092154	8.15262	8.335473	7.836819	8.168705	8.13784
Olfr402	5.63866	5.674558	5.439462	5.785024	5.671266	5.564712	5.590214	5.682592
Olfr403	5.693439	5.666389	5.700249	5.711178	5.732428	5.501569	5.814542	5.739369
Olfr406	5.67627	5.419572	5.358647	5.555782	5.402729	5.214461	5.463188	5.408727
Olfr410	5.436409	5.386928	5.331714	5.683977	5.390862	5.282607	5.41997	5.402404
Olfr411	7.082766	7.008041	6.702367	7.062293	6.908998	6.827793	6.985168	7.005973
Olfr412	6.124732	5.97915	6.034718	5.920342	6.03035	5.804776	5.933555	6.0094
Olfr414	6.827637	6.603765	6.562853	6.744978	6.633437	6.659323	6.615423	6.542217
Olfr417	6.836454	6.743971	6.585959	6.769464	6.806536	6.752715	6.720207	7.018115
Olfr418-ps1	5.5811645	5.4796415	5.418518	5.511781	5.436714	5.4094705	5.4841125	5.5843055
Olfr419	6.378052	6.249817	6.226761	6.269228	6.483625	6.142278	6.353539	6.361999
Olfr420	5.862123	5.868696	5.748545	5.963287	5.774969	5.826408	5.907989	5.971468
Olfr421-ps1	4.911198	4.865024	4.92395	4.865841	4.895585	4.909303	5.038174	5.047496
Olfr424	5.600199	5.565819	5.371586	5.601717	5.587677	5.630497	5.579585	5.759327
Olfr427	5.563304	5.587024	5.553856	5.714884	5.690252	5.589317	5.787804	5.646155
Olfr429	5.515582	5.409046	5.25363	5.355205	5.360312	5.259784	5.400697	5.532104
Olfr43	4.822776	4.764354	4.916021	4.880943	4.910689	4.87005	4.960954	4.802891
Olfr430	5.244991	5.265301	5.199375	5.276692	5.179986	5.337193	5.334614	5.476916
Olfr432	5.235869	5.268621	5.054952	5.318971	5.243952	5.42173	5.370959	5.580399
Olfr433	7.389284	7.102889	6.780697	7.02144	7.129489	7.195739	7.248731	7.125736
Olfr434	5.552591	5.311015	5.308189	5.489002	5.365382	5.184579	5.455378	5.400438
Olfr435	6.902237	6.705873	6.753695	6.690743	6.820115	6.690186	6.799623	6.845346
Olfr437	6.380045	6.194975	6.133924	6.174878	6.19069	6.134057	6.166258	6.295691
Olfr44	4.798046	4.885927	4.905605	4.921686	4.887641	4.90921	5.057188	4.989454
Olfr444	6.1319245	6.087571	5.9255195	6.130373	6.077645	6.034093	6.124223	6.2555395
Olfr446	5.4680495	5.470624	5.3579395	5.476797	5.4708405	5.3944295	5.362428	5.4668965
Olfr447	5.820687	5.537171	5.641858	5.5111	5.586411	5.538062	5.636326	5.632267
Olfr448	5.926217	5.623642	5.673636	5.829645	5.78703	5.614088	5.890625	5.79
Olfr449	5.551802	5.552687	5.425771	5.700661	5.561297	5.568651	5.548862	5.685313
Olfr45	5.847516	5.784985	5.589979	5.783385	5.667555	5.558455	5.673187	5.724417
Olfr450	6.112477	6.07038	6.114012	6.052744	6.047944	5.874268	6.017348	6.086591
Olfr452	5.087631	5.149056	5.337428	5.257141	5.112837	5.105619	5.16071	5.174879
Olfr453	6.43417	6.444416	6.378947	6.34733	6.394965	6.449123	6.486843	6.414622
Olfr455	5.596506	5.477902	5.435605	5.593934	5.500062	5.398924	5.470253	5.487993
Olfr456	6.640263	6.632731	6.5380315	6.390685	6.561379	6.407177	6.520978	6.6663575
Olfr458	6.953549	6.834445	6.766052	6.927921	6.90838	6.738901	6.929849	6.943327
Olfr459	5.565457	5.499304	5.522151	5.477973	5.509172	5.410312	5.467826	5.579128
Olfr46	5.740636	5.64874	5.57765	5.635457	5.692349	5.548231	5.655524	5.58424
Olfr460	5.445539	5.47193	5.339254	5.588076	5.434608	5.361656	5.428258	5.433888
Olfr461	4.952608	4.898718	4.910145	5.067289	4.937424	4.863321	4.930624	5.019622
Olfr462	7.425202	7.281928	7.29762	7.607994	7.480649	7.182595	7.187509	7.399364
Olfr463	6.475445	6.134797	6.017159	6.310914	6.264466	6.015155	6.203065	6.387063
Olfr464	6.406363	6.342782	6.298794	6.458133	6.427698	6.22048	6.50563	6.608617
Olfr466	5.059785	4.893518	4.801779	4.978228	4.932433	4.863165	4.926873	4.976969
Olfr467	6.061392	5.799261	5.929245	5.903069	5.962713	5.815004	5.820551	5.806489
Olfr469	5.271775	5.203133	5.142508	5.396601	5.206225	5.290897	5.214399	5.264188
Olfr47	5.128433	5.03415	5.000491	5.2301	4.878005	4.962459	5.084057	5.112844
Olfr470	5.076822	5.168024	4.982892	5.076664	5.027599	4.959381	5.023544	5.042504
Olfr473	4.63702	4.7007945	4.61106	4.7279655	4.6073445	4.6945985	4.629562	4.7043635
Olfr474	4.806067	4.811715	4.700963	5.029805	4.77092	4.787794	4.841054	4.835371
Olfr476	5.311454	5.262578	5.295126	5.282056	5.301353	5.268182	5.260849	5.260942
Olfr477	5.523434	5.634958	5.395336	5.662685	5.565438	5.554101	5.530906	5.594571
Olfr478	5.218999	5.344305	5.32825	5.492532	5.208915	5.29058	5.205726	5.243088
Olfr479	5.729738	5.724738	5.673978	5.726101	5.894619	5.780166	5.996324	5.739203
Olfr48	7.694968	7.394796	7.364999	7.54875	7.322646	7.035922	7.286322	7.351769
Olfr480	4.50469	4.485226	4.472342	4.551179	4.497214	4.507728	4.536106	4.509826
Olfr481	5.268731	5.239106	5.289898	5.355215	5.339603	5.285246	5.318496	5.310828
Olfr482	4.333908	4.409953	4.410155	4.50089	4.321529	4.449493	4.443619	4.442178
Olfr483	5.346115	5.184052	5.237824	5.416764	5.223078	5.184714	5.323084	5.407285
Olfr484	5.044928	5.058207	4.990273	4.940833	4.950473	5.045297	5.128919	4.987441
Olfr485	5.747376	5.520155	5.493854	5.850056	5.390953	5.36504	5.542804	5.209984
Olfr486	5.4960905	5.415761	5.42289	5.5243775	5.4308305	5.4205675	5.4244295	5.4685925
Olfr488	5.566554	5.423413	5.315448	5.383993	5.324369	5.390862	5.405814	5.3465
Olfr49	5.114963	5.063543	5.047352	5.104995	5.061264	5.039118	5.068299	5.185089
Olfr490	4.671605	4.667487	4.721137	4.828703	4.636445	4.741982	4.727383	4.710307
Olfr491	5.115431	5.090127	4.97139	5.054495	5.090897	4.966788	5.01478	5.011401
Olfr492	5.242359	5.20501	5.133091	5.312361	5.225897	5.272354	5.26345	5.215843
Olfr493	5.4952995	5.409109	5.430852	5.4362985	5.4002695	5.4068135	5.437059	5.38733
Olfr494	5.183069	5.134705	5.200444	5.250169	5.25134	5.227374	5.359061	5.164369
Olfr495	5.194274	5.001688	5.15887	5.274765	5.281602	5.141132	5.208093	5.120161
Olfr497	4.853452	4.761891	4.804708	5.007981	4.860307	4.866932	4.901781	4.826717
Olfr498	5.158747	5.16518	5.084927	5.251154	5.211318	5.203276	5.343643	5.198181
Olfr5	6.310081	6.321865	5.896559	6.258121	6.1289	5.955911	6.167359	6.085474
Olfr50	5.028612	4.977079	5.050007	4.961833	5.123283	5.015193	5.133684	5.041619
Olfr502	5.276542	5.202558	5.022786	5.29946	5.219147	5.179833	5.273981	5.239896
Olfr503	5.732038	5.567057	5.547937	5.374922	5.556464	5.582844	5.629681	5.525892
Olfr504	4.898661	4.826226	4.764663	4.851501	4.917734	4.907807	4.962561	4.709503
Olfr507	4.745308	4.711296	4.665682	4.81399	4.683593	4.655078	4.630482	4.62264
Olfr508	5.460962	5.318438	5.096779	5.483624	5.327238	5.320075	5.081728	5.126301
Olfr509	4.693132	4.726037	4.781687	4.797987	4.758039	4.737451	4.743485	4.758478
Olfr51	5.575309	5.505692	5.494001	5.519195	5.471446	5.438942	5.627051	5.553535
Olfr510	4.858969	4.942849	4.860085	4.894103	4.868081	4.912942	4.919124	4.907507
Olfr512	5.114891	5.27733	5.098247	5.198984	5.275974	5.245917	5.14841	5.093633
Olfr513	6.284101	6.318863	6.274806	6.455478	6.3999	6.133918	6.337481	6.302922
Olfr514	6.148717	6.103544	5.876375	6.155643	6.018057	6.031419	6.146021	6.034669
Olfr516	4.698372	4.596519	4.768786	5.23235	4.522803	4.68895	4.864082	4.564279
Olfr517	5.9811	6.040654	5.895124	6.211327	6.056416	6.062589	6.112037	5.993028
Olfr518	5.375648	5.518884	5.517129	5.454209	5.675222	5.305041	5.473848	5.668837
Olfr519	5.216453	5.149884	5.110508	5.101582	5.059341	5.053762	5.060034	5.157972
Olfr52	5.469883	5.453607	5.382191	5.590015	5.385541	5.471165	5.547626	5.455112
Olfr520	5.858152	5.509887	5.523274	5.629222	5.530424	5.409317	5.564007	5.657489
Olfr521	6.1330075	6.0000535	6.0233155	6.085453	6.005465	5.9840055	6.1539655	6.1863105
Olfr522	6.598361	6.342466	6.24343	6.465086	6.48527	6.326374	6.22881	6.492615
Olfr523	7.170141	7.045191	6.660089	6.750665	6.849497	6.616838	6.742871	7.051588
Olfr524	7.771411	7.691291	7.454141	7.557018	7.730865	7.481765	7.626893	7.694873
Olfr525	5.913806	5.862218	5.606944	5.831271	5.857921	5.629552	5.759856	5.881491
Olfr527	5.918522	5.814982	5.547554	5.850983	5.864633	5.668613	5.845284	5.936227
Olfr53	5.855703	5.645041	5.714554	5.774044	5.780262	5.66754	5.93806	5.754397
Olfr530	5.517199	5.615302	5.559158	5.580591	5.597105	5.556383	5.574162	5.561848
Olfr531	5.482737	5.509665	5.248748	5.533632	5.40653	5.514144	5.363519	5.451692
Olfr532	5.735217	5.79744	5.701467	5.845872	5.923933	5.742525	5.584105	5.760897
Olfr535	6.6765105	6.5396075	6.3557215	6.5980785	6.4970435	6.407836	6.492568	6.5780545
Olfr536	5.40016	5.4062325	5.190463	5.354013	5.460011	5.334831	5.3409685	5.4476345
Olfr538	6.290004	6.185271	6.100458	6.3599495	6.2532085	6.095721	6.181323	6.2803255
Olfr539	5.25532	5.257385	5.253972	5.217513	5.281363	5.305512	5.408561	5.292317
Olfr54	6.6676985	6.493224	6.4377505	6.6125015	6.6004035	6.4311985	6.50572	6.6017275
Olfr541	5.868757	5.9019615	5.781436	5.9728085	5.864871	5.615724	5.8262395	5.8378065
Olfr543	6.454781	6.179767	6.095568	6.358682	6.348299	5.799333	6.236672	6.29102
Olfr544	6.034764	5.608798	5.676918	5.725119	5.704286	5.664647	5.46279	5.765836
Olfr545	7.572473	7.487112	7.191812	7.513191	7.373722	7.326819	7.552424	7.546656
Olfr547	5.276541	5.046954	5.087054	5.421607	5.229405	5.255067	5.290693	5.247294
Olfr549	6.701698	6.563883	6.635358	6.560144	6.669244	6.43585	6.737494	6.589319
Olfr550	7.169623	6.836493	6.932077	7.00576	7.056393	6.84756	7.064404	7.250901
Olfr551	5.924601	5.650563	5.703774	5.554636	5.896552	5.790832	5.987441	5.575023
Olfr552	5.780725	5.748929	5.614616	5.746667	5.796507	5.832436	5.824724	5.849502
Olfr553	5.41142	5.400735	5.338463	5.56586	5.425506	5.287063	5.324194	5.399567
Olfr554	5.642141	5.488668	5.446734	5.612757	5.553115	5.321286	5.414735	5.420012
Olfr555	6.183149	6.026389	5.82943	5.986433	5.948404	5.974544	6.009228	5.998732
Olfr556	5.110183	4.980386	5.005445	5.116435	5.046089	4.920164	4.938387	5.015807
Olfr557	5.234362	5.249505	5.166896	5.260491	5.191898	5.178731	5.261562	5.479796
Olfr558	7.307788	6.87705	7.586374	7.58729	7.773415	7.731763	7.488613	7.792588
Olfr559	5.191257	5.283271	5.107104	5.562596	5.130409	5.158103	5.205763	5.263746
Olfr56	6.266474	6.572136	6.73665	6.649228	6.961325	6.786315	6.356225	6.570738
Olfr560	5.41959	5.480446	5.466217	5.487279	5.474178	5.482261	5.504418	5.476251
Olfr561	5.278335	5.141097	5.132676	5.247994	5.125269	5.186092	5.206709	5.38112
Olfr564	4.940601	4.902795	5.019678	4.899656	4.923382	5.002173	5.049204	4.989607
Olfr566	6.704993	6.580465	6.379846	6.632116	6.730777	6.778252	6.883604	6.757514
Olfr568	6.038331	5.636574	5.708869	5.731549	5.792202	5.562568	5.866817	5.75154
Olfr569	6.027692	5.941993	6.02901	6.079308	6.001899	5.78391	5.987329	6.017678
Olfr57	4.794869	4.751279	4.717925	4.777825	4.708632	4.579561	4.683394	4.629951
Olfr570	5.087567	5.122311	4.901644	5.113868	5.110744	4.990108	5.050583	5.097121
Olfr571	6.484223	6.488074	6.273332	6.637977	6.444968	6.31668	6.4363	6.607901
Olfr572	5.453389	5.288173	5.192669	5.318671	5.390287	5.295584	5.443235	5.513558
Olfr574	5.173289	5.2607	5.3039	5.280103	5.380047	5.203923	5.320582	5.468774
Olfr575	5.433751	5.342524	5.263642	5.333311	5.401633	5.265804	5.460358	5.525169
Olfr576	5.361768	5.252407	5.186453	5.470632	5.297058	5.217613	5.317799	5.390038
Olfr577	5.703919	5.459941	5.477973	5.409147	5.595163	5.456311	5.506522	5.5285
Olfr578	5.471299	5.356549	5.278064	5.465722	5.319269	5.273565	5.339966	5.227663
Olfr58	4.642603	4.709375	4.666929	4.720616	4.663081	4.632433	4.633834	4.637908
Olfr582	6.062163	5.956459	5.93897	6.196655	6.014712	5.717867	5.913032	6.003756
Olfr584	5.353271	5.300167	5.311529	5.277934	5.294508	5.163836	5.302117	5.183187
Olfr585	4.8252715	4.8461645	4.849974	4.910165	4.7977085	4.837382	4.796255	4.8384715
Olfr586	5.773762	5.664925	5.457442	5.45462	5.644199	5.586956	5.671379	5.615104
Olfr589	5.270855	5.24074	5.228092	5.451483	5.426851	5.27735	5.299577	5.307444
Olfr59	5.573623	5.507018	5.259546	5.88623	5.622691	5.492532	5.867583	5.607175
Olfr591	5.22542	5.115504	5.042603	5.316233	5.346134	5.204633	5.438188	5.317877
Olfr592	4.967428	4.829234	4.956612	5.161902	4.974995	4.950011	4.958019	4.958931
Olfr593	5.139112	5.07912	5.021874	5.202156	5.208295	5.141603	5.114163	5.142568
Olfr594	5.61308	5.498244	5.339016	5.561	5.630646	5.415963	5.54022	5.664292
Olfr596	5.522016	5.340337	5.270339	5.469585	5.502166	5.333308	5.385334	5.431084
Olfr597	5.43127	5.180682	5.354905	5.497547	5.140116	5.314495	5.123521	5.252543
Olfr598	5.038955	4.897397	4.827363	5.265624	4.897794	5.165964	4.957627	5.042007
Olfr599	5.342949	5.161587	5.195137	5.221284	5.235721	5.253047	5.245071	5.231742
Olfr6	6.01632	5.796303	5.654059	6.234053	5.782845	5.59486	5.848273	5.862016
Olfr60	5.388365	5.210724	5.301904	5.224364	5.193959	5.209435	5.20854	5.101818
Olfr600	5.166698	5.076303	5.016125	4.990736	4.949453	4.93265	5.044147	5.15916
Olfr601	5.818534	5.751935	5.676478	5.735888	5.765224	5.755464	5.699874	5.742983
Olfr603	4.89363	4.95133	4.767121	5.090145	4.835971	4.906465	4.856108	4.858712
Olfr605	6.681075	6.301836	6.305054	6.555844	6.153871	6.212341	6.283356	6.407662
Olfr606	5.200558	4.990677	4.901855	5.068236	4.959694	4.925319	4.994707	4.983466
Olfr608	6.502267	6.214669	6.229448	6.215243	6.28511	6.216642	6.262194	6.334032
Olfr609	6.568442	6.451726	6.509686	6.546787	6.504852	6.532242	6.399749	6.761353
Olfr61	6.305583	6.139245	5.981348	6.018281	6.057192	5.93481	5.981915	6.164789
Olfr610	5.883856	5.763709	5.720065	5.853399	5.749563	5.689812	5.810349	5.642556
Olfr611	5.3391835	5.264353	5.1914035	5.2310865	5.2042225	5.1927465	5.3419745	5.296014
Olfr613	5.314004	5.241778	5.117297	5.147732	5.228101	5.194683	5.299691	5.254649
Olfr615	6.024364	6.012633	6.021584	6.129512	6.013177	6.011194	6.028401	6.110453
Olfr616	5.138288	5.098737	5.100944	5.098548	5.124533	4.927498	5.116562	5.194438
Olfr617	5.198774	5.170374	5.1281235	5.151056	5.1437085	5.149807	5.2587125	5.2357395
Olfr618	5.005602	4.993786	4.895679	4.94275	4.914703	4.986641	5.004745	4.987204
Olfr619	4.92355	4.939881	4.874318	5.013993	4.901531	4.809191	4.979117	4.949631
Olfr62	5.486438	5.345646	5.254462	5.459006	5.396539	5.365032	5.405917	5.350093
Olfr620	5.322353	5.24079	5.18929	5.3769045	5.1816335	5.145651	5.254746	5.2841095
Olfr622	5.514445	5.381279	5.203867	5.553998	5.340858	5.348607	5.421899	5.6596
Olfr623	5.268334	5.136366	5.09817	5.181377	5.187061	5.01514	5.147874	5.091633
Olfr624	5.104832	4.842569	5.041404	5.131988	5.0106	5.23099	4.938517	5.115646
Olfr628	4.533152	4.554586	4.568672	4.629769	4.573855	4.51082	4.620732	4.65628
Olfr629	5.139033	5.327458	5.060908	5.136872	5.248365	5.062223	5.200795	4.97935
Olfr63	6.837752	6.800478	6.916971	6.923263	6.958039	6.308297	6.732013	6.544862
Olfr630	5.53622	5.697001	5.683018	5.667699	5.684822	5.609791	5.637946	5.586122
Olfr631	4.82885	4.802063	4.628419	4.718801	4.692767	4.714165	4.729718	4.667134
Olfr632	6.980388	6.727205	6.649737	6.77001	6.655283	6.65917	6.83221	6.916313
Olfr633	5.920705	5.635999	5.586088	5.799594	5.698087	5.478072	5.519733	5.676525
Olfr635	6.790556	6.710907	6.612028	6.744978	6.874778	6.642505	6.794402	6.698806
Olfr638	6.264438	6.294454	6.2527	6.156012	6.292901	6.195999	6.227232	6.523805
Olfr639	5.869473	5.443008	5.460233	5.721741	5.614897	5.539779	5.574409	5.669176
Olfr64	5.179857	5.13743	5.116817	5.00299	5.194944	5.030569	5.225463	5.267921
Olfr640	5.31754	5.267365	5.109181	5.296219	5.188352	5.1335	5.317948	5.269176
Olfr641	5.861212	5.795255	5.777174	5.775153	5.829611	5.776935	5.840955	5.813898
Olfr642	6.560545	6.572691	6.433021	6.374735	6.515287	6.218207	6.566156	6.513006
Olfr643	5.218062	5.183318	5.13369	5.412344	5.330301	5.265686	5.108196	5.275149
Olfr644	5.661952	5.577526	5.492247	5.667349	5.580083	5.388308	5.544445	5.462313
Olfr645	6.608695	6.347042	6.300362	6.537474	6.414884	6.192582	6.529659	6.390487
Olfr646	6.239213	6.13453	6.080711	6.181597	6.318305	6.165262	6.239079	6.354506
Olfr648	5.725233	5.530834	5.562997	5.594275	5.521418	5.46965	5.526574	5.626217
Olfr649	5.057	4.996872	5.019678	5.178332	5.140941	5.175156	5.187295	5.084732
Olfr65	4.847232	4.845937	4.722066	4.903141	4.772118	4.762667	4.749815	4.7779
Olfr651	5.840098	5.79646	5.632557	5.827622	5.82006	5.522139	5.773836	5.878762
Olfr652	5.353823	5.490812	5.296515	5.403332	5.381942	5.289964	5.423178	5.344895
Olfr653	5.991747	5.94802	5.934923	5.889026	5.918558	5.843002	5.830209	6.001994
Olfr654	5.08358	5.054027	5.016263	5.100665	5.131191	4.996341	5.106931	5.091438
Olfr655	5.194904	5.084198	4.94867	5.251312	5.141548	5.080368	5.060646	5.172818
Olfr656	6.061613	5.831412	5.923303	5.893409	5.828972	5.840464	5.895432	6.100888
Olfr657	5.868395	5.691052	5.683632	5.777295	5.691206	5.696408	5.945248	5.882487
Olfr658	6.78098	6.709064	6.601235	6.669954	6.602724	6.609793	6.693029	6.666244
Olfr659	5.177789	5.142517	4.980545	5.054793	5.181163	5.014892	5.110572	5.118628
Olfr66	4.865024	4.815629	4.794588	4.877636	4.883447	4.898833	4.865136	4.927247
Olfr661	5.589187	5.46311	5.467487	5.619346	5.623126	5.438132	5.57434	5.62397
Olfr663	5.522572	5.392295	5.331949	5.419271	5.216228	5.306217	5.144166	5.244473
Olfr665	5.168604	5.192819	5.049245	5.271274	5.20157	5.102092	5.067832	5.228987
Olfr666	6.130298	5.914827	5.914438	6.06435	6.003086	5.839923	5.999259	5.926283
Olfr667	5.591315	5.446144	5.472988	5.563057	5.559185	5.421937	5.570088	5.643424
Olfr668	5.081015	4.92331	4.853261	5.051735	5.020406	4.756209	4.991665	4.923895
Olfr669	5.730258	5.81189	5.619766	5.711067	5.742473	5.666255	5.841383	5.790345
Olfr67	4.691927	4.609011	4.647106	4.720279	4.682731	4.649449	4.644665	4.700161
Olfr670	5.550896	5.571883	5.499746	5.92938	5.62264	5.42877	5.530864	5.506668
Olfr671	5.308812	5.2939	5.18797	5.264814	5.307323	5.269998	5.179442	5.258102
Olfr672	5.057343	4.988391	5.040534	5.026216	5.103735	4.9884	5.055719	5.03786
Olfr675	4.97681	5.030138	4.938803	5.0801	5.142151	4.941417	4.894308	4.967385
Olfr676	4.812632	4.689641	4.737974	5.04014	4.818404	4.837362	4.863409	4.86718
Olfr677	5.272727	5.21216	5.245042	5.301185	5.343685	5.152405	5.304893	5.248529
Olfr678	7.838408	7.651855	7.449501	7.566813	7.665243	7.354402	7.801291	7.779879
Olfr679	5.306315	5.220153	5.231074	5.298041	5.282227	5.150489	5.190799	5.230425
Olfr68	5.255304	5.114163	5.286595	5.461033	5.219742	5.354735	5.245843	5.362412
Olfr681	5.246744	5.119076	5.146717	5.17796	5.128417	5.051897	5.174196	5.022661
Olfr683	5.445905	5.35727	5.39275	5.305721	5.37827	5.239418	5.37043	5.382568
Olfr684	5.004805	4.966853	4.954194	5.247956	4.91651	5.023128	4.958389	5.081737
Olfr685	5.569814	5.416297	5.339884	5.464731	5.457577	5.422137	5.553301	5.628452
Olfr686	5.82301	5.80914	5.696158	5.763356	5.826138	5.80938	5.820323	5.830945
Olfr688	6.226061	6.174036	5.9939995	6.158943	6.151993	5.993557	6.3457225	6.0313115
Olfr689	5.692615	5.558442	5.573719	5.726817	5.492702	5.604049	5.668769	5.605515
Olfr69	4.740024	4.724056	4.653919	4.743547	4.717688	4.686882	4.744438	4.69222
Olfr690	5.736364	5.475312	5.383123	5.522805	5.556072	5.543182	5.559884	5.580101
Olfr691	5.888463	5.576324	5.601736	5.894867	5.660273	5.664888	5.682648	5.580158
Olfr692	6.350359	6.289705	6.335821	6.460086	6.379335	6.174025	6.37896	6.437136
Olfr693	6.170881	6.002531	6.04441	6.393448	6.246058	6.144794	5.996554	6.270004
Olfr694	5.162845	5.073042	4.978088	5.16047	5.067289	5.015937	5.186189	5.137729
Olfr695	5.139787	4.96569	4.930154	4.944244	5.059647	4.760956	4.863414	4.984898
Olfr697	5.997589	6.05689	5.825371	6.10153	6.164378	5.850593	6.074684	6.114893
Olfr698	5.303725	5.246466	5.148498	5.242096	5.246206	5.22644	5.229479	5.23542
Olfr699	5.534878	5.402651	5.408379	5.633206	5.497325	5.440318	5.600024	5.514946
Olfr70	7.210053	6.885461	6.806536	6.995055	6.899653	6.865957	6.972464	7.071169
Olfr700	5.939549	5.742118	5.844231	5.999185	5.85392	5.739963	5.87255	5.915546
Olfr701	4.979631	5.056623	4.840462	4.930599	4.975198	4.955245	5.098566	4.837474
Olfr702	4.857155	4.869108	4.744097	4.940484	4.814569	4.914065	4.831636	4.835531
Olfr703	4.957446	5.03529	4.945837	5.011049	4.989765	4.865025	5.050014	4.983736
Olfr704	5.344763	5.326151	5.222798	5.349752	5.190576	4.91842	5.211326	5.122597
Olfr705	5.599148	5.400698	5.33421	5.408601	5.298611	5.347114	5.451475	5.40271
Olfr706	5.629864	5.616977	5.620706	5.845675	5.560749	5.633273	5.710054	5.736133
Olfr71	7.985179	7.691624	7.496039	7.604881	7.642538	7.47613	7.478018	7.678374
Olfr710	6.284739	6.26311	6.113036	6.189107	6.091969	6.143585	6.202226	6.193162
Olfr711	5.611679	5.3607	5.385811	5.485615	5.524226	5.268524	5.659392	5.53086
Olfr713	6.1641835	6.0120985	5.9075925	6.046077	5.982071	6.0028805	5.979796	6.058323
Olfr715	5.343582	5.24093	5.247876	5.571705	5.327788	5.415039	5.212811	5.358716
Olfr716	6.1669145	6.0408335	5.9940455	6.0543115	6.062181	5.9369855	6.0746545	6.0739595
Olfr720	5.409862	5.2157	5.218275	5.389221	5.411421	5.217632	5.416595	5.511428
Olfr722	4.531233	4.488491	4.528453	4.606562	4.528453	4.588087	4.535121	4.535963
Olfr723	5.842396	5.82656	5.722084	5.858133	5.857758	5.7257455	5.808304	5.982521
Olfr725	4.968873	4.955313	4.871181	4.96214	4.997502	4.97709	4.965516	4.973972
Olfr726	4.813581	4.79477	4.789406	4.81387	4.850616	4.671837	4.863952	4.832781
Olfr727	4.786415	4.678386	4.888693	4.767441	4.83233	4.773913	4.680965	4.652187
Olfr728	5.216646	5.143481	5.086737	5.138039	5.171096	5.091013	5.117929	5.118804
Olfr729	5.023458	4.966066	4.888207	4.964891	4.922979	4.947517	4.9597	4.948006
Olfr73	5.095173	5.016458	4.898978	5.233967	5.132658	4.891945	5.112148	5.159491
Olfr730	5.290375	5.288832	5.238671	5.338209	5.325112	5.306177	5.337653	5.340728
Olfr731	5.057116	4.960758	5.006225	5.096291	5.012276	5.0147	5.013155	4.996159
Olfr732	5.23565	5.248085	5.183064	5.353727	5.112722	5.223927	5.161103	5.32307
Olfr733	5.20554	5.110271	5.031456	5.187537	5.170121	5.037988	5.228102	5.126466
Olfr734	5.381752	5.251519	5.336755	5.368852	5.326164	5.298835	5.332829	5.335775
Olfr735	5.146492	5.080316	5.025655	5.11409	5.045544	5.050176	4.980943	5.225976
Olfr736	5.958769	5.845531	5.62208	5.984502	5.927287	5.667988	5.803987	5.815893
Olfr738	6.409992	6.156122	6.147879	6.267571	6.227886	6.215477	6.217696	6.244256
Olfr739	4.580938	4.606579	4.466443	4.581464	4.621392	4.479314	4.513022	4.5827
Olfr74	4.888874	4.825087	4.866234	4.900931	4.843011	4.749841	4.753768	4.955212
Olfr740	5.639779	5.669143	5.592571	5.643136	5.617252	5.651161	5.720248	5.95522
Olfr741	5.448111	5.436141	5.285249	5.577497	5.361586	5.394841	5.414209	5.475994
Olfr742	4.700125	4.681273	4.728733	4.729404	4.693968	4.625206	4.747514	4.639749
