ID_REF	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
10338001	12.23307	12.31752	12.50488	11.96506	12.04765	12.28841	12.42378	12.0118
10338002	7.912995	7.490538	7.4822	7.911883	7.639487	7.411788	7.523804	7.640077
10338003	10.65602	10.6936	10.87261	10.64347	10.38623	10.6865	10.791	10.43558
10338004	9.250984	9.365472	9.566551	9.165557	9.108837	9.368336	9.434343	8.872787
10338005	4.350971	4.363388	4.384591	4.432431	4.336604	4.404991	4.362749	4.347571
10338006	4.652825	4.652952	4.679297	4.761836	4.619514	4.702809	4.669335	4.640917
10338007	4.93816	4.894302	4.924733	5.079731	4.896933	4.936545	4.942969	4.881494
10338008	5.527858	5.401233	5.36625	5.624776	5.424322	5.37464	5.422822	5.395447
10338009	9.819306	9.297081	9.296378	9.821631	9.500403	9.355621	9.336726	9.661271
10338010	4.416407	4.417615	4.431443	4.483635	4.376117	4.460256	4.421367	4.398898
10338011	7.272786	6.880945	6.886101	7.333853	6.984333	6.891342	6.888493	7.01119
10338012	4.552804	4.562239	4.579863	4.646842	4.525535	4.632673	4.57085	4.53832
10338013	4.196405	4.215315	4.243774	4.26109	4.191601	4.256623	4.216974	4.209666
10338014	4.274676	4.291634	4.305385	4.342992	4.266252	4.338122	4.306367	4.276513
10338015	4.246769	4.261506	4.277277	4.290998	4.223548	4.282107	4.253373	4.241529
10338016	9.123167	8.707621	8.7075	9.080666	8.815484	8.573407	8.691994	8.877138
10338017	12.90317	13.04543	13.13467	12.45504	12.79249	13.10797	13.14293	13.11856
10338018	8.323152	7.878622	7.840529	8.325432	7.993501	7.788764	7.877298	8.068333
10338019	6.786197	6.475305	6.455907	6.768101	6.545024	6.405736	6.483992	6.5496
10338020	9.662035	9.136404	9.12061	9.67316	9.334435	9.129766	9.160883	9.443567
10338021	4.71731	4.70083	4.720747	4.849945	4.676251	4.773618	4.711655	4.690336
10338022	4.668257	4.649599	4.672676	4.721832	4.624707	4.731179	4.668001	4.636323
10338023	5.188305	5.068029	5.081497	5.307389	5.101951	5.125401	5.103444	5.110742
10338024	8.758092	8.279748	8.313602	8.730652	8.452478	8.211622	8.319274	8.489711
10338025	9.307892	9.294446	9.55759	9.301669	9.125928	9.37086	9.342157	8.921583
10338026	13.34626	13.51978	13.58469	12.99062	13.26791	13.53919	13.58072	13.54591
10338027	8.80359	8.282812	8.29426	8.771463	8.444893	8.263668	8.329418	8.53897
10338028	5.976933	5.781777	5.793174	6.050003	5.837584	5.793962	5.796779	5.822932
10338029	10.35267	10.46746	10.67249	10.25383	10.03574	10.58537	10.56528	10.02457
10338030	4.312789	4.327358	4.342318	4.362568	4.304436	4.355945	4.327868	4.3021
10338031	4.207697	4.224983	4.227087	4.251471	4.196017	4.26311	4.216727	4.213877
10338032	4.3057	4.328626	4.35366	4.390506	4.301887	4.370721	4.346049	4.314653
10338033	8.424475	7.942608	7.975576	8.462189	8.082116	7.893072	7.999489	8.147751
10338034	5.131004	5.062744	5.050333	5.232416	5.076763	5.063575	5.068595	5.073184
10338035	9.316257	9.361702	9.602942	9.36268	9.156446	9.368269	9.471901	9.011925
10338036	9.582552	9.732931	10.01142	9.351718	9.394109	9.822062	9.78618	9.116486
10338037	6.040167	6.052204	6.071878	6.622179	6.08435	5.947556	5.939852	6.146211
10338038	4.105173	4.20058	4.13698	4.307622	4.125924	4.220949	4.142962	4.181608
10338039	9.729045	9.189498	9.152131	9.720572	9.388695	9.216281	9.197013	9.553311
10338040	5.898515	5.650451	5.654294	6.011314	5.728914	5.638142	5.708514	5.733508
10338041	11.51837	11.6453	11.90413	11.27169	11.27683	11.71992	11.79324	11.22479
10338042	10.31533	10.47018	10.63056	10.19716	10.08122	10.50655	10.50417	10.07629
10338043	4.176497	4.188576	4.19917	4.230732	4.15862	4.226586	4.198928	4.190917
10338044	12.31098	12.44885	12.62774	12.03911	12.1558	12.38639	12.43413	12.10515
10338045	9.676171	9.102505	9.179602	9.968353	9.347231	9.375475	9.4538	9.658412
10338046	5.617919	5.43959	5.487218	5.671946	5.51853	5.481695	5.507857	5.468809
10338047	9.041472	9.067924	9.159903	12.96112	9.309399	8.792391	8.708497	9.526188
10338048	5.032777	4.957291	4.973894	5.11907	4.95436	5.037266	4.994766	4.948124
10338049	10.06395	9.619919	9.623077	10.07138	9.761553	9.633438	9.640622	9.882297
10338050	4.278558	4.294005	4.313698	4.336384	4.257246	4.337923	4.311795	4.279505
10338051	7.298417	6.91407	6.973009	7.317041	7.04449	6.903007	6.950244	7.089087
10338052	4.852508	4.8324	4.840083	4.939011	4.784513	4.868175	4.808321	4.776904
10338053	9.571587	9.104521	9.062127	9.560483	9.253214	9.049505	9.131786	9.368011
10338054	6.693594	6.368448	6.314892	6.715665	6.413758	6.278336	6.38871	6.485813
10338055	9.270528	8.836014	8.817415	9.24812	8.943079	8.727131	8.820526	9.029019
10338056	5.113754	5.068509	5.057572	5.139114	5.049607	5.037039	5.067245	5.068274
10338057	4.443604	4.459723	4.471566	4.544424	4.423181	4.518862	4.458817	4.437691
10338058	4.158135	4.159013	4.158955	4.233103	4.141116	4.201425	4.162719	4.164026
10338059	13.41188	13.48698	13.58716	13.0576	13.28785	13.45877	13.55447	13.58103
10338060	5.716351	5.647228	5.681345	10.78067	5.70768	5.595586	5.590364	5.804035
10338061	7.970955	7.538091	7.524207	7.970322	7.656762	7.490344	7.609751	7.721069
10338062	9.831225	9.374716	9.370288	9.833037	9.551372	9.332236	9.403193	9.666348
10338064	7.787319	7.964668	8.049119	12.6265	8.131944	7.594546	7.454664	8.390534
10338065	8.998684	9.02476	9.167831	13.49946	9.344975	8.741998	8.606794	9.602358
10338066	6.429855	6.315468	6.388885	12.66782	6.441881	6.184438	6.115121	6.714697
10338067	8.682446	8.751513	8.869256	12.3159	8.999167	8.451249	8.298856	9.251527
10338068	7.867857	7.83238	7.920198	8.51417	8.006932	7.93267	7.695076	7.775595
10338069	6.262471	6.595056	6.638014	6.517444	6.391963	6.750463	7.125479	6.46094
10338070	4.854795	4.848121	4.879709	4.788062	4.901335	5.14156	4.841913	4.805959
10338071	5.214924	5.381923	5.327288	5.532326	5.336505	5.248816	5.309982	5.294017
10338072	5.480771	5.655806	5.58834	5.312942	5.570307	5.528841	5.33142	5.483198
10338073	6.236354	6.016432	5.999626	6.158523	5.909248	5.909582	5.659871	6.400551
10338074	10.26795	10.77929	11.03111	10.54347	11.01548	10.5951	10.57369	10.42057
10338075	7.917936	7.965372	7.949616	8.408689	8.136007	8.121098	7.845662	7.817252
10338076	8.908096	9.153293	9.294121	8.988568	9.407415	9.407375	9.722261	9.076695
10338077	11.25307	11.43	11.41107	11.29231	11.44922	11.41926	11.4117	11.28693
10338078	8.537148	9.058097	9.111281	8.123568	9.124862	8.862288	8.599422	8.05826
10338079	5.646692	5.125508	5.222371	5.509836	5.595141	5.161926	5.32996	5.878806
10338080	6.533972	7.063293	7.454609	6.150654	6.53058	7.183321	6.744171	6.52546
10338081	7.041846	7.103754	6.794358	7.123197	7.367671	6.86211	6.848001	7.348159
10338082	9.065499	9.196012	9.258878	9.350103	9.329261	9.745543	9.542393	9.325296
10338083	5.112408	4.927037	5.442141	4.924097	5.163359	5.051395	4.940179	5.116572
10338084	7.099922	6.872455	6.799165	6.939778	6.800412	6.582396	6.827524	6.916429
10338085	9.073309	9.525826	9.710001	9.954645	9.755599	9.72377	9.754698	9.867887
10338086	9.828055	9.977971	9.999261	9.802199	10.09172	9.411054	9.642298	9.044055
10338087	7.439081	7.747568	7.804008	7.171103	7.30772	7.517234	7.181638	7.355829
10338088	4.703034	4.747488	4.606793	4.687699	4.627405	4.673894	4.837884	4.51487
10338089	5.85297	5.425028	5.335503	5.566887	5.289463	5.352189	5.351601	5.393846
10338090	5.395422	5.845545	5.608645	5.38629	5.653707	5.599951	5.79177	5.569577
10338091	6.317974	5.954369	5.922233	6.175791	6.229376	6.168633	6.442273	6.521334
10338092	8.507162	8.409731	8.182685	8.250275	8.24251	8.307178	8.489719	8.165702
10338093	6.315975	6.046284	5.390949	6.446493	6.320974	5.507259	5.836169	6.56317
10338094	10.5766	10.84782	10.51278	10.67924	10.58265	10.46414	10.65134	10.24221
10338095	11.75681	11.46696	11.67227	11.75056	11.82236	11.28357	11.4579	11.56006
10338096	6.407969	6.685808	6.681696	6.73331	7.031011	6.819621	6.917703	6.965242
10338097	5.330471	4.614334	5.381839	5.398941	4.841693	4.970502	5.293171	4.905544
10338098	8.046902	7.575849	7.468578	7.517538	8.202685	7.971214	8.19394	8.163558
10338099	6.983912	6.469704	6.73581	6.879813	6.762116	6.177176	6.233302	6.879056
10338100	4.424919	4.628438	4.420107	4.504191	4.379765	4.369074	4.377654	4.490886
10338101	8.428325	8.709392	8.658425	8.539053	9.010627	8.845541	8.74849	8.622032
10338102	4.678179	4.711296	4.711296	4.722043	4.575114	4.625206	4.489975	4.625826
10338103	5.626049	6.010183	5.776237	5.234425	6.376833	4.933769	6.685346	5.779677
10338104	9.368966	9.531958	9.407782	8.96981	9.106196	9.277828	9.129195	9.685386
10338105	6.729261	7.723728	7.754761	7.223354	7.077271	7.501433	7.339999	6.335017
10338106	10.11206	9.462633	9.540733	10.29521	9.589348	9.610388	9.325774	9.497808
10338107	8.883258	8.911175	8.375558	7.979386	8.34592	8.315525	8.451297	8.146512
10338108	5.946892	5.934156	5.635006	6.648599	6.068383	5.837729	5.827004	5.650816
10338109	8.851428	9.192883	8.700442	7.142213	8.428007	8.00994	8.295511	7.824246
10338110	5.867759	6.014349	6.063185	5.798169	6.154555	6.583117	6.630741	5.83177
10338111	11.13034	11.21181	11.11368	11.28135	11.1869	11.37671	11.27497	11.06333
10338112	6.538417	6.714902	6.63434	7.085629	6.696701	6.609495	6.493279	6.529601
10338113	5.153177	5.226218	5.182435	5.429487	5.119394	5.439705	5.15154	5.013241
10338114	5.770117	5.701822	5.215202	6.360334	5.683803	5.431036	5.905859	5.870103
10338115	7.853505	7.9761	8.176073	7.163473	7.530461	7.884495	7.49474	7.74473
10338116	10.36159	10.20959	9.995607	10.19348	10.21579	10.15684	9.917253	9.99891
10338117	9.812267	9.90312	9.906535	9.677807	9.942918	9.572524	9.469232	9.744699
10338118	5.256972	5.009509	5.24295	5.072325	5.185893	5.213116	5.412135	5.232465
10338119	7.566113	7.340074	7.055352	6.96424	7.298333	7.403587	7.536554	7.21339
10338120	11.74492	11.89495	11.97455	11.74905	11.94479	11.48325	11.43991	11.7493
10338121	5.682393	5.980423	6.256509	5.467612	6.068658	5.476662	5.345966	5.266575
10338122	5.658114	5.255518	5.444832	5.400231	5.492301	5.382642	5.423747	5.523494
10338123	9.97134	9.61517	9.880421	9.679783	9.966782	9.630513	9.705588	9.572618
10338124	7.971712	7.57844	7.475081	7.654334	7.473752	7.697596	7.229162	7.346334
10338125	5.392759	4.99757	5.593538	5.549763	6.087143	5.469838	5.151664	5.258977
10338126	4.348353	4.410703	4.578735	4.416657	4.311026	4.518744	4.214172	4.342091
10338127	5.735269	5.660853	5.775485	5.820152	5.423345	5.725998	5.802876	5.073088
10338128	9.898067	10.112	10.24599	10.34864	10.10454	10.03935	10.23722	10.10846
10338129	9.438031	9.43441	8.497187	8.428812	8.513	8.26511	7.89087	7.889256
10338130	4.754346	4.755536	4.967772	4.631997	4.843762	4.846192	4.91707	4.72702
10338131	5.477008	5.363684	5.46626	5.733409	5.668902	5.586458	5.522675	5.723769
10338132	4.75608	4.928651	4.92384	5.37938	4.652117	5.034714	4.754694	4.804379
10338133	7.39167	7.413472	7.062465	7.327113	7.136368	6.977779	7.266478	6.702343
10338134	11.59384	11.17078	10.78818	10.92324	11.60084	11.0809	11.83426	11.38017
10338135	8.653512	8.179203	8.126811	8.156657	8.216422	8.183135	8.264475	8.309988
10338136	9.426097	9.001206	9.039819	9.346993	9.310403	9.02002	9.289709	9.506129
10338137	7.146969	7.394354	7.202518	7.257624	6.954767	7.441821	7.529516	8.051235
10338138	10.23083	10.21321	10.19445	10.11907	10.0013	10.0547	10.2041	10.21291
10338139	7.152931	7.059709	7.173763	7.581308	7.69761	7.319122	7.680727	8.098415
10338140	5.324876	5.346019	5.603302	4.912908	5.480452	5.386118	5.423534	5.275838
10338141	6.627173	6.293729	6.109201	6.375447	6.216902	6.752964	6.611804	6.742324
10338142	7.24323	7.19126	7.010592	7.010479	7.01046	7.32572	6.70673	7.217589
10338143	4.443643	4.302139	4.40119	4.191198	4.41612	4.288042	4.248822	4.220611
10338144	8.361882	8.463609	7.873589	7.163059	7.812304	7.669455	7.682284	7.150113
10338145	7.654611	7.74635	7.811424	7.184189	7.535338	8.0338	7.792484	7.729804
10338146	5.809213	6.115129	5.860066	5.906155	6.040509	6.238272	5.142511	6.224948
10338147	12.4743	12.14281	12.07082	11.93823	12.18801	12.014	12.01249	12.06983
10338148	7.937585	8.068454	7.194923	7.533022	7.654387	7.449809	7.015177	7.274497
10338149	5.929409	6.05246	6.369643	5.626065	5.781981	6.608627	6.48419	6.481185
10338150	10.57268	10.3712	10.65563	10.33473	10.71224	9.870584	9.878048	9.560596
10338151	6.326205	6.327563	6.271337	6.377178	6.13778	6.059008	6.677879	6.563807
10338152	6.837913	7.058303	6.958845	6.617269	7.921014	7.304867	7.636284	6.963729
10338153	5.707846	6.132201	6.133992	5.153559	5.729272	6.113001	7.687126	5.815143
10338154	8.243944	7.980577	8.446863	8.212299	7.862267	8.713164	8.145256	8.213503
10338155	8.961587	9.254293	9.311864	8.357797	9.439693	9.292427	9.150615	8.960091
10338156	6.26898	5.676779	5.994581	5.821194	6.37805	6.306528	6.036284	5.39863
10338157	5.915894	6.309953	5.984096	5.098621	6.133638	5.807368	6.485079	5.993771
10338158	5.172766	5.044485	4.986976	5.031441	4.709286	5.504827	4.961481	5.438912
10338159	7.218947	7.159893	7.196474	6.963247	6.940029	7.075761	6.889179	6.872908
10338160	9.156265	9.347501	9.64931	9.660611	9.803176	9.278348	9.460899	8.627128
10338161	9.708292	9.404251	9.471781	9.082666	9.617256	9.454608	9.384191	9.359807
10338162	8.929522	8.508932	8.909539	8.759096	9.095356	9.082173	9.400811	9.358213
10338163	11.02372	11.04708	10.93229	10.896	10.94602	10.86705	10.78609	10.60308
10338164	7.89811	8.266302	8.053523	8.128189	7.501375	7.639334	7.263945	7.7401
10338165	4.981446	5.424595	4.917718	5.148092	4.972765	5.474519	5.258201	5.045756
10338166	10.72699	10.76161	10.64782	10.52233	10.36724	10.39863	10.41352	10.39431
10338167	4.584895	4.609823	4.688977	4.630904	4.893941	4.546732	4.556148	4.517629
10338168	9.077591	9.049009	9.305768	8.116045	9.151225	9.003532	9.271172	8.820682
10338169	6.311412	6.708247	6.810213	6.283306	6.759278	7.133639	7.515815	8.036246
10338170	5.518566	5.499606	5.724076	5.082587	5.205028	5.718192	5.36063	5.719309
10338171	4.694407	4.84068	4.719065	4.485384	4.553513	4.546844	4.621797	4.501925
10338172	7.478712	7.122086	7.374906	6.959666	7.30279	7.210714	7.193277	7.108702
10338173	8.454065	9.597689	9.073471	9.215857	9.760649	9.55148	9.523935	9.699797
10338174	7.686001	7.845813	7.773572	7.611705	7.579096	7.98132	7.671993	7.900482
10338175	4.322755	4.506598	4.444845	4.613391	4.706375	4.58514	4.452936	4.45615
10338176	10.32654	10.05346	10.14604	10.07101	10.29999	10.13373	10.17118	10.13468
10338177	6.795393	7.298736	7.163018	6.077012	6.440924	7.193843	6.706892	6.589308
10338178	7.164393	7.363595	7.673206	7.236428	7.319375	7.813362	7.081756	6.310995
10338179	11.85864	11.9777	11.93972	11.37671	11.64127	11.6953	11.57829	11.4715
10338180	11.14524	11.56586	11.65022	11.38976	11.40868	11.85035	11.76283	11.52062
10338181	4.945136	4.965846	4.791767	4.9705	4.780616	4.901497	4.950082	4.855802
10338182	6.663339	6.99584	6.301828	6.621253	6.929712	6.690805	6.501031	6.53987
10338183	6.454764	7.104287	7.005321	5.960849	6.349572	6.952594	6.29496	6.032358
10338184	6.513595	7.115983	7.251274	7.161852	6.939995	7.225796	7.100267	6.838644
10338185	5.438515	6.729874	6.372608	5.557919	5.865107	6.696821	5.79194	5.763764
10338186	9.225054	9.308073	9.342859	8.832471	9.371174	9.559896	9.965324	9.308465
10338187	8.154329	7.511513	7.660745	8.072976	7.75263	7.94034	7.614389	8.171042
10338188	7.825657	8.11599	7.531361	7.853872	7.990983	7.205662	7.440907	7.528418
10338189	6.894466	6.229635	6.103881	6.938684	6.566153	6.227593	6.273781	6.653081
10338190	6.650558	6.787894	7.112863	6.704831	6.860664	6.723437	6.677463	6.626937
10338191	7.820877	7.896194	7.695346	7.916418	7.810292	7.398606	7.891474	8.317863
10338192	6.496823	6.103463	6.937804	8.044856	6.398219	6.850739	6.753276	6.139987
10338193	8.354005	8.34068	8.840325	8.375955	8.722712	8.755124	8.625745	8.294246
10338194	6.260372	6.063753	6.186757	5.89287	6.113948	5.927726	6.37171	6.039101
10338195	10.23283	9.97851	9.643923	9.400071	9.728387	10.25814	10.29129	10.38043
10338196	10.97341	10.84735	11.09083	10.99006	11.37292	10.98203	11.17979	11.17175
10338197	7.58441	6.980413	6.558235	6.819981	7.504172	6.611536	6.98682	7.03564
10338198	6.619015	7.379791	7.77685	6.425833	7.275481	7.582714	7.273755	7.251069
10338199	5.989988	6.183858	5.98041	5.236048	5.934377	5.900724	6.183589	5.653053
10338200	5.171465	5.391582	5.836146	5.327445	5.917601	6.666889	6.683234	6.715289
10338201	6.512624	6.857239	7.114105	6.650735	6.591722	6.691429	6.547347	6.547957
10338202	9.284019	8.925052	8.379716	9.469913	8.634607	8.054091	8.549239	8.831603
10338203	8.191698	7.696898	7.972351	7.718423	8.185185	7.773767	7.759537	7.883132
10338204	5.62566	6.297997	6.461239	5.727974	6.282116	5.766417	5.708045	5.647921
10338205	8.275808	9.013426	9.117615	7.899546	8.836764	9.041446	8.932619	8.647098
10338206	4.739274	4.662312	4.718757	4.752596	4.604786	4.787487	4.797115	4.722737
10338207	4.169103	4.14712	4.275784	4.286601	4.196207	4.121163	4.138356	4.215154
10338208	8.131133	8.305496	8.263699	7.892837	8.533431	7.898523	8.242795	7.99505
10338209	10.19802	10.15609	10.3169	10.43373	10.28018	10.0524	10.1665	9.622472
10338210	8.613506	8.568729	8.355312	8.728155	8.666134	8.696827	8.721727	8.493694
10338211	6.701222	7.344035	6.997214	7.309897	7.541039	7.196696	7.152103	7.342756
10338212	4.996425	4.985301	4.984246	5.018777	4.855776	4.865781	4.960167	4.974535
10338213	11.58231	11.52854	11.56483	11.71756	11.73	11.63164	11.91301	12.07325
10338214	9.570025	9.164295	8.923347	9.799823	9.540044	9.124345	9.178946	10.0047
10338215	5.43896	5.408149	5.694723	5.934389	5.269883	5.414305	5.477255	5.374344
10338216	9.679338	10.15353	10.12378	9.996532	9.839058	9.777708	10.14487	10.25035
10338217	9.312441	9.343043	9.674874	9.51827	9.618612	10.05792	9.770467	9.472233
10338218	6.733585	6.852245	6.839408	6.495452	6.627864	7.253181	6.777119	6.648646
10338219	8.884096	8.488318	7.725308	8.209472	8.313654	8.894192	8.69575	8.579229
10338220	6.941007	7.406028	7.288599	6.833999	7.033259	7.195992	7.113601	6.847195
10338221	12.0492	11.93772	12.00944	12.19701	12.19199	12.20487	12.19597	12.225
10338222	5.023919	5.49026	5.446717	4.883944	4.95145	5.627409	5.177925	4.83358
10338223	8.183948	8.930763	9.274928	9.029695	8.627594	8.961956	8.793569	8.086692
10338224	10.24949	9.940484	10.08899	10.54499	10.24203	10.26035	9.86727	9.780041
10338225	6.473237	6.337662	5.938199	5.974978	6.108094	6.429117	5.89042	5.972384
10338226	5.816776	5.688227	6.124362	6.081521	5.492683	5.675058	5.665771	5.690136
10338227	6.007605	6.052904	5.931315	5.988049	6.200884	6.320369	6.08856	5.980815
10338228	10.74852	10.67638	10.58961	10.47518	10.3153	10.43762	10.53597	10.48566
10338229	5.549086	5.601898	5.08251	5.170343	5.206961	5.198855	5.571941	5.102476
10338230	4.394629	4.35938	4.567198	4.466909	4.38379	4.383604	4.565515	4.42411
10338231	9.648128	9.633451	9.467555	9.713362	9.193503	9.032735	8.431728	8.86025
10338232	5.753378	5.675577	6.222069	5.967061	6.176572	5.899286	6.716496	5.92346
10338233	5.926223	5.88535	5.848277	6.015996	5.966913	6.17094	6.029948	5.56657
10338234	6.026	6.260396	6.289041	5.659585	6.202648	6.124837	5.861313	6.237026
10338235	5.807927	6.035397	5.952822	6.425896	5.972755	5.887193	5.8452	6.035512
10338236	5.576584	6.042171	6.244693	5.45907	6.214197	5.771547	5.874806	5.843614
10338237	8.795832	8.01475	8.378643	8.971356	8.77002	8.514416	8.5318	8.79646
10338238	5.899209	5.812079	6.085095	5.287354	5.85735	5.813253	5.881388	5.635607
10338239	7.754354	8.047094	7.366201	7.850547	7.947536	7.773185	7.707451	7.986537
10338240	5.544746	5.360252	5.404972	5.477847	5.345971	5.847926	5.346345	5.408401
10338241	5.113478	5.408955	5.390957	5.027127	5.331508	5.818652	5.334439	5.57143
10338242	6.598268	7.440237	7.526513	6.557344	7.180957	6.780573	7.281401	6.093565
10338243	5.826827	5.846451	5.971488	5.664217	5.509039	5.733922	5.522249	5.661008
10338244	11.19035	11.02883	11.01172	11.06268	11.14854	11.23216	11.05357	11.36514
10338245	4.170487	4.160989	4.222986	4.166029	4.177816	4.158062	4.161042	4.190639
10338246	5.253721	5.501402	4.949678	5.965956	5.222302	4.883338	5.169502	5.376158
10338247	5.264113	5.282121	5.081933	4.956508	5.047522	5.106322	5.101426	5.489149
10338248	4.64703	5.040739	4.852705	4.844968	4.897756	5.038098	4.978562	5.068067
10338249	8.434689	8.259729	8.495643	8.539047	8.265216	8.49263	8.500086	8.410977
10338250	7.227416	7.52368	7.264866	7.201324	6.99086	7.659388	7.37951	7.624488
10338251	8.784561	8.98245	9.267564	9.017206	9.282172	9.199606	9.990661	9.043305
10338252	4.702477	5.321609	4.878404	4.768674	5.036619	4.949614	5.040459	4.889411
10338253	6.411373	5.993958	5.986905	6.291007	6.186385	5.481384	6.120503	6.114412
10338254	9.289835	9.42255	9.344305	9.361848	9.333219	9.363561	9.38624	9.465842
10338255	4.450284	4.826698	4.78371	4.344914	4.402816	4.415456	4.412363	4.296437
10338256	6.37347	6.676316	7.054501	5.280947	6.614738	6.312745	5.921775	6.108122
10338257	8.434307	9.084993	8.647504	8.188813	8.718274	8.802749	8.32593	7.934898
10338258	9.982227	10.26501	9.975031	10.02339	9.865991	10.04374	9.904716	9.528736
10338259	4.764854	4.718202	4.770651	4.667594	4.927217	4.617788	4.680665	4.673413
10338260	6.641379	7.077302	6.922947	5.700585	6.170881	5.553438	6.155997	6.023045
10338261	5.269196	5.109509	5.166692	4.953507	4.882735	5.524396	5.015171	4.793605
10338262	4.64522	4.539308	4.520295	4.415058	4.78365	4.712401	4.724065	4.638702
10338263	6.724041	6.687086	6.967876	6.543823	6.771089	7.51401	7.08814	7.010691
10338264	5.888808	5.876069	5.422341	5.239359	5.212245	6.301983	5.62676	5.313288
10338265	7.506931	7.303082	7.332681	7.216398	7.362421	7.276847	7.179637	7.281928
10338266	4.549325	4.460724	4.512506	5.034636	4.599164	4.694665	4.477068	4.510752
10338267	6.945981	6.864805	6.970434	6.449495	6.615311	6.929853	6.96618	6.803403
10338268	6.559712	6.09539	6.254675	6.485964	6.473102	5.69567	5.97565	6.233335
10338269	4.631034	4.747288	4.450601	4.928133	4.884849	4.484644	4.897786	5.492215
10338270	5.313155	5.001171	5.055652	5.45431	5.043766	4.948697	5.148436	5.051219
10338271	5.892962	7.197395	6.577954	6.446597	6.564177	7.562189	6.948212	6.355705
10338272	8.72263	8.480673	8.547143	8.405065	8.07683	8.089803	8.03731	8.636288
10338273	8.914366	9.000503	9.014522	9.095756	8.874022	9.036056	8.96358	8.734184
10338274	7.759498	7.71138	7.144019	7.309966	7.522816	7.684686	7.717226	7.704145
10338275	8.411797	8.018661	7.725964	8.764771	8.250986	7.991292	8.37014	8.18873
10338276	6.119491	6.091824	5.745377	6.060358	5.649128	5.67671	5.820445	5.734803
10338277	9.440252	10.07309	10.19032	10.36584	9.916074	9.727476	10.18756	9.77632
10338278	4.886438	4.953273	4.679426	5.553943	5.003113	5.387339	5.205941	4.985693
10338279	5.965482	6.015168	6.115244	5.667255	5.929062	5.217199	5.100135	5.877769
10338280	9.549101	9.83065	9.700865	9.744794	9.642075	10.07025	9.758792	9.659632
10338281	7.52383	7.353007	7.122826	7.4118	7.287331	7.986757	7.787363	8.017207
10338282	9.986254	9.874483	9.611475	9.448308	9.835984	9.677592	9.85942	10.24359
10338283	11.0885	10.70994	10.98883	11.12928	11.16467	11.04417	10.73573	10.99873
10338284	6.264936	6.136186	6.061358	6.098951	6.377174	6.201638	6.53568	6.00598
10338285	6.169528	6.442653	6.29017	6.194929	6.223414	6.844976	6.361237	6.338963
10338286	9.258201	10.17037	9.942356	9.772949	10.02981	9.330137	9.494308	8.988221
10338287	7.22362	8.222731	8.657423	7.77822	7.511742	8.815756	8.457042	7.822797
10338288	6.278464	6.663597	6.652394	6.374053	6.157611	6.252532	6.343335	5.899273
10338289	6.994832	7.870327	8.047333	7.131032	6.947019	7.578672	6.795304	7.306919
10338290	8.400664	8.148991	8.351631	7.752913	8.30829	8.05675	8.142912	7.964315
10338291	6.896325	7.093179	6.809313	5.996706	6.04633	6.560261	6.241738	5.801675
10338292	10.51896	10.56664	10.83689	10.89359	11.15504	10.82428	10.60715	10.65951
10338293	6.360702	6.69477	6.50721	5.858813	6.439268	6.856513	6.163314	6.37892
10338294	8.825508	8.585292	8.372022	8.861564	8.489521	8.897021	8.543668	8.575215
10338295	9.071594	9.167841	9.482621	9.834924	9.799151	9.741281	9.732985	9.878049
10338296	6.36774	6.179482	6.396902	5.862526	6.339421	6.58847	6.341516	5.986484
10338297	8.126368	8.194804	7.856686	8.012179	8.331573	7.850179	8.500062	7.53592
10338298	11.71018	11.93037	11.9317	11.81367	12.02998	11.96947	12.13287	12.18787
10338299	6.237921	6.057598	6.30558	6.296258	6.079946	5.994606	6.304878	6.413694
10338300	7.730618	7.335401	7.497654	7.537083	7.099548	7.512252	7.380147	7.369864
10338301	4.888849	5.011711	4.831142	4.542961	4.726136	4.989202	4.850056	4.863059
10338302	6.317112	6.952	7.185236	6.93243	7.079256	7.152462	6.563676	6.368159
10338303	4.800721	4.79239	5.311837	4.581751	4.730851	5.204444	5.229069	4.679047
10338304	5.779162	5.950349	6.30399	5.352249	5.767891	6.493204	6.377091	5.952906
10338305	7.596533	7.062613	6.598426	6.485118	6.577982	6.803687	6.544235	6.004757
10338306	9.704365	9.955882	9.883591	9.785736	9.949764	9.651517	9.496296	9.29055
10338307	7.137737	7.020499	7.162522	6.252018	6.907678	7.439044	6.899338	6.414797
10338308	7.665944	7.733381	8.425434	8.207389	8.441792	8.167783	7.964346	7.111577
10338309	4.644748	4.492232	4.666886	4.729181	4.746029	4.724878	4.590871	4.54671
10338310	7.58287	7.24658	7.432932	7.267127	7.28346	7.443535	7.415314	7.372835
10338311	10.47106	10.04839	9.739212	9.655	9.653439	9.216746	9.342096	9.550261
10338312	7.026539	5.527108	5.617131	6.031049	6.521018	6.463731	7.020231	6.440117
10338313	4.860024	5.055572	4.984378	4.672544	4.84108	5.219751	5.33656	5.233072
10338314	8.368126	8.374562	8.211144	8.269516	7.983188	7.745549	7.733992	8.24833
10338315	10.89413	10.90758	11.19424	11.38057	11.38666	11.42008	11.36505	11.2335
10338316	7.275504	7.180988	7.996454	7.354948	7.5574	7.119449	7.36881	7.110169
10338317	11.6342	11.48338	11.65745	10.82035	11.65864	11.55818	11.70224	11.52528
10338318	7.498062	7.870242	7.485059	7.003649	7.887143	7.732962	7.881144	7.155158
