ID_REF	GSM2229013	GSM2229014	GSM2229015	GSM2229016	GSM2229017	GSM2229018	GSM2229019	GSM2229020
10481634	8.10088	8.147991	8.172248	8.310898	8.253624	8.230642	7.930075	8.045939
10481649	6.193083	6.158106	6.126124	6.219738	6.165983	6.025847	6.209121	6.154338
10481654	8.32963	8.166394	8.29199	8.539486	8.413278	8.725516	8.656068	8.573793
10481670	10.57983	10.42729	10.5086	10.38375	10.42573	10.47089	10.43376	10.40577
10481678	6.086058	5.983562	5.998955	6.121943	5.949371	6.002705	6.024015	6.029789
10481682	6.729915	6.591677	6.566239	6.731094	6.644516	6.293338	6.472831	6.577987
10481700	7.201273	6.949378	6.752225	7.231733	7.077396	7.058668	7.09241	7.097513
10481711	8.398558	8.295001	8.565903	8.830128	8.636239	8.97151	9.060929	8.853839
10481734	8.481835	8.437637	8.457022	8.532193	8.550356	8.533133	8.538923	8.583253
10481759	8.273027	8.075377	8.151669	8.231354	8.154914	8.020423	8.074841	8.244974
10481772	7.776387	7.505277	7.375466	7.470934	7.261914	7.498257	7.482052	7.656642
10481804	8.090725	8.170926	8.247018	8.233617	7.866608	9.339498	8.699713	9.169952
10481827	8.646302	8.627208	8.980616	9.046831	8.970889	8.606462	8.491551	8.706773
10481830	9.22726	9.287621	9.470775	9.299214	9.408202	9.106201	9.041212	8.887164
10481835	8.501286	8.231907	8.086822	8.258531	8.225622	7.922787	8.246425	8.345972
10481845	7.731072	7.937112	7.973403	7.421272	7.550584	8.482879	8.434402	8.328192
10481857	9.470941	9.543471	9.780972	9.817207	9.86819	9.539674	9.26535	8.924838
10481868	11.43749	11.70893	11.77234	11.21416	11.60636	11.76561	11.6495	11.49385
10481870	10.28028	10.31401	10.20497	10.24663	10.30122	10.08922	10.06195	10.13059
10481900	8.368279	8.327723	8.323959	8.559973	8.452929	8.301744	8.148273	8.20343
10481909	9.592953	9.818721	9.991153	10.01329	9.991844	10.04534	9.99254	9.966434
10481920	9.523638	9.69913	9.674094	9.470977	9.635661	9.714148	9.437039	9.356674
10481931	7.560855	7.834104	7.497161	7.22616	7.366843	6.99886	7.172235	7.177362
10481949	7.32499	7.273415	7.056711	7.084808	6.92657	7.161773	6.974505	6.97693
10481962	5.878545	5.873759	5.789001	5.945786	5.875732	5.680414	5.806963	5.900356
10482004	5.721328	5.716991	5.896282	5.672832	5.53621	5.693694	5.67893	5.660479
10482017	11.08739	10.99459	11.17274	11.11169	11.17782	11.09083	11.11909	11.09121
10482030	9.931124	10.03015	10.22206	10.89612	10.51443	10.32401	10.31732	10.09211
10482045	5.106277	5.0261	5.151585	5.057273	5.102491	5.126855	5.046493	5.260946
10482052	4.896169	4.844463	4.916044	4.813467	4.77099	4.842058	4.776549	4.841693
10482059	9.64278	9.577522	9.520901	9.810335	9.856956	10.36415	10.37669	10.01918
10482073	10.10999	10.0074	10.05805	9.942142	9.985199	9.635193	9.79196	9.980172
10482075	7.671375	7.518462	7.480618	7.571318	7.591204	7.604419	7.599852	7.730231
10482089	10.57688	10.45313	10.53829	10.58495	10.58343	10.79827	10.63634	10.84691
10482095	7.832383	7.616695	7.610066	7.952917	7.769259	7.673714	7.702323	7.930369
10482109	10.48621	10.20409	10.00303	9.904077	9.981447	10.03259	9.795444	9.890571
10482117	5.483118	5.494753	5.391943	5.472138	5.671126	5.428745	5.618801	5.640809
10482119	11.13449	11.1837	11.33087	10.69808	11.13983	10.97034	10.94084	10.8991
10482121	5.418604	5.374206	5.300442	5.427443	5.306082	5.290181	5.3572	5.376954
10482123	5.517489	5.3572	5.30395	5.565051	5.394024	5.245998	5.412968	5.391276
10482125	5.162475	5.158569	5.188955	5.214382	5.183521	5.058149	5.200584	5.132868
10482127	5.130751	5.044219	5.033258	5.190756	5.193501	5.080861	5.092666	5.067299
10482129	6.024456	5.83724	5.850466	5.910199	5.82825	5.889511	5.815989	5.963232
10482131	5.183657	5.2538	5.195652	5.460637	5.284435	5.178088	5.367188	5.24578
10482133	5.401213	5.332403	5.539777	5.337037	5.433236	5.314138	5.533045	5.358137
10482135	6.121165	6.271715	6.066894	6.247299	6.152373	5.975326	6.230531	6.334862
10482137	5.073491	5.087982	4.983858	5.035253	5.038531	4.974296	4.996169	5.018803
10482139	9.085837	9.23778	9.195461	9.07943	9.208928	9.21236	9.103308	9.152499
10482144	10.60124	10.7058	10.58018	10.36951	10.60494	10.63756	10.5261	10.50279
10482167	8.510092	8.719148	8.830409	8.695492	8.719857	8.826376	8.682923	8.566521
10482172	8.691868	8.897289	8.613229	8.245307	8.591352	8.791945	8.539976	8.607581
10482177	10.00372	10.30143	9.931622	9.227425	9.698491	10.02136	9.815977	9.766971
10482181	9.078267	9.306475	8.926643	8.258909	8.610353	8.815017	8.44086	8.308643
10482200	9.501765	9.632616	9.845405	9.656607	9.634357	9.86793	9.750767	9.658379
10482229	10.35244	10.3022	10.37866	10.11046	10.17279	10.14723	10.08465	10.2488
10482237	7.534016	7.380626	7.291217	7.591017	7.374103	7.090539	7.398419	7.399935
10482249	8.833657	8.803186	8.647614	8.472301	8.425499	8.512259	8.616977	8.536821
10482267	12.85257	12.87493	12.83423	12.45901	12.80157	12.71581	12.77691	12.59484
10482273	9.360058	9.50303	9.653362	9.476506	9.755395	9.46524	9.246821	9.14588
10482301	8.304485	8.581408	8.626156	7.794084	8.206454	8.661934	8.553429	8.571712
10482323	9.960651	10.53328	10.70561	10.40399	10.47448	10.77312	10.73638	10.3453
10482330	10.77056	10.61988	10.52727	10.37601	10.46057	10.419	10.18002	10.09689
10482334	6.478539	6.717962	6.43924	6.524746	6.502898	6.409873	6.487598	6.309382
10482336	5.682953	5.668219	5.630968	5.726037	5.594776	5.565097	5.636463	5.655104
10482432	12.96645	12.88599	12.88892	12.88625	12.99104	13.18937	13.33781	13.31856
10482434	7.677767	7.96274	8.240565	7.88996	7.852524	8.532099	8.704363	8.119133
10482448	8.675037	9.255352	10.27127	10.46978	10.61701	10.47921	10.65775	10.47219
10482467	8.508869	8.778244	8.726151	8.229771	8.572653	8.825386	8.467653	8.388272
10482484	4.683581	4.730517	4.676098	4.587523	4.654541	4.698183	4.622527	4.656566
10482486	9.347835	9.310742	9.302771	9.389721	9.291468	9.334046	9.079785	9.209429
10482496	6.85204	7.191276	7.090196	6.763761	7.121531	6.794262	6.861924	6.670209
10482500	10.19732	10.01815	9.520102	9.192875	9.212098	9.784893	9.774426	9.395527
10482507	12.63818	12.63768	12.73767	12.33163	12.8744	12.29626	12.24577	12.40265
10482509	8.16968	8.381676	8.348257	8.546442	8.548944	8.661739	8.498271	8.518624
10482517	7.424054	7.786099	7.74602	7.746546	7.686255	7.993074	7.736141	7.695455
10482528	11.18784	11.46817	11.76169	11.72285	11.74545	12.84902	12.92686	12.82422
10482687	10.23501	10.46793	10.70508	10.33584	10.65474	10.13084	10.02763	10.03856
10482695	7.227392	7.234836	7.254632	6.900753	6.94317	6.772881	6.847354	6.712026
10482712	10.54237	10.57935	10.65827	10.81288	10.73697	10.45456	10.31898	10.34462
10482731	10.07051	10.32698	10.29255	9.963633	10.01801	9.84939	9.709011	9.480192
10482757	5.434478	5.402032	5.545271	5.344487	5.398182	5.200521	5.361456	5.53811
10482762	10.07224	10.75896	11.07934	10.82294	11.04353	10.08747	10.02561	10.13302
10482766	7.270494	6.931977	6.83991	7.002478	6.929304	6.632669	6.802452	7.025756
10482772	7.843576	8.05894	8.019143	8.956503	8.479349	9.211111	8.488568	8.328156
10482788	6.471441	6.313794	6.18321	6.576493	6.139784	6.003032	6.356423	6.418908
10482791	7.765715	7.582362	7.574446	7.515651	7.552684	7.374215	7.586809	7.584626
10482793	7.196788	7.102146	6.983374	7.291819	6.901996	7.027076	7.003502	7.027133
10482795	5.615985	5.512958	5.489342	5.673435	5.406839	5.422301	5.494212	5.4696
10482802	8.015834	7.849011	8.776955	8.203507	8.017029	8.438826	8.138494	7.984409
10482814	6.485241	6.760318	6.57422	6.94711	6.920452	8.069964	8.331748	8.137224
10482824	9.455627	9.438841	9.207796	9.429091	9.2577	9.245282	9.185984	9.150028
10482846	6.008153	6.013659	5.995015	6.059494	6.046716	5.885719	6.061374	6.027519
10482863	5.695798	5.62163	5.62673	5.768272	5.65343	5.777844	5.691175	5.879562
10482866	6.746287	6.583339	6.35918	6.623025	6.595976	6.547749	6.670221	6.65542
10482868	8.652177	8.808398	8.817909	8.805806	8.739494	8.968719	8.895281	8.796477
10482880	9.907707	10.06654	9.846621	9.313194	9.555567	9.95396	9.945989	9.741314
10482918	8.465096	8.712577	8.145828	7.874559	8.231009	8.564508	8.115209	7.898171
10482920	7.187917	7.349904	8.548468	8.726819	8.592545	8.619095	8.783811	8.825101
10482929	8.107361	7.891818	7.989936	7.59198	7.555639	7.755496	7.506867	7.775274
10482968	7.779464	7.891084	8.92341	8.049411	8.582327	8.713799	9.740894	9.285792
10483000	9.107265	9.229658	9.267019	9.295853	8.717722	8.93868	8.534349	8.950516
10483023	10.38935	10.66311	10.77035	10.8806	10.58615	10.23318	10.44417	10.49475
10483025	10.47108	10.59509	10.74125	10.88984	10.63137	10.36321	10.4658	10.35134
10483043	5.1676	5.109041	5.097153	5.208285	5.177312	5.08129	5.168336	5.123477
10483046	10.03756	10.20432	9.768011	9.378983	9.579489	10.46398	10.19848	9.890409
10483074	6.053598	5.813566	5.959538	5.980735	5.888742	5.758392	5.920494	5.993158
10483081	7.299376	8.523973	7.474537	6.573279	6.834613	8.878971	7.886595	7.822461
10483110	8.99847	10.03997	9.747456	9.31911	9.629716	9.276798	9.143347	9.192047
10483131	5.636118	5.589083	5.556984	5.570022	5.581076	5.579736	5.601344	5.719458
10483148	6.385465	6.191765	6.175753	6.199809	6.217893	6.175104	6.28376	6.203044
10483150	5.302097	5.375645	5.250641	5.487592	5.390053	5.869215	5.911119	5.66678
10483157	6.418715	6.315988	6.114575	6.356975	6.340646	6.220723	6.46531	6.678859
10483161	5.465978	5.503867	5.818889	5.40437	5.618288	5.602899	5.867039	5.718043
10483163	7.918858	7.827483	7.807393	7.517749	7.818702	8.641489	8.998093	8.801088
10483178	10.66362	10.6122	10.28829	10.29656	10.08559	10.16854	10.26724	10.03074
10483199	5.535131	5.4762	5.525978	5.620759	5.591025	5.769271	5.662874	5.776892
10483215	6.524497	6.38288	6.500885	6.729367	6.534262	6.730447	6.898545	6.979536
10483228	5.670342	5.512348	5.806158	5.935758	5.492016	5.849731	5.969718	5.876523
10483246	5.457719	5.492667	5.455157	5.494971	5.477026	5.423321	5.488331	5.485137
10483249	8.977293	8.897924	8.716595	9.067284	8.723425	8.187145	7.959225	7.96662
10483264	7.173766	7.336289	7.126129	7.481731	7.307185	7.785974	7.490746	7.512804
10483299	5.109495	5.053952	4.988272	5.360792	5.116563	5.140758	5.194667	5.103564
10483322	6.087001	5.889191	5.87994	5.949453	5.945314	5.850603	6.014111	5.960209
10483324	4.894231	4.900427	4.975101	4.948968	4.985262	4.863412	5.077596	4.829704
10483326	5.997626	5.885006	5.916587	5.933166	5.905068	5.769807	6.01499	6.017568
10483353	7.963703	8.350608	9.382061	9.307468	9.235081	10.20135	10.36657	10.1796
10483379	4.501255	4.49149	4.501658	4.438868	4.461253	4.628837	4.526107	4.532446
10483381	9.488445	9.056412	8.510571	8.389541	8.222683	9.104006	8.887642	8.90132
10483401	7.708891	8.422585	8.354861	7.596605	8.030158	6.756401	6.590366	6.664047
10483410	5.861154	5.577243	5.372917	5.855969	5.455439	5.366282	5.365879	5.449284
10483439	6.388397	6.250394	6.120243	6.24761	6.233386	6.058071	6.737206	6.599052
10483521	7.607959	7.951334	7.863445	7.713441	7.780308	8.333239	8.012887	8.120588
10483536	6.204455	6.10054	6.051633	5.916339	5.955448	6.308436	6.245057	5.961884
10483546	5.46185	5.51781	5.786425	5.486857	5.392724	5.174294	5.319702	4.98486
10483548	7.704416	7.909439	7.856177	7.436745	7.615726	7.912705	7.779656	7.440827
10483559	6.425196	6.378498	6.360661	6.502637	6.362756	6.372873	6.576973	6.525137
10483561	7.991638	7.63012	7.417925	7.78368	7.753633	7.632233	8.014611	8.10045
10483563	9.791869	10.06926	10.05503	9.540613	9.774019	9.673428	9.717387	9.5433
10483584	8.368264	8.640093	8.439342	8.369925	8.241764	8.193859	8.11379	8.265734
10483604	10.47918	10.73912	10.99439	10.98098	10.95706	11.55532	11.55421	11.50849
10483624	6.061747	5.920773	5.575724	5.578798	5.629639	5.582856	5.550355	5.627059
10483626	8.590955	8.408798	8.384833	7.418784	7.449374	7.160516	7.354449	7.408496
10483631	7.073469	7.011883	6.84181	6.953397	6.882421	6.893495	6.837099	7.162351
10483633	10.42743	10.53012	10.59742	10.30028	10.55539	10.62213	10.53731	10.54091
10483646	8.797935	8.644188	8.530888	9.045782	8.825244	8.769891	8.851656	8.852805
10483648	9.529026	9.694716	9.787294	9.68077	9.569604	9.661016	9.420574	9.305244
10483665	8.677279	8.158769	8.20544	8.478801	8.318734	8.129903	8.354084	8.489102
10483667	8.141943	8.151579	8.358376	7.830211	8.129154	8.412767	8.306838	7.980244
10483679	9.522932	9.138157	9.498477	9.098183	9.385139	9.736048	9.837941	9.525647
10483698	8.402553	8.247382	8.831588	8.889618	8.858994	9.0853	9.173281	9.16609
10483706	7.193636	7.279774	7.447708	7.901816	7.59306	7.915706	7.847404	8.298906
10483719	5.881812	5.982466	6.296783	6.435964	6.291316	6.841067	6.675608	6.591849
10483737	10.4191	10.43092	10.53811	10.14235	10.49544	10.76112	10.72883	10.44236
10483756	11.70952	11.60696	11.65263	11.71095	11.75084	11.64361	11.58728	11.82786
10483761	5.541469	5.497663	5.511289	5.482318	5.53339	5.568274	5.585663	5.66279
10483766	5.979186	5.991785	5.86826	6.063763	6.105625	5.868824	6.06492	6.093728
10483768	6.144371	6.017968	6.007122	6.141325	6.077816	5.833511	6.079371	6.092631
10483770	8.731024	8.931589	8.98578	8.322255	8.860062	9.458239	9.271041	9.054873
10483786	10.36451	10.44854	10.64953	10.40638	10.65093	10.78131	10.5489	10.81327
10483789	7.983498	7.774979	7.685554	7.893609	7.800392	7.674274	7.799221	7.925096
10483797	7.130348	6.834397	7.015035	6.68751	6.858755	7.065628	7.307233	7.18578
10483800	6.111524	6.197547	6.337932	6.203556	6.305647	6.260606	6.388083	6.419098
10483803	5.713154	5.379078	5.459373	5.522428	5.481361	5.487288	5.450839	5.504312
10483806	13.70244	13.75196	13.7731	13.23344	13.71483	13.67189	13.75298	13.63858
10483809	10.66608	10.82304	10.78834	11.02266	11.11111	11.21676	11.31331	11.02218
10483817	8.74982	8.610804	8.829304	8.959214	9.12863	9.099615	9.054282	8.905401
10483819	5.979069	6.283168	6.331629	5.716264	6.128606	6.341235	6.176826	6.252964
10483822	7.838347	8.006946	8.159089	7.626123	8.143696	8.173315	8.172686	8.225213
10483824	6.317743	6.576373	6.119382	6.066554	6.281413	6.312047	6.298925	6.393175
10483828	7.256134	7.081674	7.128511	7.202294	6.975782	7.272072	7.453246	7.62347
10483851	5.091356	5.021701	5.094899	5.09129	5.041564	4.983098	5.082815	4.98366
10483856	7.336006	7.460826	7.86632	7.609581	7.902906	8.030554	8.102432	7.744576
10483865	8.332478	9.102205	10.10028	9.88793	10.20348	10.32955	10.69967	11.09527
10483871	11.35909	11.61197	11.65434	11.67885	11.7657	13.06667	13.06952	12.96614
10484190	11.75296	12.02999	9.810941	10.83872	11.48154	13.11958	13.16203	12.99058
10484195	7.544207	7.709262	7.673978	8.166401	8.00174	9.641023	9.519774	9.103799
10484197	7.423652	7.721579	7.690342	8.140731	7.707884	8.484714	8.318586	8.447513
10484201	6.575419	7.191142	7.21511	7.195408	7.110506	7.677812	7.84802	7.749846
10484203	6.934951	6.978112	7.054699	7.476401	7.069936	7.436969	7.478633	7.448041
10484205	5.176136	5.310794	5.272579	5.499313	5.327518	5.462479	5.39541	5.402135
10484207	7.179585	7.309226	7.489033	7.635779	7.578145	8.092031	7.78342	7.968748
10484227	6.871029	7.358246	7.930401	8.47769	8.03701	8.056325	7.745202	7.878274
10484237	7.943258	7.708093	8.484324	8.263342	8.707685	8.56039	8.508529	8.468185
10484249	8.432035	8.55054	8.774108	8.48762	8.537493	8.480661	8.540788	8.449212
10484256	6.375331	6.26514	6.021864	5.961876	6.054018	6.049532	5.842039	5.808479
10484258	6.114822	6.125814	6.0036	5.999048	6.107649	5.901216	6.035098	6.362203
10484261	6.140567	6.096437	6.375901	6.385788	6.110459	6.173698	6.396003	6.302012
10484276	4.979794	5.003396	5.008881	5.067055	5.007729	4.975801	5.178013	5.063803
10484283	6.71522	6.747453	7.184445	7.511302	7.049047	7.503835	7.596628	7.426682
10484307	6.617503	7.187798	7.17012	6.487003	6.907538	8.107409	8.699131	9.124527
10484318	11.00478	11.14769	11.15529	10.85198	11.12862	11.00325	10.98074	11.04532
10484351	12.97017	13.22154	13.19066	12.64823	13.13266	12.9508	13.13099	12.82552
10484353	6.45084	6.344481	6.399514	6.460561	6.178792	6.153723	6.319148	6.316444
10484355	5.465978	5.503867	5.818889	5.40437	5.618288	5.602899	5.867039	5.718043
10484357	12.11	12.15316	12.22125	11.77063	12.1273	12.18815	12.06365	12.14589
10484361	5.906439	5.604341	5.607539	5.684917	5.523919	5.46178	5.698453	5.549789
10484371	8.471127	8.664341	9.154361	9.292227	9.267648	10.25167	10.14035	10.16631
10484389	7.579877	8.094958	8.620529	9.047166	8.842117	9.137807	8.845293	9.017021
10484402	11.34577	11.39735	11.38078	11.08828	11.24499	11.3878	11.17735	11.1909
10484425	8.291849	8.252753	8.353144	8.142966	8.335805	7.940134	8.111255	8.012005
10484431	9.963863	10.22165	10.32003	10.02573	10.23883	10.49668	10.23712	10.34942
10484440	11.8676	11.83143	11.63284	11.37061	11.47853	11.26841	11.16346	11.19077
10484457	7.763489	7.867406	7.912891	7.938165	8.029275	7.856318	7.635772	7.711413
10484461	4.867236	4.872335	4.952195	5.108771	4.823779	4.827781	4.932805	4.934543
10484463	11.31268	11.29329	11.88131	11.8651	12.09022	12.66074	12.91982	12.91873
10484472	8.121151	7.992507	7.988226	8.130882	8.047977	8.696444	8.947643	9.076557
10484482	8.627881	8.168127	8.164406	8.401251	8.40786	8.018083	8.341296	8.473599
10484486	6.651753	6.375669	6.483137	6.443045	6.337718	6.509995	6.62971	6.511513
10484488	6.054433	5.967848	5.802035	5.958725	5.877764	6.101462	5.99601	6.1066
10484503	6.353124	6.30521	6.209819	6.066248	6.217376	6.262352	6.213576	6.220633
10484508	5.260704	5.501156	5.200407	5.325316	5.308331	5.355227	5.463749	5.306149
10484510	5.217629	5.137455	4.997284	5.191585	5.062889	5.008607	5.212254	5.116372
10484512	4.977281	5.044525	5.02277	5.132964	4.995028	4.922472	4.91824	4.976208
10484514	4.854246	4.803739	4.861698	4.836004	5.019497	4.81603	5.179587	4.853466
10484516	4.815086	4.815049	4.8047	4.743547	4.784534	4.726192	4.759194	4.757571
10484518	4.783481	4.756248	4.732362	4.789697	4.752966	4.749666	4.801985	4.769991
10484520	11.34534	11.43008	11.50017	10.91392	11.21579	10.97515	11.10123	10.99186
10484535	4.910154	4.941462	4.884379	4.945978	4.850151	4.989498	4.869898	4.832671
10484537	4.636877	4.607875	4.628283	4.51885	4.548266	4.596515	4.602174	4.593813
10484539	5.450315	5.491859	5.324977	5.319854	5.371345	5.316875	5.449782	5.406794
10484541	4.874171	4.944433	4.775516	4.964808	4.892183	4.899344	4.865743	4.970344
10484543	5.162475	5.092939	5.123557	5.113255	4.994423	5.022728	5.138491	5.107875
10484545	5.409375	5.328527	5.305196	5.508207	5.375662	5.278321	5.335804	5.379897
10484547	6.070616	6.127332	5.977338	6.140241	6.036229	6.017206	6.085134	6.219527
10484549	5.612824	5.6574	5.525741	5.58707	5.591609	5.676533	5.668326	5.6104
10484551	4.709757	4.697611	4.664907	4.715509	4.601465	4.691658	4.751928	4.669348
10484553	5.734389	5.663009	5.565914	5.494448	5.579891	5.434288	5.540485	5.60313
10484555	4.786397	4.942834	4.818248	4.753474	4.746777	4.804874	4.820396	4.906903
10484557	4.443104	4.443104	4.387533	4.631347	4.445183	4.549184	4.476077	4.4585
10484559	5.6989	5.692204	5.471868	5.489033	5.584351	5.366403	5.620051	5.66462
10484561	6.204106	6.10444	5.986537	6.060695	6.155168	6.10632	6.03085	6.109851
10484563	5.696031	5.479931	5.446717	5.417184	5.514804	5.509455	5.592525	5.658412
10484565	5.049084	5.003552	5.017601	5.330115	5.054879	5.029228	5.078547	5.060266
10484567	5.469883	5.453607	5.382191	5.590015	5.385541	5.471165	5.547626	5.455112
10484569	4.993593	5.03916	4.918582	5.067289	4.938403	4.780489	4.841079	5.044398
10484571	4.831448	4.861583	4.80744	4.946073	4.848568	4.826204	4.845655	4.887138
10484573	4.440887	4.455774	4.403057	4.519979	4.433777	4.441205	4.405628	4.387371
10484575	5.0747	4.958842	5.003132	5.051264	5.00897	5.038925	5.135467	5.048053
10484577	4.608147	4.683929	4.756455	4.469826	4.618614	4.650858	4.504304	4.500118
10484579	4.363248	4.278234	4.446877	4.52496	4.358108	4.526965	4.344842	4.426003
10484581	5.220658	5.218969	5.219114	5.37226	5.178604	5.213541	5.127893	5.204032
10484584	6.110621	6.084716	6.16363	6.291062	6.136751	6.143837	6.045087	6.17476
10484586	5.245682	5.141432	4.996783	5.400367	5.008058	5.020782	4.990462	5.196207
10484588	5.076753	4.788561	4.939724	4.928578	4.935478	4.892758	4.890688	4.940929
10484590	5.226247	5.389336	5.181351	5.228642	5.207175	5.11898	5.266503	5.300468
10484592	4.665771	4.633445	4.629033	4.53933	4.705581	4.606881	4.626437	4.651776
10484594	4.793925	4.819346	4.762234	4.887682	4.849608	4.781146	4.80313	4.804574
10484596	4.798521	4.867156	4.763673	4.761641	4.694432	4.662353	4.636056	4.914793
10484598	4.565797	4.508799	4.55334	4.698755	4.509622	4.610332	4.537204	4.529717
10484600	5.624285	5.452284	5.441652	5.567906	5.400407	5.509797	5.611595	5.713819
10484602	4.838535	4.861792	4.775077	4.905731	4.81937	4.955708	4.862281	4.891876
10484604	4.655202	4.570451	4.65108	4.775258	4.695686	4.726465	4.737661	4.716831
10484606	4.657249	4.616083	4.567908	4.657852	4.546392	4.555045	4.569207	4.591976
10484608	4.672652	4.631106	4.662827	4.748683	4.585459	4.794988	4.796269	4.738523
10484610	5.383779	5.310647	5.2596	5.379326	5.264564	5.269602	5.34258	5.376475
10484612	4.899504	4.880652	4.857424	5.12783	4.835056	4.828153	4.887572	4.925808
10484614	4.529113	4.729183	4.642601	4.754141	4.593146	4.661608	4.673604	4.627151
10484616	4.575901	4.519165	4.516438	4.618902	4.577672	4.59099	4.665076	4.600791
10484618	4.864664	4.979215	4.86238	5.130719	4.879052	4.891788	4.912711	4.892705
10484620	4.332668	4.337416	4.341237	4.431229	4.356558	4.399629	4.329606	4.319456
10484622	5.141004	5.268045	5.064369	5.607757	5.462137	4.915208	5.432318	5.13188
10484624	5.284103	5.251124	5.224789	5.38905	5.262532	5.307792	5.39655	5.234609
10484626	5.028428	5.041991	4.983327	5.127893	5.104506	5.101147	5.04712	4.989779
10484628	5.294135	5.062901	4.966116	5.096547	5.123868	4.908457	5.22438	5.252857
10484630	5.161532	5.106844	5.069465	5.113172	5.088141	5.126846	5.042326	5.132497
10484632	4.879766	4.798997	4.783463	4.863506	4.814235	4.812362	4.852368	4.835908
10484634	4.827582	4.864277	4.718175	4.957722	4.846364	4.816584	4.970143	4.87021
10484636	4.958526	4.989947	4.920598	5.045496	4.922494	4.912076	4.947273	4.95164
10484638	4.766354	4.803511	4.732662	4.854433	4.707306	4.771448	4.75378	4.767226
10484640	5.172605	5.137758	5.16184	5.069277	5.132607	5.159475	5.193832	5.186821
10484642	4.925898	4.921253	4.902892	4.994566	4.818014	4.905595	4.904261	4.827264
10484644	5.380422	5.319452	5.278924	5.547649	5.298735	5.173265	5.222688	5.342167
10484646	5.409229	5.41806	5.281088	5.244905	5.315025	5.336392	5.299995	5.378758
10484648	5.428135	5.344232	5.263232	5.282958	5.288459	5.236163	5.284424	5.360874
10484650	5.619884	5.496315	5.364889	5.303786	5.519643	5.44845	5.575148	5.581063
10484652	5.000735	4.869625	4.850241	4.899863	4.974175	4.826718	5.128622	4.882095
10484654	4.846148	4.810161	4.743924	4.809319	4.759754	4.754777	4.737704	4.726362
10484658	5.000425	4.895454	4.875914	4.980495	4.874658	4.987847	4.976095	4.912219
10484660	4.599216	4.640374	4.552926	4.69838	4.59851	4.640407	4.580916	4.558575
10484662	5.169408	4.934067	5.094099	5.077106	4.974685	4.855044	4.930091	4.932038
10484664	5.003707	5.001845	4.949711	5.047693	4.996062	5.036428	5.124076	5.067607
10484667	5.954003	5.819631	5.790093	5.895897	5.819009	5.8634	5.73509	5.871258
10484669	5.899896	5.817596	5.712947	5.797132	5.693031	5.870556	5.742545	6.028953
10484673	5.290505	5.293924	5.25095	5.215005	5.175748	5.03442	5.084858	5.134589
10484675	5.27969	5.229346	5.177305	5.285079	5.164258	5.124562	5.222762	5.355521
10484679	5.508385	5.294159	5.309637	5.464997	5.415958	5.311409	5.352592	5.416835
10484681	6.020841	5.893458	5.939712	5.951591	5.893134	5.813499	5.965669	5.92119
10484683	4.975735	4.973842	5.036726	5.08346	4.943189	4.904832	5.043911	4.859579
10484685	5.151805	5.144495	5.241083	5.16809	5.057673	5.181599	5.23518	5.146961
10484687	5.008373	4.817394	4.788533	4.85418	4.869334	4.857858	4.948418	4.850201
10484689	5.327751	5.167616	5.443516	5.361625	5.294847	5.227156	5.327206	5.365114
10484691	4.848024	4.772706	4.827853	4.810656	4.862596	4.713714	4.834892	4.85546
10484693	4.974308	4.967508	4.942521	5.076218	4.993287	5.066724	4.970774	5.021351
10484695	4.557078	4.64619	4.607913	4.678081	4.558801	4.565077	4.564544	4.611565
10484697	4.942498	4.964046	4.899682	4.912678	4.874425	4.936343	4.981228	4.936238
10484699	5.479117	5.495382	5.212214	5.572522	5.429919	5.449897	5.480525	5.556669
10484701	5.632048	5.537919	5.534388	5.620849	5.636929	5.628988	5.649977	5.814126
10484704	5.585822	5.509233	5.315413	5.448005	5.49272	5.213463	5.479448	5.559181
10484706	4.888874	4.825087	4.866234	4.900931	4.843011	4.749841	4.753768	4.955212
10484708	4.671747	4.613535	4.698505	4.61481	4.680366	4.720811	4.73206	4.695651
10484710	5.095173	5.016458	4.898978	5.233967	5.132658	4.891945	5.112148	5.159491
10484712	5.488177	5.513006	5.553644	5.57983	5.623725	5.488029	5.575309	5.679567
10484714	4.712581	4.726044	4.650114	4.767194	4.623548	4.589503	4.703652	4.645144
10484716	5.307046	5.224441	5.152539	5.187084	5.105344	5.224442	5.359356	5.319295
10484718	5.513448	5.325834	5.245368	5.398941	5.309023	5.308908	5.424998	5.355462
10484720	5.148818	5.534583	5.281379	5.523086	5.459784	5.462698	5.709215	5.445416
10484723	4.803338	4.839246	4.840814	4.680657	4.7455	4.744046	4.699297	4.770526
10484726	5.395359	5.257929	5.2307	5.350644	5.232033	5.244081	5.288032	5.162817
10484728	5.072515	4.982451	4.812258	5.08569	4.978122	4.967535	5.106079	5.028914
10484731	4.910115	5.02879	4.857364	4.894204	4.875781	4.849776	4.918893	4.883558
10484733	10.48907	9.891488	9.917602	10.20394	10.30886	9.484693	9.76643	9.94776
10484735	8.528288	8.295276	8.133767	8.987375	8.641953	7.676278	8.155215	8.13317
10484737	5.37226	5.244211	5.219608	5.221262	5.263611	5.079065	5.248748	5.302645
10484739	5.3572	5.20391	5.322091	5.440598	5.456765	5.366845	5.622897	5.2652
10484741	5.122327	5.062951	5.048159	5.141817	5.087197	5.032655	5.050181	5.035482
10484745	4.751222	4.7553	4.659171	4.757104	4.698628	4.831815	4.766701	4.756707
